route,method,class,module,permission,record_scope,field_scope,billing_write,audit
api/crm/forecast/predictive-snapshot/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.opportunitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-assignee-availability/[id]/route.ts,DELETE,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-assignee-availability/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-assignee-availability/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-assignment-fallback/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-assignment-fallback/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-assignment-policies/[id]/explain/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-assignment-policies/[id]/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-assignment-policies/[id]/route.ts,PATCH,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-assignment-policies/[id]/route.ts,DELETE,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-assignment-policies/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-assignment-policies/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-scoring-models/[id]/activate/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-scoring-models/[id]/route.ts,PATCH,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-scoring-models/[id]/rules/[ruleId]/status/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-scoring-models/[id]/rules/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-scoring-models/[id]/train/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-scoring-models/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-scoring-models/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-sources/[id]/active/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-sources/[id]/route.ts,PATCH,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-sources/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-sources/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stage-transition-reasons/[id]/active/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stage-transition-reasons/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-stage-transition-reasons/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stage-transitions/[fromId]/[toId]/route.ts,DELETE,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stage-transitions/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-stage-transitions/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stages/[id]/deactivate/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stages/[id]/reactivate/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stages/[id]/route.ts,PATCH,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stages/recommended-template/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-stages/recommended-template/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/lead-stages/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/lead-stages/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.settingsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/assign/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/attribution/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/[id]/convert/preview/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.leadsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/[id]/convert/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.leadsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/duplicates/dismiss/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/follow-up/route.ts,POST,WORKSPACE_MODULE,crm,(checked in handler),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/merge/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.dataQualityManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/qualification/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/[id]/qualification/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/score/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/[id]/score/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/stage/reasons/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/[id]/stage/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/[id]/stage/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.leadsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/tags/[tagId]/route.ts,DELETE,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/[id]/tags/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/[id]/tags/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/bulk/jobs/[jobId]/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/bulk/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.leadsManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/duplicates/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/enrichment/route.ts,POST,WORKSPACE_MODULE,crm,(checked in handler),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/export/[jobId]/download/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.export,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/export/[jobId]/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.export,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/export/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.export,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/import/[batchId]/commit/route.ts,POST,WORKSPACE_MODULE,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/import/[batchId]/rollback/route.ts,POST,WORKSPACE_MODULE,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/import/analyze/route.ts,POST,WORKSPACE_MODULE,crm,IMPORT_PERMISSIONS,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/import/batches/route.ts,GET,WORKSPACE_MODULE,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/import/preview/route.ts,POST,WORKSPACE_MODULE,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/leads/sla/route.ts,POST,WORKSPACE_MODULE,crm,(checked in handler),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/leads/transition-graph/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/meetings/[id]/cancel/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/meetings/[id]/complete/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/meetings/[id]/events/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/meetings/[id]/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/meetings/[id]/route.ts,PATCH,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/meetings/[id]/start/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/meetings/route.ts,GET,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/meetings/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.activitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/notes/[id]/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/notes/[id]/route.ts,PATCH,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/notes/[id]/route.ts,DELETE,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/notes/[id]/versions/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/notes/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/notes/route.ts,POST,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/offline-sync/route.ts,POST,WORKSPACE_MODULE,crm,(checked in handler),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/opportunities/[id]/contact-roles/[roleId]/primary/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.opportunitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/opportunities/[id]/contact-roles/[roleId]/route.ts,PATCH,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.opportunitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/opportunities/[id]/contact-roles/[roleId]/route.ts,DELETE,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.opportunitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/opportunities/[id]/contact-roles/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/opportunities/[id]/contact-roles/route.ts,POST,WORKSPACE_MODULE,crm,CRM_PERMISSIONS.opportunitiesManage,company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,yes,denials logged
api/crm/opportunities/[id]/predictive-probability/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
api/crm/opportunities/[id]/probability-history/route.ts,GET,WORKSPACE_MODULE,crm,(module view permission),company/branch scope + record ownership unless crm.records.view_all (crm-data-operations-and-customization/record-policy.js),leads: crm.leads.view_sensitive; contacts: crm.contacts.view_sensitive; accounts: crm.accounts.view_sensitive,no,denials logged
