contract_id,feature_id,requirement_id,module,capability,current_route,target_route,backend_endpoint,http_method,domain_command,permission,record_scope,field_scope,request_contract,response_contract,query_parameters,mutation_parameters,lifecycle_rules,validation_behavior,concurrency_behavior,audit_behavior,approval_behavior,offline_behavior,mobile_behavior,cross_module_behavior,existing_e2e_evidence,target_screen,target_component,migration_status,notes
FC-0081,TBD,TBD,Procurement,TBD,/procurement/governance,/procurement/governance,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/governance/page.tsx; kind=PAGE
FC-0082,TBD,TBD,Procurement,TBD,/procurement/matching,/procurement/matching,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/matching/page.tsx; kind=PAGE
FC-0083,TBD,TBD,Procurement,TBD,/procurement/operations,/procurement/operations,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/operations/page.tsx; kind=PAGE
FC-0084,TBD,TBD,Procurement,TBD,/procurement/orders/[id],/procurement/orders/[id],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/orders/[id]/page.tsx; kind=PAGE
FC-0085,TBD,TBD,Procurement,TBD,/procurement/orders/new,/procurement/orders/new,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/orders/new/page.tsx; kind=PAGE
FC-0086,TBD,TBD,Procurement,TBD,/procurement/orders,/procurement/orders,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/orders/page.tsx; kind=PAGE
FC-0087,TBD,TBD,Procurement,TBD,/procurement,/procurement,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/page.tsx; kind=PAGE
FC-0088,TBD,TBD,Procurement,TBD,/procurement/receipts/[id],/procurement/receipts/[id],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/receipts/[id]/page.tsx; kind=PAGE
FC-0089,TBD,TBD,Procurement,TBD,/procurement/receipts/new,/procurement/receipts/new,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/receipts/new/page.tsx; kind=PAGE
FC-0090,TBD,TBD,Procurement,TBD,/procurement/receipts,/procurement/receipts,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/receipts/page.tsx; kind=PAGE
FC-0091,TBD,TBD,Procurement,TBD,/procurement/reports,/procurement/reports,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/reports/page.tsx; kind=PAGE
FC-0092,TBD,TBD,Procurement,TBD,/procurement/requisitions/[id],/procurement/requisitions/[id],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/requisitions/[id]/page.tsx; kind=PAGE
FC-0093,TBD,TBD,Procurement,TBD,/procurement/requisitions/new,/procurement/requisitions/new,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/requisitions/new/page.tsx; kind=PAGE
FC-0094,TBD,TBD,Procurement,TBD,/procurement/requisitions,/procurement/requisitions,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/requisitions/page.tsx; kind=PAGE
FC-0095,TBD,TBD,Procurement,TBD,/procurement/settings,/procurement/settings,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/settings/page.tsx; kind=PAGE
FC-0096,TBD,TBD,Procurement,TBD,/procurement/sourcing/[id],/procurement/sourcing/[id],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/sourcing/[id]/page.tsx; kind=PAGE
FC-0097,TBD,TBD,Procurement,TBD,/procurement/sourcing/new,/procurement/sourcing/new,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/sourcing/new/page.tsx; kind=PAGE
FC-0098,TBD,TBD,Procurement,TBD,/procurement/sourcing,/procurement/sourcing,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/sourcing/page.tsx; kind=PAGE
FC-0099,TBD,TBD,Procurement,TBD,/procurement/suppliers/[id],/procurement/suppliers/[id],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/suppliers/[id]/page.tsx; kind=PAGE
FC-0100,TBD,TBD,Procurement,TBD,/procurement/suppliers/new,/procurement/suppliers/new,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/suppliers/new/page.tsx; kind=PAGE
FC-0101,TBD,TBD,Procurement,TBD,/procurement/suppliers,/procurement/suppliers,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/procurement/suppliers/page.tsx; kind=PAGE
FC-0102,TBD,TBD,Platform / Shared,TBD,/profile,/profile,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/profile/page.tsx; kind=PAGE
FC-0103,TBD,TBD,Projects,TBD,/projects/[resource],/projects/[resource],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/projects/[resource]/page.tsx; kind=PAGE
FC-0104,TBD,TBD,Projects,TBD,/projects,/projects,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/projects/page.tsx; kind=PAGE
FC-0105,TBD,TBD,Quality,TBD,/quality/[resource],/quality/[resource],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/quality/[resource]/page.tsx; kind=PAGE
FC-0106,TBD,TBD,Quality,TBD,/quality,/quality,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/quality/page.tsx; kind=PAGE
FC-0107,TBD,TBD,Platform / Shared,TBD,/reports,/reports,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/reports/page.tsx; kind=PAGE
FC-0108,TBD,TBD,Sales,TBD,/sales/operations,/sales/operations,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/operations/page.tsx; kind=PAGE
FC-0109,TBD,TBD,Sales,TBD,/sales/orders/[id],/sales/orders/[id],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/orders/[id]/page.tsx; kind=PAGE
FC-0110,TBD,TBD,Sales,TBD,/sales/orders/new,/sales/orders/new,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/orders/new/page.tsx; kind=PAGE
FC-0111,TBD,TBD,Sales,TBD,/sales/orders,/sales/orders,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/orders/page.tsx; kind=PAGE
FC-0112,TBD,TBD,Sales,TBD,/sales,/sales,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/page.tsx; kind=PAGE
FC-0113,TBD,TBD,Sales,TBD,/sales/quotations/[id],/sales/quotations/[id],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/quotations/[id]/page.tsx; kind=PAGE
FC-0114,TBD,TBD,Sales,TBD,/sales/quotations/new,/sales/quotations/new,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/quotations/new/page.tsx; kind=PAGE
FC-0115,TBD,TBD,Sales,TBD,/sales/quotations,/sales/quotations,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/quotations/page.tsx; kind=PAGE
FC-0116,TBD,TBD,Sales,TBD,/sales/reports,/sales/reports,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/reports/page.tsx; kind=PAGE
FC-0117,TBD,TBD,Sales,TBD,/sales/settings,/sales/settings,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/sales/settings/page.tsx; kind=PAGE
FC-0118,TBD,TBD,Platform / Shared,TBD,/search,/search,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/search/page.tsx; kind=PAGE
FC-0119,TBD,TBD,Platform / Shared,TBD,/security,/security,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/security/page.tsx; kind=PAGE
FC-0120,TBD,TBD,Platform / Shared,TBD,/settings/[resource],/settings/[resource],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/settings/[resource]/page.tsx; kind=PAGE
FC-0121,TBD,TBD,Platform / Shared,TBD,/settings/company,/settings/company,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/settings/company/page.tsx; kind=PAGE
FC-0122,TBD,TBD,Platform / Shared,TBD,/settings,/settings,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/settings/page.tsx; kind=PAGE
FC-0123,TBD,TBD,Platform / Shared,TBD,/settings/platform,/settings/platform,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/settings/platform/page.tsx; kind=PAGE
FC-0124,TBD,TBD,Platform / Shared,TBD,/settings/roles,/settings/roles,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/settings/roles/page.tsx; kind=PAGE
FC-0125,TBD,TBD,Platform / Shared,TBD,/settings/users,/settings/users,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/settings/users/page.tsx; kind=PAGE
FC-0126,TBD,TBD,Stock / Inventory,TBD,/stock/[resource],/stock/[resource],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/stock/[resource]/page.tsx; kind=PAGE
FC-0127,TBD,TBD,Stock / Inventory,TBD,/stock/availability,/stock/availability,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/stock/availability/page.tsx; kind=PAGE
FC-0128,TBD,TBD,Stock / Inventory,TBD,/stock/operations,/stock/operations,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/stock/operations/page.tsx; kind=PAGE
FC-0129,TBD,TBD,Stock / Inventory,TBD,/stock,/stock,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/stock/page.tsx; kind=PAGE
FC-0130,TBD,TBD,Support / Customer Service,TBD,/support/[resource],/support/[resource],TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/support/[resource]/page.tsx; kind=PAGE
FC-0131,TBD,TBD,Support / Customer Service,TBD,/support,/support,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/support/page.tsx; kind=PAGE
FC-0132,TBD,TBD,Platform / Shared,TBD,/tasks,/tasks,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(app)/tasks/page.tsx; kind=PAGE
FC-0133,TBD,TBD,Platform / Shared,TBD,/forgot-password,/forgot-password,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(auth)/forgot-password/page.tsx; kind=PAGE
FC-0134,TBD,TBD,Platform / Shared,TBD,/invite,/invite,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(auth)/invite/page.tsx; kind=PAGE
FC-0135,TBD,TBD,Platform / Shared,TBD,/login,/login,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(auth)/login/page.tsx; kind=PAGE
FC-0136,TBD,TBD,Platform / Shared,TBD,/reset-password,/reset-password,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(auth)/reset-password/page.tsx; kind=PAGE
FC-0137,TBD,TBD,Platform / Shared,TBD,/signup,/signup,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(auth)/signup/page.tsx; kind=PAGE
FC-0138,TBD,TBD,Platform / Shared,TBD,/verify-email,/verify-email,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/(auth)/verify-email/page.tsx; kind=PAGE
FC-0139,TBD,TBD,Accounting / Finance,TBD,/api/accounting/accruals,/api/accounting/accruals,/api/accounting/accruals,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/accruals/route.ts; kind=API_ROUTE
FC-0140,TBD,TBD,Accounting / Finance,TBD,/api/accounting/accruals/run,/api/accounting/accruals/run,/api/accounting/accruals/run,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/accruals/run/route.ts; kind=API_ROUTE
FC-0141,TBD,TBD,Accounting / Finance,TBD,/api/accounting/asset-categories,/api/accounting/asset-categories,/api/accounting/asset-categories,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/asset-categories/route.ts; kind=API_ROUTE
FC-0142,TBD,TBD,Accounting / Finance,TBD,/api/accounting/assets/[id]/actions,/api/accounting/assets/[id]/actions,/api/accounting/assets/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/assets/[id]/actions/route.ts; kind=API_ROUTE
FC-0143,TBD,TBD,Accounting / Finance,TBD,/api/accounting/assets/[id],/api/accounting/assets/[id],/api/accounting/assets/[id],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/assets/[id]/route.ts; kind=API_ROUTE
FC-0144,TBD,TBD,Accounting / Finance,TBD,/api/accounting/assets,/api/accounting/assets,/api/accounting/assets,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/assets/route.ts; kind=API_ROUTE
FC-0145,TBD,TBD,Accounting / Finance,TBD,/api/accounting/banking/accounts,/api/accounting/banking/accounts,/api/accounting/banking/accounts,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/banking/accounts/route.ts; kind=API_ROUTE
FC-0146,TBD,TBD,Accounting / Finance,TBD,/api/accounting/banking/operations,/api/accounting/banking/operations,/api/accounting/banking/operations,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/banking/operations/route.ts; kind=API_ROUTE
FC-0147,TBD,TBD,Accounting / Finance,TBD,/api/accounting/banking/reconciliations/[id]/actions,/api/accounting/banking/reconciliations/[id]/actions,/api/accounting/banking/reconciliations/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/banking/reconciliations/[id]/actions/route.ts; kind=API_ROUTE
FC-0148,TBD,TBD,Accounting / Finance,TBD,/api/accounting/banking/statements/[id]/actions,/api/accounting/banking/statements/[id]/actions,/api/accounting/banking/statements/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/banking/statements/[id]/actions/route.ts; kind=API_ROUTE
FC-0149,TBD,TBD,Accounting / Finance,TBD,/api/accounting/banking/statements/[id],/api/accounting/banking/statements/[id],/api/accounting/banking/statements/[id],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/banking/statements/[id]/route.ts; kind=API_ROUTE
FC-0150,TBD,TBD,Accounting / Finance,TBD,/api/accounting/banking/statements,/api/accounting/banking/statements,/api/accounting/banking/statements,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/banking/statements/route.ts; kind=API_ROUTE
FC-0151,TBD,TBD,Accounting / Finance,TBD,/api/accounting/budgets/[id]/actions,/api/accounting/budgets/[id]/actions,/api/accounting/budgets/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/budgets/[id]/actions/route.ts; kind=API_ROUTE
FC-0152,TBD,TBD,Accounting / Finance,TBD,/api/accounting/budgets,/api/accounting/budgets,/api/accounting/budgets,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/budgets/route.ts; kind=API_ROUTE
FC-0153,TBD,TBD,Accounting / Finance,TBD,/api/accounting/close/[id]/actions,/api/accounting/close/[id]/actions,/api/accounting/close/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/close/[id]/actions/route.ts; kind=API_ROUTE
FC-0154,TBD,TBD,Accounting / Finance,TBD,/api/accounting/close/[id],/api/accounting/close/[id],/api/accounting/close/[id],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/close/[id]/route.ts; kind=API_ROUTE
FC-0155,TBD,TBD,Accounting / Finance,TBD,/api/accounting/close/[id]/tasks/[taskId],/api/accounting/close/[id]/tasks/[taskId],/api/accounting/close/[id]/tasks/[taskId],PATCH,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/close/[id]/tasks/[taskId]/route.ts; kind=API_ROUTE
FC-0156,TBD,TBD,Accounting / Finance,TBD,/api/accounting/close,/api/accounting/close,/api/accounting/close,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/close/route.ts; kind=API_ROUTE
FC-0157,TBD,TBD,Accounting / Finance,TBD,/api/accounting/collections/dunning,/api/accounting/collections/dunning,/api/accounting/collections/dunning,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/collections/dunning/route.ts; kind=API_ROUTE
FC-0158,TBD,TBD,Accounting / Finance,TBD,/api/accounting/compliance/requests/[id],/api/accounting/compliance/requests/[id],/api/accounting/compliance/requests/[id],PATCH,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/compliance/requests/[id]/route.ts; kind=API_ROUTE
FC-0159,TBD,TBD,Accounting / Finance,TBD,/api/accounting/compliance/requests,/api/accounting/compliance/requests,/api/accounting/compliance/requests,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/compliance/requests/route.ts; kind=API_ROUTE
