requirement_id,feature_id,capability_id,requirement_type,requirement_classification,backend_evidence,api_evidence,ui_route,ui_screen,ui_component,permission_behavior,responsive_behavior,test_evidence,implementation_status,notes
F001-CAP-001,F001,CRM-CAP-001,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-UX-002,F008,CRM-CAP-001,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-UX-003,F008,CRM-CAP-001,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-SEC-001,F008,CRM-CAP-001,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-SEC-002,F008,CRM-CAP-001,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-AUTO-001,F008,CRM-CAP-001,AUTO,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-APP-001,F008,CRM-CAP-001,APP,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-NOTIF-001,F008,CRM-CAP-001,NOTIF,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-REP-001,F008,CRM-CAP-001,REP,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-AI-001,F008,CRM-CAP-001,AI,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-INT-001,F008,CRM-CAP-001,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-INT-002,F008,CRM-CAP-001,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-API-001,F008,CRM-CAP-001,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-API-002,F008,CRM-CAP-001,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-PERF-001,F008,CRM-CAP-001,PERF,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-OBS-001,F008,CRM-CAP-001,OBS,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-E2E-001,F008,CRM-CAP-001,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-E2E-002,F008,CRM-CAP-001,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-UAT-001,F008,CRM-CAP-001,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F008-UAT-002,F008,CRM-CAP-001,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-CAP-001,F009,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-CAP-002,F009,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-CAP-003,F009,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-FR-001,F009,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-FR-002,F009,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-FR-003,F009,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-US-001,F009,CRM-CAP-003,US,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-US-002,F009,CRM-CAP-003,US,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-FLOW-001,F009,CRM-CAP-003,FLOW,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-FLOW-002,F009,CRM-CAP-003,FLOW,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-BR-001,F009,CRM-CAP-003,BR,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-BR-002,F009,CRM-CAP-003,BR,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-DATA-001,F009,CRM-CAP-003,DATA,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-DATA-002,F009,CRM-CAP-003,DATA,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-VAL-001,F009,CRM-CAP-003,VAL,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-VAL-002,F009,CRM-CAP-003,VAL,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-CALC-001,F009,CRM-CAP-003,CALC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-UX-001,F009,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-UX-002,F009,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-UX-003,F009,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-SEC-001,F009,CRM-CAP-003,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-SEC-002,F009,CRM-CAP-003,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-AUTO-001,F009,CRM-CAP-003,AUTO,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-APP-001,F009,CRM-CAP-003,APP,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-NOTIF-001,F009,CRM-CAP-003,NOTIF,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-REP-001,F009,CRM-CAP-003,REP,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-AI-001,F009,CRM-CAP-003,AI,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-INT-001,F009,CRM-CAP-003,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-INT-002,F009,CRM-CAP-003,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-API-001,F009,CRM-CAP-003,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-API-002,F009,CRM-CAP-003,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-PERF-001,F009,CRM-CAP-003,PERF,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-OBS-001,F009,CRM-CAP-003,OBS,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-E2E-001,F009,CRM-CAP-003,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-E2E-002,F009,CRM-CAP-003,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-UAT-001,F009,CRM-CAP-003,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F009-UAT-002,F009,CRM-CAP-003,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-CAP-001,F010,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-CAP-002,F010,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-CAP-003,F010,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-FR-001,F010,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-FR-002,F010,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-FR-003,F010,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-US-001,F010,CRM-CAP-003,US,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-US-002,F010,CRM-CAP-003,US,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-FLOW-001,F010,CRM-CAP-003,FLOW,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-FLOW-002,F010,CRM-CAP-003,FLOW,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-BR-001,F010,CRM-CAP-003,BR,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-BR-002,F010,CRM-CAP-003,BR,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-DATA-001,F010,CRM-CAP-003,DATA,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-DATA-002,F010,CRM-CAP-003,DATA,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-VAL-001,F010,CRM-CAP-003,VAL,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-VAL-002,F010,CRM-CAP-003,VAL,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-CALC-001,F010,CRM-CAP-003,CALC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-UX-001,F010,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-UX-002,F010,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-UX-003,F010,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-SEC-001,F010,CRM-CAP-003,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-SEC-002,F010,CRM-CAP-003,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-AUTO-001,F010,CRM-CAP-003,AUTO,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-APP-001,F010,CRM-CAP-003,APP,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-NOTIF-001,F010,CRM-CAP-003,NOTIF,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-REP-001,F010,CRM-CAP-003,REP,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-AI-001,F010,CRM-CAP-003,AI,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-INT-001,F010,CRM-CAP-003,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-INT-002,F010,CRM-CAP-003,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-API-001,F010,CRM-CAP-003,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-API-002,F010,CRM-CAP-003,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-PERF-001,F010,CRM-CAP-003,PERF,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-OBS-001,F010,CRM-CAP-003,OBS,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-E2E-001,F010,CRM-CAP-003,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-E2E-002,F010,CRM-CAP-003,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-UAT-001,F010,CRM-CAP-003,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F010-UAT-002,F010,CRM-CAP-003,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-CAP-001,F011,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-CAP-002,F011,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-CAP-003,F011,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-FR-001,F011,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-FR-002,F011,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-FR-003,F011,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-US-001,F011,CRM-CAP-003,US,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-US-002,F011,CRM-CAP-003,US,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-FLOW-001,F011,CRM-CAP-003,FLOW,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-FLOW-002,F011,CRM-CAP-003,FLOW,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-BR-001,F011,CRM-CAP-003,BR,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-BR-002,F011,CRM-CAP-003,BR,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-DATA-001,F011,CRM-CAP-003,DATA,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-DATA-002,F011,CRM-CAP-003,DATA,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-VAL-001,F011,CRM-CAP-003,VAL,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-VAL-002,F011,CRM-CAP-003,VAL,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-CALC-001,F011,CRM-CAP-003,CALC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-UX-001,F011,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-UX-002,F011,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-UX-003,F011,CRM-CAP-003,UX,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-SEC-001,F011,CRM-CAP-003,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-SEC-002,F011,CRM-CAP-003,SEC,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-AUTO-001,F011,CRM-CAP-003,AUTO,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-APP-001,F011,CRM-CAP-003,APP,DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-NOTIF-001,F011,CRM-CAP-003,NOTIF,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-REP-001,F011,CRM-CAP-003,REP,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-AI-001,F011,CRM-CAP-003,AI,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-INT-001,F011,CRM-CAP-003,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-INT-002,F011,CRM-CAP-003,INT,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-API-001,F011,CRM-CAP-003,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-API-002,F011,CRM-CAP-003,API,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-PERF-001,F011,CRM-CAP-003,PERF,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-OBS-001,F011,CRM-CAP-003,OBS,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-E2E-001,F011,CRM-CAP-003,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-E2E-002,F011,CRM-CAP-003,E2E,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-UAT-001,F011,CRM-CAP-003,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F011-UAT-002,F011,CRM-CAP-003,UAT,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F012-CAP-001,F012,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F012-CAP-002,F012,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F012-CAP-003,F012,CRM-CAP-003,CAP,NO_DIRECT_UI,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F012-FR-001,F012,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
F012-FR-002,F012,CRM-CAP-003,FR,AFFECTS_UI_STATE,,,,,,,,,NOT_STARTED,Clean rebuild has not yet reached this feature; see CRM_CLEAN_REBUILD_REGISTER.md tranche plan.
