route,method,class,via,module,permission,billing_write,self_service,origin_check,protection
api/crm/leads/import/[batchId]/commit/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/import/[batchId]/rollback/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/import/analyze/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,IMPORT_PERMISSIONS,false,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/import/batches/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",false,false,false,session + organisation context + Shared Access authorize()
api/crm/leads/import/preview/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,"[CRM_PERMISSIONS.import, CRM_PERMISSIONS.leadsManage]",false,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/sla/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(checked in handler),true,false,true,session + organisation context + Shared Access authorize()
api/crm/leads/transition-graph/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/meetings/[id]/cancel/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/meetings/[id]/complete/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/meetings/[id]/events/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/meetings/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/meetings/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/meetings/[id]/start/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/meetings/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/meetings/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/notes/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/notes/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/notes/[id]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/notes/[id]/versions/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/notes/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/notes/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),true,false,true,session + organisation context + Shared Access authorize()
api/crm/offline-sync/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,(checked in handler),true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/contact-roles/[roleId]/primary/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/contact-roles/[roleId]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/contact-roles/[roleId]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/contact-roles/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/contact-roles/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/predictive-probability/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/probability-history/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/probability/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/restore/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/[id]/stage/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/bulk/jobs/[jobId]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/opportunities/bulk/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/opportunities/pipeline-summary/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/options/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/[id]/active/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/[id]/deactivate/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/[id]/sla-policy/route.ts,PUT,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/history/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/reorder/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/pipeline-stages/sla-policies/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/pipeline/snapshots/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/crm/pipeline/snapshots/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.opportunitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/privacy-requests/[id]/execute/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.privacyManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/privacy-requests/[id]/preview/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.privacyManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/privacy/retention/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.privacyManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/privacy/retention/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.privacyManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/privacy/retention/run/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.privacyManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/public/meetings/bookings/[token]/availability/route.ts,GET,PUBLIC_TOKEN,explicit,,,false,false,false,Same booking token model; read-only reschedule availability.
api/crm/public/meetings/bookings/[token]/route.ts,GET,PUBLIC_TOKEN,explicit,,,false,false,false,Opaque booking token (hash stored) for the prospect's own booking.
api/crm/public/meetings/bookings/[token]/route.ts,PATCH,PUBLIC_TOKEN,explicit,,,false,false,false,Opaque booking token (hash stored) for the prospect's own booking.
api/crm/public/meetings/links/[token]/availability/route.ts,GET,PUBLIC_TOKEN,explicit,,,false,false,false,Same meeting-link token model; read-only availability.
api/crm/public/meetings/links/[token]/book/route.ts,POST,PUBLIC_TOKEN,explicit,,,false,false,false,Same meeting-link token model; the booking is validated against the link's own availability.
api/crm/public/meetings/links/[token]/route.ts,GET,PUBLIC_TOKEN,explicit,,,false,false,false,Opaque meeting-link token (only its hash stored) resolves the organisation through a definer function; read-only.
api/crm/reports/[report]/export/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.reportsView,false,false,false,session + organisation context + Shared Access authorize()
api/crm/reports/[report]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.reportsView,false,false,false,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/cancel/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/claim/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/complete/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/dependencies/[dependsOnTaskId]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/dependencies/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/dependencies/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/history/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/release/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/[id]/start/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/tasks/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,true,false,true,session + organisation context + Shared Access authorize()
api/crm/tasks/teams/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.activitiesManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/territory-match/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,CRM_PERMISSIONS.settingsManage,false,false,false,session + organisation context + Shared Access authorize()
api/crm/timeline/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,crm,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/documents/[document]/[id]/pdf/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,renderer.moduleKey,renderer.permission,false,false,false,session + organisation context + Shared Access authorize()
api/health/route.ts,GET,PROBE,explicit,,,false,false,false,"Liveness only; no database, no tenant data."
api/hr/actions/[action]/route.ts,POST,WORKSPACE_MODULE,hrMutation,hr-payroll,hr_payroll.view (helper default; route may narrow),true,when self-service,true,session + organisation context + Shared Access authorize()
api/hr/view/[kind]/route.ts,GET,WORKSPACE_MODULE,hrRead,hr-payroll,hr_payroll.view (helper default; route may narrow),false,when self-service,false,session + organisation context + Shared Access authorize()
api/inventory/actions/[action]/route.ts,POST,WORKSPACE_MODULE,inventoryMutation,stock,stock.view (helper default; route may narrow),true,false,true,session + organisation context + Shared Access authorize()
api/inventory/master/[resource]/[id]/route.ts,PATCH,WORKSPACE_MODULE,inventoryMutation,stock,stock.view (helper default; route may narrow),true,false,true,session + organisation context + Shared Access authorize()
api/inventory/master/[resource]/route.ts,GET,WORKSPACE_MODULE,inventoryRead,stock,stock.view (helper default; route may narrow),false,false,false,session + organisation context + Shared Access authorize()
api/inventory/master/[resource]/route.ts,POST,WORKSPACE_MODULE,inventoryMutation,stock,stock.view (helper default; route may narrow),true,false,true,session + organisation context + Shared Access authorize()
api/inventory/stock/[kind]/route.ts,GET,WORKSPACE_MODULE,inventoryRead,stock,stock.view (helper default; route may narrow),false,false,false,session + organisation context + Shared Access authorize()
api/jobs/[id]/route.ts,GET,WORKSPACE_PLATFORM,workspaceRoute,,,false,false,false,Same viewer rule as the job list (getJobForViewer).
api/jobs/route.ts,GET,WORKSPACE_PLATFORM,workspaceRoute,,,false,false,false,Own jobs only; the organisation-wide view requires the job operations permission (checked in the handler).
api/manufacturing/actions/[action]/route.ts,POST,WORKSPACE_MODULE,manufacturingMutation,manufacturing,manufacturing.view (helper default; route may narrow),true,false,true,session + organisation context + Shared Access authorize()
api/manufacturing/view/[kind]/route.ts,GET,WORKSPACE_MODULE,manufacturingRead,manufacturing,manufacturing.view (helper default; route may narrow),false,false,false,session + organisation context + Shared Access authorize()
api/notifications/[id]/read/route.ts,PATCH,WORKSPACE_PLATFORM,workspaceRoute,,,false,false,true,The caller's own notification only.
api/notifications/route.ts,GET,WORKSPACE_PLATFORM,workspaceRoute,,,false,false,false,"The caller's own notifications, filtered to accessible modules."
api/notifications/route.ts,PATCH,WORKSPACE_PLATFORM,workspaceRoute,,,false,false,true,"The caller's own notifications, filtered to accessible modules."
api/platform/mail/inbound/[routeKey]/route.ts,POST,WEBHOOK,explicit,,,false,false,false,Hashed route key resolves the organisation; HMAC-SHA256 of the raw body with the route's own encrypted signing secret; body ids ignored; idempotent.
api/pos/[resource]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/accounting/mappings/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,false,false,false,session + organisation context + Shared Access authorize()
api/pos/accounting/mappings/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/accounting/posting-queue/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.accounting.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/analytics/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.analytics.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/cancel/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/complete/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/coupon/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/coupon/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/customer/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/discount/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.discount.apply,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/hold/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/lines/[lineId]/discount/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.discount.apply,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/lines/[lineId]/discount/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.discount.apply,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/lines/[lineId]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/lines/[lineId]/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/lines/[lineId]/tracking/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/lines/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/loyalty/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.loyalty.redeem,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/loyalty/route.ts,DELETE,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.loyalty.redeem,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/resume/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/carts/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/carts/held/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/carts/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/cashiers/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.store.manage,false,false,false,session + organisation context + Shared Access authorize()
api/pos/coupons/[id]/active/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/coupons/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/coupons/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/coupons/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/customers/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/dashboard/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/discount-approvals/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/inventory/activity/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/inventory/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/invoices/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.invoice.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/item-groups/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/loyalty/customers/[customerId]/adjust/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.loyalty.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/loyalty/customers/[customerId]/ledger/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/loyalty/customers/[customerId]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/loyalty/expire/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.loyalty.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/loyalty/program/active/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.loyalty.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/loyalty/program/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/loyalty/program/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.loyalty.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/offline/conflicts/[id]/resolve/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.offline.resolve,true,false,true,session + organisation context + Shared Access authorize()
api/pos/offline/conflicts/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.offline.resolve,false,false,false,session + organisation context + Shared Access authorize()
api/pos/offline/snapshot/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.offline.sync,false,false,false,session + organisation context + Shared Access authorize()
api/pos/offline/sync/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.offline.sync,true,false,true,session + organisation context + Shared Access authorize()
api/pos/payments/[id]/override/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.payment.override,true,false,true,session + organisation context + Shared Access authorize()
api/pos/payments/[id]/refund/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.payment.refund,true,false,true,session + organisation context + Shared Access authorize()
api/pos/payments/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/payments/initiate/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
api/pos/payments/webhook/[provider]/route.ts,POST,WEBHOOK,explicit,,,false,false,false,Provider HMAC signature over the raw body verified before parsing and again inside the domain transaction.
api/pos/promotions/[id]/active/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/promotions/[id]/route.ts,PATCH,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/promotions/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,(module view permission),false,false,false,session + organisation context + Shared Access authorize()
api/pos/promotions/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.settings.manage,true,false,true,session + organisation context + Shared Access authorize()
api/pos/reconciliations/[id]/correction/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.reconciliation.approve,false,false,true,session + organisation context + Shared Access authorize()
api/pos/reconciliations/[id]/resolve/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.reconciliation.approve,false,false,true,session + organisation context + Shared Access authorize()
api/pos/reconciliations/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.reconciliation.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/reconciliations/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.reconciliation.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/[id]/accounting-post/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.accounting.post,false,false,true,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/[id]/finalize/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.report.finalize,false,false,true,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/[id]/reconciliation/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.reconciliation.manage,false,false,true,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/[id]/review/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.report.generate,false,false,true,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/[id]/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.report.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/[id]/variance/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.report.finalize,false,false,true,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/route.ts,GET,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.report.view,false,false,false,session + organisation context + Shared Access authorize()
api/pos/reports/day-end/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.report.generate,false,false,true,session + organisation context + Shared Access authorize()
api/pos/returns/[id]/accounting-post/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.accounting.post,false,false,true,session + organisation context + Shared Access authorize()
api/pos/returns/[id]/approve/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.return.approve,true,false,true,session + organisation context + Shared Access authorize()
api/pos/returns/[id]/complete/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.return.approve,true,false,true,session + organisation context + Shared Access authorize()
api/pos/returns/[id]/exchange/route.ts,POST,WORKSPACE_MODULE,workspaceRoute,point-of-sale,pos.sale.create,true,false,true,session + organisation context + Shared Access authorize()
