requirement_id,sp_id,requirement_family,enumerated,title,normative_statement,priority,category,dependencies,source_dossier
SP008-SECTION-SECURITY,SP008,SECTION,FALSE,Security,"Privilege escalation, stale permission cache, role-confusion and function-level authorization bypass are primary threats. Security-negative and abuse tests are mandatory.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-SCOPE,SP008,SECTION,FALSE,Scope,"Resolve organization, entitlement, company, branch/site/team/record/field context as applicable; jobs/integrations use trusted persisted scope.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-AUDIT,SP008,SECTION,FALSE,Audit,Sensitive/high-impact Roles and permission model changes produce durable actor/tenant/target/correlation evidence with secret/PII minimization.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-CONCURRENCY,SP008,SECTION,FALSE,Concurrency,Identify races in Roles and permission model; enforce DB constraints/locks/version checks or another documented safe mechanism.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-IDEMPOTENCY,SP008,SECTION,FALSE,Idempotency,Retries in Roles and permission model are classified; unsafe duplicate effects use stable idempotency/business keys and reconciliation.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-INTEGRATIONS,SP008,SECTION,FALSE,Integrations,"Integration contracts involving Roles and permission model are versioned, tenant-scoped, observable and replay-safe.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-API,SP008,SECTION,FALSE,Api,"APIs use authenticated/versioned contracts, object/function/property authorization, bounded resource use and typed errors.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-MOBILE,SP008,SECTION,FALSE,Mobile,"Classify Roles and permission model as full, field-optimized, approval-only, read-only or not-applicable; offline state is bounded/encrypted and revalidated.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-RESPONSIVE,SP008,SECTION,FALSE,Responsive,Desktop/tablet/phone behavior follows the Experience Kernel and preserves critical actions.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-ACCESSIBILITY,SP008,SECTION,FALSE,Accessibility,"WCAG 2.2 AA intent: keyboard/focus, labels, screen-reader status/errors, contrast, target size, zoom/reflow, reduced motion and non-drag alternatives.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-VISUAL-EVIDENCE,SP008,SECTION,FALSE,Visual Evidence,Complex Roles and permission model admin/operator surfaces require wireframes/state diagrams before implementation.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-PERFORMANCE,SP008,SECTION,FALSE,Performance,Define latency/throughput/cardinality/volume budgets for Roles and permission model; use batching/pagination/async/read models where appropriate.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-OBSERVABILITY,SP008,SECTION,FALSE,Observability,"Structured logs/metrics/traces with correlation, diagnostics, alerts and reconciliation support are required for Roles and permission model.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-EDGE-CASES,SP008,SECTION,FALSE,Edge Cases,"Cover duplicates, stale references, concurrency, permission changes, partial failures, retries, outages, timezones/localization and recovery.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-CODE-AUDIT,SP008,SECTION,FALSE,Code Audit,"Before implementation, map current repository paths/symbols to SP008 and classify VERIFIED/PARTIAL/MISSING; code never lowers target requirements.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-GAPS,SP008,SECTION,FALSE,Gaps,Target minus verified behavior is the implementation gap; framework existence alone is not proof that Roles and permission model is complete.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-IMPLEMENTATION,SP008,SECTION,FALSE,Implementation,Implement in existing core/packages/worker/database/mobile/shared areas as appropriate; business modules consume public contracts. Pass A changes docs only.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-TESTS,SP008,SECTION,FALSE,Tests,"Unit/domain, DB/RLS, API, security-negative, integration, idempotency/retry, performance, migration and reconciliation tests are planned.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-TEST-E2E-01,SP008,TEST-E2E,TRUE,E2E,`SP008-TEST-E2E-01` happy path and `SP008-TEST-E2E-02` negative/recovery path are planned.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-TEST-E2E-02,SP008,TEST-E2E,TRUE,E2E,`SP008-TEST-E2E-01` happy path and `SP008-TEST-E2E-02` negative/recovery path are planned.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-UAT-01,SP008,UAT,TRUE,Uat,`SP008-UAT-01` and `SP008-UAT-02` cover primary and failure/permission/recovery validation.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-UAT-02,SP008,UAT,TRUE,Uat,`SP008-UAT-01` and `SP008-UAT-02` cover primary and failure/permission/recovery validation.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-DOD,SP008,SECTION,FALSE,Dod,"SP008 is specification-ready because identity/scope, atomic requirements, primary evidence, decisions, dependencies, tests and UAT are materialized. It is not implementation/product ready.",P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP008-SECTION-OPEN-DECISIONS,SP008,SECTION,FALSE,Open Decisions,No freeze-blocking identity/scope decision remains; implementation-specific choices remain governed by existing ADR/change control.,P0,Authorization,SP004,docs/04-shared-platform/requirements/SP008-roles-and-permission-model.md
SP009-SECTION-IDENTITY,SP009,SECTION,FALSE,Identity,"- Shared-platform ID: `SP009`
- Category: **Authorization**
- Owner: **Security**
- Priority: **P0**
- Canonical business count impact: **NONE**.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-INTENT,SP009,SECTION,FALSE,Intent,Enforce company/branch/team/owner/record/field visibility and mutation scope in addition to coarse module permissions.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-OUTCOMES,SP009,SECTION,FALSE,Outcomes,"One governed reusable implementation serves all applicable modules; Record, field and contextual access control remains consistent across web, API, worker and mobile.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-PERSONAS,SP009,SECTION,FALSE,Personas,"Tenant administrators, ERP users, managers/approvers, security/operations personnel, integration clients and implementation agents as applicable; negative-permission personas are mandatory.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-ENTRY-POINTS,SP009,SECTION,FALSE,Entry Points,"Administration/settings where configured and protected runtime/API/mobile/worker paths where Record, field and contextual access control is consumed.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-BENCHMARK,SP009,SECTION,FALSE,Benchmark,"Evidence IDs: `SP009-SRC-SP-OWASP-API`, `SP009-SRC-SP-PG-RLS`.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-DECISION,SP009,SECTION,FALSE,Decision,`DEC-SP009` freezes this exact shared-platform identity and scope.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-OMISSION-GATE,SP009,SECTION,FALSE,Omission Gate,"Red-team Record, field and contextual access control for lifecycle, authorization, multi-company/tenant scope, stale state, concurrency, retry, recovery, reporting, mobile, accessibility, observability and operations.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-SUBCAPABILITIES,SP009,SECTION,FALSE,Subcapabilities,"Requirement families: `SP009-CAP-###`, `SP009-FR-###`, `SP009-US-###`, `SP009-FLOW-###`, `SP009-BR-###`, `SP009-DATA-###`, `SP009-VAL-###`, `SP009-CALC-###`, `SP009-UX-###`, `SP009-SEC-###`, `SP009-AUTO-###`, `SP009-APP-###`, `SP009-NOTIF-###`, `SP009-REP-###`, `SP009-AI-###`, `SP009-INT-###`, `SP009-API-###`, `SP009-PERF-###`, `SP009-OBS-###`, `SP009-E2E-###`, `SP009-UAT-###`.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-FR-001,SP009,FR,TRUE,Functional,"Approved FRs: `SP009-FR-001`, `SP009-FR-002`, `SP009-FR-003`.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-FR-002,SP009,FR,TRUE,Functional,"Approved FRs: `SP009-FR-001`, `SP009-FR-002`, `SP009-FR-003`.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-FR-003,SP009,FR,TRUE,Functional,"Approved FRs: `SP009-FR-001`, `SP009-FR-002`, `SP009-FR-003`.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-FLOWS,SP009,SECTION,FALSE,Flows,Resolve actor context -> compute allowed record/field scope -> filter/query/write -> deny indistinguishably where IDOR risk exists.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-STATE-MACHINE,SP009,SECTION,FALSE,State Machine,"Lifecycle/request/job states for Record, field and contextual access control must be explicit; invalid transitions fail before side effects and recovery/reopen is auditable.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-DATA,SP009,SECTION,FALSE,Data,"Data owned by Record, field and contextual access control is tenant/company scoped where applicable, typed, version/effective-dated when policy changes, and classified for retention/security.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-VALIDATION,SP009,SECTION,FALSE,Validation,"Validate identity/scope, lifecycle, schema, references, stale versions, duplicates and policy before mutation.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-BUSINESS-RULES,SP009,SECTION,FALSE,Business Rules,"- Direct-ID reads and writes apply the same scope as list/search.
- Sensitive fields have explicit read/write policy.
- RLS/default-deny complements application authorization for tenant isolation.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-CALCULATIONS,SP009,SECTION,FALSE,Calculations,"Any quotas/windows/usage/retry/timestamp-derived values in Record, field and contextual access control use explicit deterministic precision/timezone rules.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-VIEWS,SP009,SECTION,FALSE,Views,"Provide only justified admin/operator views for Record, field and contextual access control using Experience Kernel states.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-LIST,SP009,SECTION,FALSE,List,"Permission-scoped, paginated/virtualized where needed, and consistent with direct-record authorization.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-SEARCH,SP009,SECTION,FALSE,Search,Search/filter obey identical row/field authorization and freshness semantics.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-DETAIL,SP009,SECTION,FALSE,Detail,"Expose effective configuration/state, related evidence, last change, health and actionable errors appropriate to role.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-CREATE,SP009,SECTION,FALSE,Create,"Creation/configuration uses validated defaults, explicit scope, conflict-safe identity and audit.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-EDIT,SP009,SECTION,FALSE,Edit,Edits use stale-write protection where needed; high-impact changes may require approval/step-up.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-BULK,SP009,SECTION,FALSE,Bulk,Bulk changes preserve per-record authorization/rules and expose progress/errors/reconciliation.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-ACTIONS,SP009,SECTION,FALSE,Actions,"All actions map to server commands with permission, transition and idempotency semantics.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-RELATED,SP009,SECTION,FALSE,Related,"Dependencies: SP001,SP002,SP003,SP008.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-AUTOMATION,SP009,SECTION,FALSE,Automation,"Automation consumes Record, field and contextual access control only through normal public commands/authorization.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-APPROVALS,SP009,SECTION,FALSE,Approvals,"Use centralized approval/SoD when changing Record, field and contextual access control materially affects security, money, access, data exposure or production operations.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-NOTIFICATIONS,SP009,SECTION,FALSE,Notifications,"Notify responsible actors for actionable Record, field and contextual access control failures, approvals, expirations or security events.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-DOCUMENTS,SP009,SECTION,FALSE,Documents,"Documents/attachments used by Record, field and contextual access control obey SP019 file security, scope, version and retention.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-IMPORT-EXPORT,SP009,SECTION,FALSE,Import Export,"Import/export of Record, field and contextual access control configuration/evidence is permission-scoped, validated and auditable.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-REPORTING,SP009,SECTION,FALSE,Reporting,"Report health, usage, exceptions, audit and policy state for Record, field and contextual access control, including source/freshness.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-AI,SP009,SECTION,FALSE,Ai,"AI may assist/explain Record, field and contextual access control only from authorized context and cannot bypass deterministic controls.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-SECURITY,SP009,SECTION,FALSE,Security,"BOLA/IDOR, mass assignment, field leakage, list/detail mismatch and cross-tenant access are primary threats. Security-negative and abuse tests are mandatory.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-SCOPE,SP009,SECTION,FALSE,Scope,"Resolve organization, entitlement, company, branch/site/team/record/field context as applicable; jobs/integrations use trusted persisted scope.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-AUDIT,SP009,SECTION,FALSE,Audit,"Sensitive/high-impact Record, field and contextual access control changes produce durable actor/tenant/target/correlation evidence with secret/PII minimization.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-CONCURRENCY,SP009,SECTION,FALSE,Concurrency,"Identify races in Record, field and contextual access control; enforce DB constraints/locks/version checks or another documented safe mechanism.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-IDEMPOTENCY,SP009,SECTION,FALSE,Idempotency,"Retries in Record, field and contextual access control are classified; unsafe duplicate effects use stable idempotency/business keys and reconciliation.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-INTEGRATIONS,SP009,SECTION,FALSE,Integrations,"Integration contracts involving Record, field and contextual access control are versioned, tenant-scoped, observable and replay-safe.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-API,SP009,SECTION,FALSE,Api,"APIs use authenticated/versioned contracts, object/function/property authorization, bounded resource use and typed errors.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-MOBILE,SP009,SECTION,FALSE,Mobile,"Classify Record, field and contextual access control as full, field-optimized, approval-only, read-only or not-applicable; offline state is bounded/encrypted and revalidated.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-RESPONSIVE,SP009,SECTION,FALSE,Responsive,Desktop/tablet/phone behavior follows the Experience Kernel and preserves critical actions.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-ACCESSIBILITY,SP009,SECTION,FALSE,Accessibility,"WCAG 2.2 AA intent: keyboard/focus, labels, screen-reader status/errors, contrast, target size, zoom/reflow, reduced motion and non-drag alternatives.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-VISUAL-EVIDENCE,SP009,SECTION,FALSE,Visual Evidence,"Complex Record, field and contextual access control admin/operator surfaces require wireframes/state diagrams before implementation.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-PERFORMANCE,SP009,SECTION,FALSE,Performance,"Define latency/throughput/cardinality/volume budgets for Record, field and contextual access control; use batching/pagination/async/read models where appropriate.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-OBSERVABILITY,SP009,SECTION,FALSE,Observability,"Structured logs/metrics/traces with correlation, diagnostics, alerts and reconciliation support are required for Record, field and contextual access control.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-EDGE-CASES,SP009,SECTION,FALSE,Edge Cases,"Cover duplicates, stale references, concurrency, permission changes, partial failures, retries, outages, timezones/localization and recovery.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-CODE-AUDIT,SP009,SECTION,FALSE,Code Audit,"Before implementation, map current repository paths/symbols to SP009 and classify VERIFIED/PARTIAL/MISSING; code never lowers target requirements.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-GAPS,SP009,SECTION,FALSE,Gaps,"Target minus verified behavior is the implementation gap; framework existence alone is not proof that Record, field and contextual access control is complete.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-IMPLEMENTATION,SP009,SECTION,FALSE,Implementation,Implement in existing core/packages/worker/database/mobile/shared areas as appropriate; business modules consume public contracts. Pass A changes docs only.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-TESTS,SP009,SECTION,FALSE,Tests,"Unit/domain, DB/RLS, API, security-negative, integration, idempotency/retry, performance, migration and reconciliation tests are planned.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-TEST-E2E-01,SP009,TEST-E2E,TRUE,E2E,`SP009-TEST-E2E-01` happy path and `SP009-TEST-E2E-02` negative/recovery path are planned.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-TEST-E2E-02,SP009,TEST-E2E,TRUE,E2E,`SP009-TEST-E2E-01` happy path and `SP009-TEST-E2E-02` negative/recovery path are planned.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-UAT-01,SP009,UAT,TRUE,Uat,`SP009-UAT-01` and `SP009-UAT-02` cover primary and failure/permission/recovery validation.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-UAT-02,SP009,UAT,TRUE,Uat,`SP009-UAT-01` and `SP009-UAT-02` cover primary and failure/permission/recovery validation.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-DOD,SP009,SECTION,FALSE,Dod,"SP009 is specification-ready because identity/scope, atomic requirements, primary evidence, decisions, dependencies, tests and UAT are materialized. It is not implementation/product ready.",P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP009-SECTION-OPEN-DECISIONS,SP009,SECTION,FALSE,Open Decisions,No freeze-blocking identity/scope decision remains; implementation-specific choices remain governed by existing ADR/change control.,P0,Authorization,SP001;SP002;SP003;SP008,docs/04-shared-platform/requirements/SP009-record-field-and-contextual-access-control.md
SP010-SECTION-IDENTITY,SP010,SECTION,FALSE,Identity,"- Shared-platform ID: `SP010`
- Category: **Commercial & entitlement**
- Owner: **Platform**
- Priority: **P1**
- Canonical business count impact: **NONE**.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-INTENT,SP010,SECTION,FALSE,Intent,Gate modules/features by organization subscription/entitlement while keeping authorization and billing concepts distinct.,P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-OUTCOMES,SP010,SECTION,FALSE,Outcomes,"One governed reusable implementation serves all applicable modules; Module entitlements and feature access remains consistent across web, API, worker and mobile.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-PERSONAS,SP010,SECTION,FALSE,Personas,"Tenant administrators, ERP users, managers/approvers, security/operations personnel, integration clients and implementation agents as applicable; negative-permission personas are mandatory.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-ENTRY-POINTS,SP010,SECTION,FALSE,Entry Points,Administration/settings where configured and protected runtime/API/mobile/worker paths where Module entitlements and feature access is consumed.,P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-BENCHMARK,SP010,SECTION,FALSE,Benchmark,"Evidence IDs: `SP010-SRC-SP-OWASP-API`, `SP010-SRC-SP-RFC-9110`.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-DECISION,SP010,SECTION,FALSE,Decision,`DEC-SP010` freezes this exact shared-platform identity and scope.,P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-OMISSION-GATE,SP010,SECTION,FALSE,Omission Gate,"Red-team Module entitlements and feature access for lifecycle, authorization, multi-company/tenant scope, stale state, concurrency, retry, recovery, reporting, mobile, accessibility, observability and operations.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-SUBCAPABILITIES,SP010,SECTION,FALSE,Subcapabilities,"Requirement families: `SP010-CAP-###`, `SP010-FR-###`, `SP010-US-###`, `SP010-FLOW-###`, `SP010-BR-###`, `SP010-DATA-###`, `SP010-VAL-###`, `SP010-CALC-###`, `SP010-UX-###`, `SP010-SEC-###`, `SP010-AUTO-###`, `SP010-APP-###`, `SP010-NOTIF-###`, `SP010-REP-###`, `SP010-AI-###`, `SP010-INT-###`, `SP010-API-###`, `SP010-PERF-###`, `SP010-OBS-###`, `SP010-E2E-###`, `SP010-UAT-###`.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-FR-001,SP010,FR,TRUE,Functional,"Approved FRs: `SP010-FR-001`, `SP010-FR-002`, `SP010-FR-003`.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-FR-002,SP010,FR,TRUE,Functional,"Approved FRs: `SP010-FR-001`, `SP010-FR-002`, `SP010-FR-003`.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-FR-003,SP010,FR,TRUE,Functional,"Approved FRs: `SP010-FR-001`, `SP010-FR-002`, `SP010-FR-003`.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-FLOWS,SP010,SECTION,FALSE,Flows,Plan/contract entitlement -> activate module -> expose navigation/API -> change/suspend -> preserve historical access policy.,P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-STATE-MACHINE,SP010,SECTION,FALSE,State Machine,Lifecycle/request/job states for Module entitlements and feature access must be explicit; invalid transitions fail before side effects and recovery/reopen is auditable.,P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-DATA,SP010,SECTION,FALSE,Data,"Data owned by Module entitlements and feature access is tenant/company scoped where applicable, typed, version/effective-dated when policy changes, and classified for retention/security.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-VALIDATION,SP010,SECTION,FALSE,Validation,"Validate identity/scope, lifecycle, schema, references, stale versions, duplicates and policy before mutation.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-BUSINESS-RULES,SP010,SECTION,FALSE,Business Rules,"- Entitlement never grants permission by itself.
- Disabled modules reject server commands and hide navigation safely.
- Historical records remain governed when entitlement changes.",P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
SP010-SECTION-CALCULATIONS,SP010,SECTION,FALSE,Calculations,Any quotas/windows/usage/retry/timestamp-derived values in Module entitlements and feature access use explicit deterministic precision/timezone rules.,P1,Commercial & entitlement,SP001;SP008,docs/04-shared-platform/requirements/SP010-module-entitlements-and-feature-access.md
