authority_type,authority_id,authority_name,requirement_count,semantic,flows_states,benchmark,architecture,verification_plan,wave,surface,journey_links,overall
BUSINESS_FEATURE,F227,Comments and collaboration,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F228,Progress tracking,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F229,Project dashboard,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F230,Project reports,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F231,Asset register,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F232,Asset categories,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F233,Asset identification and code,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F234,Asset location,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F235,Custodian,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F236,Department,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F237,Purchase and capitalization,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F238,Asset creation from procurement,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F239,Asset transfers,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F240,Asset assignment,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F241,Asset movement history,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F242,Asset value,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F243,Useful life,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F244,Salvage value,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F245,Straight-line depreciation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F246,Declining-balance depreciation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F247,Units-of-production depreciation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F248,Depreciation schedule,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F249,Depreciation posting,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F250,Asset revaluation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F251,Asset impairment,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F252,Asset maintenance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F253,Preventive maintenance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F254,Maintenance schedule,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F255,Repair history,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F256,Downtime,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F257,Warranty,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F258,Inspection,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F259,Calibration,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F260,Physical verification and audit,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F261,Barcode / QR identification,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F262,Asset disposal,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F263,Asset sale,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F264,Asset scrap,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F265,Gain / loss on disposal,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F266,Asset accounting integration,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F267,Asset reports,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F268,Stores and outlets,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F269,POS terminals,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F270,Cashiers,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F271,Cashier permissions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F272,Product search,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F273,Barcode scanning,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F274,Product variants,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F275,Price lists,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F276,Customer selection,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F277,Cart,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F278,Taxes,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F279,Discounts,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F280,Promotions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F281,Coupons,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F282,Cash payments,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F283,Card payments,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F284,UPI and digital payments,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F285,Split payments,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F286,Multiple payment methods,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F287,Hold / suspend sale,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F288,Resume sale,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F289,Receipt printing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F290,Invoice generation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F291,Returns,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F292,Refunds,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F293,Exchanges,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F294,Stock reduction,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F295,Lot / serial support where required,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F296,Real-time inventory,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F297,Offline POS,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F298,Offline-to-online synchronization,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F299,Cash drawer opening balance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F300,Cash movements,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F301,Shift opening,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F302,Shift closing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F303,Day-end / Z report,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F304,Payment reconciliation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F305,POS accounting posting,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F306,Loyalty,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F307,POS sales analytics,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F308,Quality standards,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F309,Inspection specifications,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F310,Quality plans,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F311,Quality control points,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F312,Incoming inspection,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F313,In-process inspection,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F314,Final inspection,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F315,Sampling plans,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F316,Measurement checks,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F317,Pass / fail checks,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F318,Tolerances,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F319,Inspection results,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F320,Defect recording,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F321,Non-conformance / NCR,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F322,Quality hold,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F323,Quality hold must block stock movement,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F324,Hold release,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F325,Disposition,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F326,Rework,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F327,Scrap,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F328,Return to supplier,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F329,Use-as-is approval,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F330,Root-cause analysis,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F331,CAPA,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F332,Corrective actions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F333,Preventive actions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F334,Supplier quality,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F335,Customer quality complaints,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F336,Calibration,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F337,Quality audits,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F338,Certificate of Analysis,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F339,Lot / batch traceability,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F340,Quality documents,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F341,Quality cost reporting,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F342,Quality KPI dashboard,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F343,Tickets and cases,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F344,Ticket number,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F345,Customer,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F346,Contact,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F347,Category,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F348,Priority,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F349,Status,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F350,Queues,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F351,Agent assignment,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F352,Automatic routing,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F353,Email-to-ticket,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F354,Web ticket creation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F355,Manual ticket creation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F356,Customer replies,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F357,Internal / private notes,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F358,Attachments,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F359,SLA policies,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F360,First-response SLA,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F361,Resolution SLA,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F362,SLA breach handling,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F363,Escalations,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F364,Reassignment,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F365,Ticket history,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F366,Reopen ticket,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F367,Merge duplicate tickets,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F368,Tags,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F369,Knowledge base,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F370,Canned responses,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F371,Customer portal,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F372,Customer order history,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F373,Product linkage,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F374,Asset linkage,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F375,Warranty and service entitlement,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F376,CSAT / customer rating,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F377,Agent performance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F378,SLA reporting,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F379,Ticket dashboards,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F380,Complete audit trail,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F381,Employee master,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F382,Employee number,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F383,Departments,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F384,Designations,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F385,Reporting manager,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F386,Branch and location,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F387,Employment type,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F388,Employee documents,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F389,Joining,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F390,Probation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F391,Confirmation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F392,Transfers,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F393,Promotions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F394,Separation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F395,Offboarding,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F396,Employee self-service,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F397,Job openings,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F398,Candidates,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F399,Recruitment pipeline,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F400,Interviews,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F401,Offers,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F402,Candidate-to-employee conversion,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F403,Shifts,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F404,Attendance,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F405,Check-in and check-out,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F406,Late arrival,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F407,Early exit,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F408,Overtime,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F409,Attendance regularization,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F410,Leave types,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F411,Leave policies,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F412,Leave balances,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F413,Leave accrual,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F414,Carry-forward,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F415,Holiday calendars,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F416,Leave requests,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F417,Leave approval,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F418,Salary components,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F419,Earnings,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F420,Deductions,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F421,Salary structures,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F422,Employee compensation assignment,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F423,Payroll periods,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F424,Payroll calculation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F425,Attendance-based payroll,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F426,Joining / separation proration,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F427,Overtime calculation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F428,Bonus,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F429,Incentives,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F430,Reimbursements,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F431,Loans and salary advances,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F432,Arrears,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F433,Final settlement,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F434,Payroll approval,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F435,Payslips,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F436,Bank-transfer file,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F437,Payroll accounting posting,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F438,Payroll reconciliation,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F439,Provident Fund (PF),37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F440,ESIC,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F441,Professional Tax,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F442,TDS,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F443,Labour Welfare Fund where applicable,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F444,Gratuity,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F445,Statutory reports,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F446,State-specific statutory configuration,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F447,Payroll compliance reports,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F448,Goals,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F449,Appraisals,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F450,Performance reviews,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F451,Skills,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F452,Training,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F453,Chart of Accounts,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F454,General Ledger,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
BUSINESS_FEATURE,F455,Journal entries,37,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
