dependency_id,source_id,target_id,dependency_type,owning_module,description,failure_if_missing,journey_ids,status,last_reviewed_on
MFG-P5-DEP-011,F155,F156,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-012,F156,F157,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-013,F157,F158,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-014,F158,F159,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-015,F159,F160,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-016,F160,F161,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-017,F161,F162,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-018,F162,F163,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-019,F163,F164,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-020,F164,F165,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-021,F165,F166,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-022,F166,F167,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-023,F167,F168,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-024,F168,F169,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-025,F169,F170,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-026,F170,F171,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-027,F171,F172,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-028,F172,F173,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-029,F173,F174,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-030,F174,F175,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-031,F175,F176,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-032,F176,F177,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-033,F177,F178,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-034,F178,F179,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-035,F179,F180,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-036,F180,F181,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-037,F181,F182,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-038,F182,F183,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-039,F183,F184,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-040,F184,F185,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-041,F185,F186,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-042,F186,F187,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-043,F187,F188,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-044,F188,F189,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-045,F189,F190,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-046,F190,F191,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-047,F191,F192,SEQUENCE_OR_SEMANTIC,Manufacturing,Adjacent Manufacturing capabilities have explicit ordering/semantic dependency.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-048,F145,F097,MASTER_DATA,Manufacturing,BOM components reference authoritative Stock item identity.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-049,F159,F106,AVAILABILITY,Manufacturing,MRP nets against authoritative Stock quantity/supply facts.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-050,F162,F112,RESERVATION,Manufacturing,Raw-material reservation is owned by Stock reservation command.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-051,F163,F109,STOCK_ISSUE,Manufacturing,Production material issue posts through Stock.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-052,F167,F108,STOCK_RECEIPT,Manufacturing,Finished output receipt posts through Stock.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-053,F180,F074,SUBCONTRACT_PO,Manufacturing,Subcontract manufacturing uses Procurement public purchasing contract.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-054,F181,F311,QUALITY_CONTROL_POINT,Manufacturing,Production inspections use Quality control specifications/points.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-055,F182,F322,QUALITY_HOLD,Manufacturing,Production hold composes with Quality hold and Stock movement blocking.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-056,F183,F130,VALUATION,Manufacturing,Production output cost feeds Stock valuation under Stock ownership.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-057,F183,F454,FINANCE,Manufacturing,Production/WIP/variance posting must reconcile to Accounting GL contract.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-058,F179,F042,MTO_DEMAND,Manufacturing,Make-to-order links to confirmed Sales order demand.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-059,F189,F252,MAINTENANCE,Manufacturing,Manufacturing capacity downtime composes with Asset maintenance state.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-060,F190,F145,ECO_STRUCTURE,Manufacturing,Engineering change controls future BOM/routing effectivity without rewriting released orders.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-061,F177,F141,GENEALOGY,Manufacturing,Manufacturing serial genealogy composes with Stock batch/serial traceability.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-062,F176,F115,BATCH,Manufacturing,Batch manufacturing output/input identity composes with Stock batch tracking.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
MFG-P5-DEP-063,F158,F025,DEMAND_SIGNAL,Manufacturing,Production planning may consume Sales forecast through an explicit demand interface.,"Planning/execution/reconciliation may become incomplete, duplicated or financially/physically inconsistent.",,APPROVED,2026-08-30
PRJ-P6-DEP-001,F193,F194,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-002,F194,F195,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-003,F195,F196,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-004,F196,F197,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-005,F197,F198,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-006,F198,F199,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-007,F199,F200,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-008,F200,F201,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-009,F201,F202,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-010,F202,F203,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-011,F203,F204,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-012,F204,F205,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-013,F205,F206,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-014,F206,F207,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-015,F207,F208,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-016,F208,F209,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-017,F209,F210,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-018,F210,F211,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-019,F211,F212,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-020,F212,F213,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-021,F213,F214,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-022,F214,F215,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-023,F215,F216,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-024,F216,F217,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-025,F217,F218,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-026,F218,F219,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-027,F219,F220,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-028,F220,F221,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-029,F221,F222,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-030,F222,F223,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-031,F223,F224,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-032,F224,F225,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-033,F225,F226,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-034,F226,F227,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-035,F227,F228,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-036,F228,F229,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-037,F229,F230,SEQUENCE_OR_SEMANTIC,Projects,Adjacent Projects capabilities have explicit ordering/semantic dependency.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-038,F194,F031,CUSTOMER,Projects,Customer projects reference authoritative customer identity.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-039,F194,F042,COMMERCIAL_SOURCE,Projects,Customer project may originate from a confirmed Sales order/contract.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-040,F196,F197,TEMPLATE_WBS,Projects,Templates instantiate an independent WBS snapshot.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-041,F197,F201,SCHEDULE_GRAPH,Projects,WBS hierarchy composes with a cycle-free task-dependency graph.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-042,F208,F381,RESOURCE_MASTER,Projects,Project resources map to authoritative HR employee/user identity.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-043,F209,F404,AVAILABILITY,Projects,Resource availability may consume HR attendance/leave/calendar facts through a public interface.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-044,F210,F424,PAYROLL,Projects,Approved time may feed payroll/costing through HR public contracts.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-045,F212,F109,STOCK_ISSUE,Projects,Project material consumption is backed by authoritative Stock movement.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-046,F213,F067,PROCUREMENT,Projects,Project procurement originates through Procurement requisition/purchase workflows.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-047,F213,F084,PROCUREMENT_ACTUAL,Projects,Vendor invoice actuals feed project cost without Projects owning AP.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-048,F217,F463,AR_REVENUE,Projects,Project revenue/invoice status reconciles to Accounting customer invoices.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-049,F218,F042,FIXED_CONTRACT,Projects,Fixed-price billing eligibility is bounded by the commercial agreement/order.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-050,F219,F210,TIME_BILLING,Projects,T&M billing consumes approved eligible time with snapshotted bill rates.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-051,F220,F198,MILESTONE_BILLING,Projects,Milestone billing requires an eligible milestone state/evidence.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-052,F221,F463,INVOICE_HANDOFF,Projects,Project invoice request hands off idempotently to Accounting customer invoice authority.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-053,F222,F130,MATERIAL_COST,Projects,Project profitability may consume Stock material valuation facts.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-054,F222,F084,PROCUREMENT_COST,Projects,Project profitability consumes linked Procurement/vendor actuals.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-055,F222,F454,FINANCIAL_RECONCILIATION,Projects,Project profitability reconciles to Accounting GL/AR/AP source truth.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-056,F223,F214,BUDGET_VARIANCE,Projects,Cost variance compares actual/forecast against approved budget baseline.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
PRJ-P6-DEP-057,F229,F222,DASHBOARD_MARGIN,Projects,Dashboard financial KPIs derive from reconciled profitability facts.,"Delivery, capacity, billing or financial reporting may become incomplete, duplicated or unreconciled.",,APPROVED,2026-08-31
AST-P7-DEP-001,F231,F232,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-002,F232,F233,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-003,F233,F234,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-004,F234,F235,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-005,F235,F236,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
