feature_id,feature_name,module,dossier_path,capability_requirement_ids,flow_requirement_ids,business_rule_ids,data_requirement_ids,validation_ids,calculation_ids,ux_ids,security_ids,integration_ids,api_ids,e2e_ids,uat_ids,semantic_review_status,mobile_classification,implementation_authorization,semantic_subcapability_count,flow_state_review_status,pass_c_flow_ids,pass_c_transition_ids
F074,Purchase orders,Procurement,docs\03-modules\procurement\features\F074-purchase-orders.md,F074-CAP-001;F074-CAP-002;F074-CAP-003,F074-FLOW-001;F074-FLOW-002,F074-BR-001;F074-BR-002,F074-DATA-001;F074-DATA-002,F074-VAL-001;F074-VAL-002,F074-CALC-001,F074-UX-001;F074-UX-002;F074-UX-003,F074-SEC-001;F074-SEC-002,F074-INT-001;F074-INT-002,F074-API-001;F074-API-002,F074-E2E-001;F074-E2E-002,F074-UAT-001;F074-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F074-PFC-01;F074-PFC-02;F074-PFC-03;F074-PFC-04;F074-PFC-05;F074-PFC-06;F074-PFC-07;F074-PFC-08;F074-PFC-09;F074-PFC-10,F074-STM-01;F074-STM-02;F074-STM-03;F074-STM-04;F074-STM-05
F075,PO approvals,Procurement,docs\03-modules\procurement\features\F075-po-approvals.md,F075-CAP-001;F075-CAP-002;F075-CAP-003,F075-FLOW-001;F075-FLOW-002,F075-BR-001;F075-BR-002,F075-DATA-001;F075-DATA-002,F075-VAL-001;F075-VAL-002,F075-CALC-001,F075-UX-001;F075-UX-002;F075-UX-003,F075-SEC-001;F075-SEC-002,F075-INT-001;F075-INT-002,F075-API-001;F075-API-002,F075-E2E-001;F075-E2E-002,F075-UAT-001;F075-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F075-PFC-01;F075-PFC-02;F075-PFC-03;F075-PFC-04;F075-PFC-05;F075-PFC-06;F075-PFC-07;F075-PFC-08;F075-PFC-09;F075-PFC-10,F075-STM-01;F075-STM-02;F075-STM-03;F075-STM-04;F075-STM-05
F076,PO amendments,Procurement,docs\03-modules\procurement\features\F076-po-amendments.md,F076-CAP-001;F076-CAP-002;F076-CAP-003,F076-FLOW-001;F076-FLOW-002,F076-BR-001;F076-BR-002,F076-DATA-001;F076-DATA-002,F076-VAL-001;F076-VAL-002,F076-CALC-001,F076-UX-001;F076-UX-002;F076-UX-003,F076-SEC-001;F076-SEC-002,F076-INT-001;F076-INT-002,F076-API-001;F076-API-002,F076-E2E-001;F076-E2E-002,F076-UAT-001;F076-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F076-PFC-01;F076-PFC-02;F076-PFC-03;F076-PFC-04;F076-PFC-05;F076-PFC-06;F076-PFC-07;F076-PFC-08;F076-PFC-09;F076-PFC-10,F076-STM-01;F076-STM-02;F076-STM-03;F076-STM-04;F076-STM-05
F077,Blanket purchase orders,Procurement,docs\03-modules\procurement\features\F077-blanket-purchase-orders.md,F077-CAP-001;F077-CAP-002;F077-CAP-003,F077-FLOW-001;F077-FLOW-002,F077-BR-001;F077-BR-002,F077-DATA-001;F077-DATA-002,F077-VAL-001;F077-VAL-002,F077-CALC-001,F077-UX-001;F077-UX-002;F077-UX-003,F077-SEC-001;F077-SEC-002,F077-INT-001;F077-INT-002,F077-API-001;F077-API-002,F077-E2E-001;F077-E2E-002,F077-UAT-001;F077-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F077-PFC-01;F077-PFC-02;F077-PFC-03;F077-PFC-04;F077-PFC-05;F077-PFC-06;F077-PFC-07;F077-PFC-08;F077-PFC-09;F077-PFC-10,F077-STM-01;F077-STM-02;F077-STM-03;F077-STM-04;F077-STM-05
F078,Purchase agreements and contracts,Procurement,docs\03-modules\procurement\features\F078-purchase-agreements-and-contracts.md,F078-CAP-001;F078-CAP-002;F078-CAP-003,F078-FLOW-001;F078-FLOW-002,F078-BR-001;F078-BR-002,F078-DATA-001;F078-DATA-002,F078-VAL-001;F078-VAL-002,F078-CALC-001,F078-UX-001;F078-UX-002;F078-UX-003,F078-SEC-001;F078-SEC-002,F078-INT-001;F078-INT-002,F078-API-001;F078-API-002,F078-E2E-001;F078-E2E-002,F078-UAT-001;F078-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F078-PFC-01;F078-PFC-02;F078-PFC-03;F078-PFC-04;F078-PFC-05;F078-PFC-06;F078-PFC-07;F078-PFC-08;F078-PFC-09;F078-PFC-10,F078-STM-01;F078-STM-02;F078-STM-03;F078-STM-04;F078-STM-05
F079,Supplier price lists,Procurement,docs\03-modules\procurement\features\F079-supplier-price-lists.md,F079-CAP-001;F079-CAP-002;F079-CAP-003,F079-FLOW-001;F079-FLOW-002,F079-BR-001;F079-BR-002,F079-DATA-001;F079-DATA-002,F079-VAL-001;F079-VAL-002,F079-CALC-001,F079-UX-001;F079-UX-002;F079-UX-003,F079-SEC-001;F079-SEC-002,F079-INT-001;F079-INT-002,F079-API-001;F079-API-002,F079-E2E-001;F079-E2E-002,F079-UAT-001;F079-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F079-PFC-01;F079-PFC-02;F079-PFC-03;F079-PFC-04;F079-PFC-05;F079-PFC-06;F079-PFC-07;F079-PFC-08;F079-PFC-09;F079-PFC-10,F079-STM-01;F079-STM-02;F079-STM-03;F079-STM-04;F079-STM-05
F080,Goods receipt / GRN,Procurement,docs\03-modules\procurement\features\F080-goods-receipt-grn.md,F080-CAP-001;F080-CAP-002;F080-CAP-003,F080-FLOW-001;F080-FLOW-002,F080-BR-001;F080-BR-002,F080-DATA-001;F080-DATA-002,F080-VAL-001;F080-VAL-002,F080-CALC-001,F080-UX-001;F080-UX-002;F080-UX-003,F080-SEC-001;F080-SEC-002,F080-INT-001;F080-INT-002,F080-API-001;F080-API-002,F080-E2E-001;F080-E2E-002,F080-UAT-001;F080-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F080-PFC-01;F080-PFC-02;F080-PFC-03;F080-PFC-04;F080-PFC-05;F080-PFC-06;F080-PFC-07;F080-PFC-08;F080-PFC-09;F080-PFC-10,F080-STM-01;F080-STM-02;F080-STM-03;F080-STM-04;F080-STM-05
F081,Partial receipts,Procurement,docs\03-modules\procurement\features\F081-partial-receipts.md,F081-CAP-001;F081-CAP-002;F081-CAP-003,F081-FLOW-001;F081-FLOW-002,F081-BR-001;F081-BR-002,F081-DATA-001;F081-DATA-002,F081-VAL-001;F081-VAL-002,F081-CALC-001,F081-UX-001;F081-UX-002;F081-UX-003,F081-SEC-001;F081-SEC-002,F081-INT-001;F081-INT-002,F081-API-001;F081-API-002,F081-E2E-001;F081-E2E-002,F081-UAT-001;F081-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F081-PFC-01;F081-PFC-02;F081-PFC-03;F081-PFC-04;F081-PFC-05;F081-PFC-06;F081-PFC-07;F081-PFC-08;F081-PFC-09;F081-PFC-10,F081-STM-01;F081-STM-02;F081-STM-03;F081-STM-04;F081-STM-05
F082,Rejected receipts,Procurement,docs\03-modules\procurement\features\F082-rejected-receipts.md,F082-CAP-001;F082-CAP-002;F082-CAP-003,F082-FLOW-001;F082-FLOW-002,F082-BR-001;F082-BR-002,F082-DATA-001;F082-DATA-002,F082-VAL-001;F082-VAL-002,F082-CALC-001,F082-UX-001;F082-UX-002;F082-UX-003,F082-SEC-001;F082-SEC-002,F082-INT-001;F082-INT-002,F082-API-001;F082-API-002,F082-E2E-001;F082-E2E-002,F082-UAT-001;F082-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F082-PFC-01;F082-PFC-02;F082-PFC-03;F082-PFC-04;F082-PFC-05;F082-PFC-06;F082-PFC-07;F082-PFC-08;F082-PFC-09;F082-PFC-10,F082-STM-01;F082-STM-02;F082-STM-03;F082-STM-04;F082-STM-05
F083,Purchase returns,Procurement,docs\03-modules\procurement\features\F083-purchase-returns.md,F083-CAP-001;F083-CAP-002;F083-CAP-003,F083-FLOW-001;F083-FLOW-002,F083-BR-001;F083-BR-002,F083-DATA-001;F083-DATA-002,F083-VAL-001;F083-VAL-002,F083-CALC-001,F083-UX-001;F083-UX-002;F083-UX-003,F083-SEC-001;F083-SEC-002,F083-INT-001;F083-INT-002,F083-API-001;F083-API-002,F083-E2E-001;F083-E2E-002,F083-UAT-001;F083-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F083-PFC-01;F083-PFC-02;F083-PFC-03;F083-PFC-04;F083-PFC-05;F083-PFC-06;F083-PFC-07;F083-PFC-08;F083-PFC-09;F083-PFC-10,F083-STM-01;F083-STM-02;F083-STM-03;F083-STM-04;F083-STM-05
F084,Supplier invoices,Procurement,docs\03-modules\procurement\features\F084-supplier-invoices.md,F084-CAP-001;F084-CAP-002;F084-CAP-003,F084-FLOW-001;F084-FLOW-002,F084-BR-001;F084-BR-002,F084-DATA-001;F084-DATA-002,F084-VAL-001;F084-VAL-002,F084-CALC-001,F084-UX-001;F084-UX-002;F084-UX-003,F084-SEC-001;F084-SEC-002,F084-INT-001;F084-INT-002,F084-API-001;F084-API-002,F084-E2E-001;F084-E2E-002,F084-UAT-001;F084-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F084-PFC-01;F084-PFC-02;F084-PFC-03;F084-PFC-04;F084-PFC-05;F084-PFC-06;F084-PFC-07;F084-PFC-08;F084-PFC-09;F084-PFC-10,F084-STM-01;F084-STM-02;F084-STM-03;F084-STM-04;F084-STM-05
F085,2-way matching,Procurement,docs\03-modules\procurement\features\F085-2-way-matching.md,F085-CAP-001;F085-CAP-002;F085-CAP-003,F085-FLOW-001;F085-FLOW-002,F085-BR-001;F085-BR-002,F085-DATA-001;F085-DATA-002,F085-VAL-001;F085-VAL-002,F085-CALC-001,F085-UX-001;F085-UX-002;F085-UX-003,F085-SEC-001;F085-SEC-002,F085-INT-001;F085-INT-002,F085-API-001;F085-API-002,F085-E2E-001;F085-E2E-002,F085-UAT-001;F085-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F085-PFC-01;F085-PFC-02;F085-PFC-03;F085-PFC-04;F085-PFC-05;F085-PFC-06;F085-PFC-07;F085-PFC-08;F085-PFC-09;F085-PFC-10,F085-STM-01;F085-STM-02;F085-STM-03;F085-STM-04;F085-STM-05
F086,3-way matching: PO – GRN – Invoice,Procurement,docs\03-modules\procurement\features\F086-3-way-matching-po-grn-invoice.md,F086-CAP-001;F086-CAP-002;F086-CAP-003,F086-FLOW-001;F086-FLOW-002,F086-BR-001;F086-BR-002,F086-DATA-001;F086-DATA-002,F086-VAL-001;F086-VAL-002,F086-CALC-001,F086-UX-001;F086-UX-002;F086-UX-003,F086-SEC-001;F086-SEC-002,F086-INT-001;F086-INT-002,F086-API-001;F086-API-002,F086-E2E-001;F086-E2E-002,F086-UAT-001;F086-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F086-PFC-01;F086-PFC-02;F086-PFC-03;F086-PFC-04;F086-PFC-05;F086-PFC-06;F086-PFC-07;F086-PFC-08;F086-PFC-09;F086-PFC-10,F086-STM-01;F086-STM-02;F086-STM-03;F086-STM-04;F086-STM-05
F087,Landed costs,Procurement,docs\03-modules\procurement\features\F087-landed-costs.md,F087-CAP-001;F087-CAP-002;F087-CAP-003,F087-FLOW-001;F087-FLOW-002,F087-BR-001;F087-BR-002,F087-DATA-001;F087-DATA-002,F087-VAL-001;F087-VAL-002,F087-CALC-001,F087-UX-001;F087-UX-002;F087-UX-003,F087-SEC-001;F087-SEC-002,F087-INT-001;F087-INT-002,F087-API-001;F087-API-002,F087-E2E-001;F087-E2E-002,F087-UAT-001;F087-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F087-PFC-01;F087-PFC-02;F087-PFC-03;F087-PFC-04;F087-PFC-05;F087-PFC-06;F087-PFC-07;F087-PFC-08;F087-PFC-09;F087-PFC-10,F087-STM-01;F087-STM-02;F087-STM-03;F087-STM-04;F087-STM-05
F088,Payment terms,Procurement,docs\03-modules\procurement\features\F088-payment-terms.md,F088-CAP-001;F088-CAP-002;F088-CAP-003,F088-FLOW-001;F088-FLOW-002,F088-BR-001;F088-BR-002,F088-DATA-001;F088-DATA-002,F088-VAL-001;F088-VAL-002,F088-CALC-001,F088-UX-001;F088-UX-002;F088-UX-003,F088-SEC-001;F088-SEC-002,F088-INT-001;F088-INT-002,F088-API-001;F088-API-002,F088-E2E-001;F088-E2E-002,F088-UAT-001;F088-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F088-PFC-01;F088-PFC-02;F088-PFC-03;F088-PFC-04;F088-PFC-05;F088-PFC-06;F088-PFC-07;F088-PFC-08;F088-PFC-09;F088-PFC-10,F088-STM-01;F088-STM-02;F088-STM-03;F088-STM-04;F088-STM-05
F089,Supplier performance,Procurement,docs\03-modules\procurement\features\F089-supplier-performance.md,F089-CAP-001;F089-CAP-002;F089-CAP-003,F089-FLOW-001;F089-FLOW-002,F089-BR-001;F089-BR-002,F089-DATA-001;F089-DATA-002,F089-VAL-001;F089-VAL-002,F089-CALC-001,F089-UX-001;F089-UX-002;F089-UX-003,F089-SEC-001;F089-SEC-002,F089-INT-001;F089-INT-002,F089-API-001;F089-API-002,F089-E2E-001;F089-E2E-002,F089-UAT-001;F089-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F089-PFC-01;F089-PFC-02;F089-PFC-03;F089-PFC-04;F089-PFC-05;F089-PFC-06;F089-PFC-07;F089-PFC-08;F089-PFC-09;F089-PFC-10,F089-STM-01;F089-STM-02;F089-STM-03;F089-STM-04;F089-STM-05
F090,Supplier rating,Procurement,docs\03-modules\procurement\features\F090-supplier-rating.md,F090-CAP-001;F090-CAP-002;F090-CAP-003,F090-FLOW-001;F090-FLOW-002,F090-BR-001;F090-BR-002,F090-DATA-001;F090-DATA-002,F090-VAL-001;F090-VAL-002,F090-CALC-001,F090-UX-001;F090-UX-002;F090-UX-003,F090-SEC-001;F090-SEC-002,F090-INT-001;F090-INT-002,F090-API-001;F090-API-002,F090-E2E-001;F090-E2E-002,F090-UAT-001;F090-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F090-PFC-01;F090-PFC-02;F090-PFC-03;F090-PFC-04;F090-PFC-05;F090-PFC-06;F090-PFC-07;F090-PFC-08;F090-PFC-09;F090-PFC-10,F090-STM-01;F090-STM-02;F090-STM-03;F090-STM-04;F090-STM-05
F091,Supplier lead times,Procurement,docs\03-modules\procurement\features\F091-supplier-lead-times.md,F091-CAP-001;F091-CAP-002;F091-CAP-003,F091-FLOW-001;F091-FLOW-002,F091-BR-001;F091-BR-002,F091-DATA-001;F091-DATA-002,F091-VAL-001;F091-VAL-002,F091-CALC-001,F091-UX-001;F091-UX-002;F091-UX-003,F091-SEC-001;F091-SEC-002,F091-INT-001;F091-INT-002,F091-API-001;F091-API-002,F091-E2E-001;F091-E2E-002,F091-UAT-001;F091-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F091-PFC-01;F091-PFC-02;F091-PFC-03;F091-PFC-04;F091-PFC-05;F091-PFC-06;F091-PFC-07;F091-PFC-08;F091-PFC-09;F091-PFC-10,F091-STM-01;F091-STM-02;F091-STM-03;F091-STM-04;F091-STM-05
F092,Spend analysis,Procurement,docs\03-modules\procurement\features\F092-spend-analysis.md,F092-CAP-001;F092-CAP-002;F092-CAP-003,F092-FLOW-001;F092-FLOW-002,F092-BR-001;F092-BR-002,F092-DATA-001;F092-DATA-002,F092-VAL-001;F092-VAL-002,F092-CALC-001,F092-UX-001;F092-UX-002;F092-UX-003,F092-SEC-001;F092-SEC-002,F092-INT-001;F092-INT-002,F092-API-001;F092-API-002,F092-E2E-001;F092-E2E-002,F092-UAT-001;F092-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F092-PFC-01;F092-PFC-02;F092-PFC-03;F092-PFC-04;F092-PFC-05;F092-PFC-06;F092-PFC-07;F092-PFC-08;F092-PFC-09;F092-PFC-10,F092-STM-01;F092-STM-02;F092-STM-03;F092-STM-04;F092-STM-05
F093,Purchase history,Procurement,docs\03-modules\procurement\features\F093-purchase-history.md,F093-CAP-001;F093-CAP-002;F093-CAP-003,F093-FLOW-001;F093-FLOW-002,F093-BR-001;F093-BR-002,F093-DATA-001;F093-DATA-002,F093-VAL-001;F093-VAL-002,F093-CALC-001,F093-UX-001;F093-UX-002;F093-UX-003,F093-SEC-001;F093-SEC-002,F093-INT-001;F093-INT-002,F093-API-001;F093-API-002,F093-E2E-001;F093-E2E-002,F093-UAT-001;F093-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F093-PFC-01;F093-PFC-02;F093-PFC-03;F093-PFC-04;F093-PFC-05;F093-PFC-06;F093-PFC-07;F093-PFC-08;F093-PFC-09;F093-PFC-10,F093-STM-01;F093-STM-02;F093-STM-03;F093-STM-04;F093-STM-05
F094,Reorder-generated purchasing,Procurement,docs\03-modules\procurement\features\F094-reorder-generated-purchasing.md,F094-CAP-001;F094-CAP-002;F094-CAP-003,F094-FLOW-001;F094-FLOW-002,F094-BR-001;F094-BR-002,F094-DATA-001;F094-DATA-002,F094-VAL-001;F094-VAL-002,F094-CALC-001,F094-UX-001;F094-UX-002;F094-UX-003,F094-SEC-001;F094-SEC-002,F094-INT-001;F094-INT-002,F094-API-001;F094-API-002,F094-E2E-001;F094-E2E-002,F094-UAT-001;F094-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F094-PFC-01;F094-PFC-02;F094-PFC-03;F094-PFC-04;F094-PFC-05;F094-PFC-06;F094-PFC-07;F094-PFC-08;F094-PFC-09;F094-PFC-10,F094-STM-01;F094-STM-02;F094-STM-03;F094-STM-04;F094-STM-05
F095,Subcontract purchasing,Procurement,docs\03-modules\procurement\features\F095-subcontract-purchasing.md,F095-CAP-001;F095-CAP-002;F095-CAP-003,F095-FLOW-001;F095-FLOW-002,F095-BR-001;F095-BR-002,F095-DATA-001;F095-DATA-002,F095-VAL-001;F095-VAL-002,F095-CALC-001,F095-UX-001;F095-UX-002;F095-UX-003,F095-SEC-001;F095-SEC-002,F095-INT-001;F095-INT-002,F095-API-001;F095-API-002,F095-E2E-001;F095-E2E-002,F095-UAT-001;F095-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F095-PFC-01;F095-PFC-02;F095-PFC-03;F095-PFC-04;F095-PFC-05;F095-PFC-06;F095-PFC-07;F095-PFC-08;F095-PFC-09;F095-PFC-10,F095-STM-01;F095-STM-02;F095-STM-03;F095-STM-04;F095-STM-05
F096,Procurement dashboard,Procurement,docs\03-modules\procurement\features\F096-procurement-dashboard.md,F096-CAP-001;F096-CAP-002;F096-CAP-003,F096-FLOW-001;F096-FLOW-002,F096-BR-001;F096-BR-002,F096-DATA-001;F096-DATA-002,F096-VAL-001;F096-VAL-002,F096-CALC-001,F096-UX-001;F096-UX-002;F096-UX-003,F096-SEC-001;F096-SEC-002,F096-INT-001;F096-INT-002,F096-API-001;F096-API-002,F096-E2E-001;F096-E2E-002,F096-UAT-001;F096-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F096-PFC-01;F096-PFC-02;F096-PFC-03;F096-PFC-04;F096-PFC-05;F096-PFC-06;F096-PFC-07;F096-PFC-08;F096-PFC-09;F096-PFC-10,F096-STM-01;F096-STM-02;F096-STM-03;F096-STM-04;F096-STM-05
F097,Item master,Stock / Inventory,docs\03-modules\stock\features\F097-item-master.md,F097-CAP-001;F097-CAP-002;F097-CAP-003,F097-FLOW-001;F097-FLOW-002,F097-BR-001;F097-BR-002,F097-DATA-001;F097-DATA-002,F097-VAL-001;F097-VAL-002,F097-CALC-001,F097-UX-001;F097-UX-002;F097-UX-003,F097-SEC-001;F097-SEC-002,F097-INT-001;F097-INT-002,F097-API-001;F097-API-002,F097-E2E-001;F097-E2E-002,F097-UAT-001;F097-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F097-PFC-01;F097-PFC-02;F097-PFC-03;F097-PFC-04;F097-PFC-05;F097-PFC-06;F097-PFC-07;F097-PFC-08;F097-PFC-09;F097-PFC-10,F097-STM-01;F097-STM-02;F097-STM-03;F097-STM-04;F097-STM-05
F098,Item categories,Stock / Inventory,docs\03-modules\stock\features\F098-item-categories.md,F098-CAP-001;F098-CAP-002;F098-CAP-003,F098-FLOW-001;F098-FLOW-002,F098-BR-001;F098-BR-002,F098-DATA-001;F098-DATA-002,F098-VAL-001;F098-VAL-002,F098-CALC-001,F098-UX-001;F098-UX-002;F098-UX-003,F098-SEC-001;F098-SEC-002,F098-INT-001;F098-INT-002,F098-API-001;F098-API-002,F098-E2E-001;F098-E2E-002,F098-UAT-001;F098-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F098-PFC-01;F098-PFC-02;F098-PFC-03;F098-PFC-04;F098-PFC-05;F098-PFC-06;F098-PFC-07;F098-PFC-08;F098-PFC-09;F098-PFC-10,F098-STM-01;F098-STM-02;F098-STM-03;F098-STM-04;F098-STM-05
F099,SKUs,Stock / Inventory,docs\03-modules\stock\features\F099-skus.md,F099-CAP-001;F099-CAP-002;F099-CAP-003,F099-FLOW-001;F099-FLOW-002,F099-BR-001;F099-BR-002,F099-DATA-001;F099-DATA-002,F099-VAL-001;F099-VAL-002,F099-CALC-001,F099-UX-001;F099-UX-002;F099-UX-003,F099-SEC-001;F099-SEC-002,F099-INT-001;F099-INT-002,F099-API-001;F099-API-002,F099-E2E-001;F099-E2E-002,F099-UAT-001;F099-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F099-PFC-01;F099-PFC-02;F099-PFC-03;F099-PFC-04;F099-PFC-05;F099-PFC-06;F099-PFC-07;F099-PFC-08;F099-PFC-09;F099-PFC-10,F099-STM-01;F099-STM-02;F099-STM-03;F099-STM-04;F099-STM-05
F100,Variants,Stock / Inventory,docs\03-modules\stock\features\F100-variants.md,F100-CAP-001;F100-CAP-002;F100-CAP-003,F100-FLOW-001;F100-FLOW-002,F100-BR-001;F100-BR-002,F100-DATA-001;F100-DATA-002,F100-VAL-001;F100-VAL-002,F100-CALC-001,F100-UX-001;F100-UX-002;F100-UX-003,F100-SEC-001;F100-SEC-002,F100-INT-001;F100-INT-002,F100-API-001;F100-API-002,F100-E2E-001;F100-E2E-002,F100-UAT-001;F100-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F100-PFC-01;F100-PFC-02;F100-PFC-03;F100-PFC-04;F100-PFC-05;F100-PFC-06;F100-PFC-07;F100-PFC-08;F100-PFC-09;F100-PFC-10,F100-STM-01;F100-STM-02;F100-STM-03;F100-STM-04;F100-STM-05
F101,Multiple units of measure,Stock / Inventory,docs\03-modules\stock\features\F101-multiple-units-of-measure.md,F101-CAP-001;F101-CAP-002;F101-CAP-003,F101-FLOW-001;F101-FLOW-002,F101-BR-001;F101-BR-002,F101-DATA-001;F101-DATA-002,F101-VAL-001;F101-VAL-002,F101-CALC-001,F101-UX-001;F101-UX-002;F101-UX-003,F101-SEC-001;F101-SEC-002,F101-INT-001;F101-INT-002,F101-API-001;F101-API-002,F101-E2E-001;F101-E2E-002,F101-UAT-001;F101-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F101-PFC-01;F101-PFC-02;F101-PFC-03;F101-PFC-04;F101-PFC-05;F101-PFC-06;F101-PFC-07;F101-PFC-08;F101-PFC-09;F101-PFC-10,F101-STM-01;F101-STM-02;F101-STM-03;F101-STM-04;F101-STM-05
F102,UOM conversions,Stock / Inventory,docs\03-modules\stock\features\F102-uom-conversions.md,F102-CAP-001;F102-CAP-002;F102-CAP-003,F102-FLOW-001;F102-FLOW-002,F102-BR-001;F102-BR-002,F102-DATA-001;F102-DATA-002,F102-VAL-001;F102-VAL-002,F102-CALC-001,F102-UX-001;F102-UX-002;F102-UX-003,F102-SEC-001;F102-SEC-002,F102-INT-001;F102-INT-002,F102-API-001;F102-API-002,F102-E2E-001;F102-E2E-002,F102-UAT-001;F102-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F102-PFC-01;F102-PFC-02;F102-PFC-03;F102-PFC-04;F102-PFC-05;F102-PFC-06;F102-PFC-07;F102-PFC-08;F102-PFC-09;F102-PFC-10,F102-STM-01;F102-STM-02;F102-STM-03;F102-STM-04;F102-STM-05
F103,Warehouses,Stock / Inventory,docs\03-modules\stock\features\F103-warehouses.md,F103-CAP-001;F103-CAP-002;F103-CAP-003,F103-FLOW-001;F103-FLOW-002,F103-BR-001;F103-BR-002,F103-DATA-001;F103-DATA-002,F103-VAL-001;F103-VAL-002,F103-CALC-001,F103-UX-001;F103-UX-002;F103-UX-003,F103-SEC-001;F103-SEC-002,F103-INT-001;F103-INT-002,F103-API-001;F103-API-002,F103-E2E-001;F103-E2E-002,F103-UAT-001;F103-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F103-PFC-01;F103-PFC-02;F103-PFC-03;F103-PFC-04;F103-PFC-05;F103-PFC-06;F103-PFC-07;F103-PFC-08;F103-PFC-09;F103-PFC-10,F103-STM-01;F103-STM-02;F103-STM-03;F103-STM-04;F103-STM-05
