semantic_id,feature_id,module,feature_name,semantic_family,axis,title,normative_scope,classification,mandatory,owner_feature_id,shared_platform_dependencies,cross_module_context,acceptance_condition,status,reviewed_on
F131-SEM-06,F131,Stock / Inventory,Landed cost allocation,calculation,INT,Landed cost allocation — Ledger/stock/payroll/project downstream consequence,"Define authoritative handoff, posting date, idempotency, source reference and reconciliation to downstream truth.",B_EXISTING_FID_SUBCAPABILITY,YES,F131,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F131-SEM-07,F131,Stock / Inventory,Landed cost allocation,calculation,EXC,"Landed cost allocation — Backdating, stale inputs, retroactivity and reversal","Handle changed rates, locked periods, retroactive changes, duplicate runs, partial failure and controlled reversal.",B_EXISTING_FID_SUBCAPABILITY,YES,F131,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F131-SEM-08,F131,Stock / Inventory,Landed cost allocation,calculation,VER,"Landed cost allocation — Golden, property, reconciliation and regression tests","Require formula goldens, boundary/property tests, precision/serialization tests, reconciliation, E2E and UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F131,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-01,F132,Stock / Inventory,Stock aging,inventory,CORE,Stock aging — Stock-state lifecycle and authoritative ledger effect,Define movement/reservation/hold/availability lifecycle and make the stock ledger the authoritative quantity history.,B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-02,F132,Stock / Inventory,Stock aging,inventory,DATA,"Stock aging — Item, warehouse/bin, lot/serial/UOM and ownership dimensions","Freeze quantity dimensions, locations, tracking identifiers, ownership/status and source-document lineage.",B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-03,F132,Stock / Inventory,Stock aging,inventory,RULE,"Stock aging — Availability, negative-stock, reservation and valuation guards","Define available/ATP logic, allocation precedence, UOM conversion, tracking requirements, holds and negative-stock policy.",B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-04,F132,Stock / Inventory,Stock aging,inventory,SEC,Stock aging — Warehouse/location/action scope and controlled overrides,"Enforce company/warehouse/bin/action scope, restricted stock states and audited override authority.",B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-05,F132,Stock / Inventory,Stock aging,inventory,UX,Stock aging — Scan/select/move/count/exception workflow,"Cover barcode/manual entry, work queues, bulk/scanner use, partial completion, conflicts, mobile/offline boundaries and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-06,F132,Stock / Inventory,Stock aging,inventory,INT,Stock aging — Sales/procurement/manufacturing/quality/accounting contracts,Use public commands for reservations/movements/holds and publish idempotent effects for valuation/accounting/reconciliation.,B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-07,F132,Stock / Inventory,Stock aging,inventory,EXC,"Stock aging — Last-unit race, duplicate movement, reversal and reconciliation","Handle concurrent demand, stale availability, duplicate scans/submits, partial failure, reversal and orphan reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F132-SEM-08,F132,Stock / Inventory,Stock aging,inventory,VER,"Stock aging — Ledger invariant, concurrency, traceability and UAT tests","Require non-negative/allowed-negative invariants, lot/serial trace, race tests, reconciliation, E2E and human UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F132,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-01,F133,Stock / Inventory,Slow-moving inventory,inventory,CORE,Slow-moving inventory — Stock-state lifecycle and authoritative ledger effect,Define movement/reservation/hold/availability lifecycle and make the stock ledger the authoritative quantity history.,B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-02,F133,Stock / Inventory,Slow-moving inventory,inventory,DATA,"Slow-moving inventory — Item, warehouse/bin, lot/serial/UOM and ownership dimensions","Freeze quantity dimensions, locations, tracking identifiers, ownership/status and source-document lineage.",B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-03,F133,Stock / Inventory,Slow-moving inventory,inventory,RULE,"Slow-moving inventory — Availability, negative-stock, reservation and valuation guards","Define available/ATP logic, allocation precedence, UOM conversion, tracking requirements, holds and negative-stock policy.",B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-04,F133,Stock / Inventory,Slow-moving inventory,inventory,SEC,Slow-moving inventory — Warehouse/location/action scope and controlled overrides,"Enforce company/warehouse/bin/action scope, restricted stock states and audited override authority.",B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-05,F133,Stock / Inventory,Slow-moving inventory,inventory,UX,Slow-moving inventory — Scan/select/move/count/exception workflow,"Cover barcode/manual entry, work queues, bulk/scanner use, partial completion, conflicts, mobile/offline boundaries and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-06,F133,Stock / Inventory,Slow-moving inventory,inventory,INT,Slow-moving inventory — Sales/procurement/manufacturing/quality/accounting contracts,Use public commands for reservations/movements/holds and publish idempotent effects for valuation/accounting/reconciliation.,B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-07,F133,Stock / Inventory,Slow-moving inventory,inventory,EXC,"Slow-moving inventory — Last-unit race, duplicate movement, reversal and reconciliation","Handle concurrent demand, stale availability, duplicate scans/submits, partial failure, reversal and orphan reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F133-SEM-08,F133,Stock / Inventory,Slow-moving inventory,inventory,VER,"Slow-moving inventory — Ledger invariant, concurrency, traceability and UAT tests","Require non-negative/allowed-negative invariants, lot/serial trace, race tests, reconciliation, E2E and human UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F133,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-01,F134,Stock / Inventory,Dead-stock reporting,analytics,CORE,"Dead-stock reporting — Metric/report purpose, audience and decision contract","Define the exact business questions, owners, refresh expectations, scope and prohibited interpretations.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-02,F134,Stock / Inventory,Dead-stock reporting,analytics,DATA,"Dead-stock reporting — Metric definitions, dimensions, lineage and snapshot model","Freeze numerator/denominator, dimensions, filters, source tables/read models, effective dates and historical snapshots.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-03,F134,Stock / Inventory,Dead-stock reporting,analytics,RULE,"Dead-stock reporting — Aggregation, period, currency/UOM and reconciliation rules","Define inclusion/exclusion, period boundaries, currency/UOM conversion, rounding, null handling and reconciliation to source truth.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-04,F134,Stock / Inventory,Dead-stock reporting,analytics,SEC,Dead-stock reporting — Row/field/metric authorization and aggregation safety,"Prevent inference/leakage through counts, exports or drilldowns; enforce company/team/record and sensitive-metric scope.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-05,F134,Stock / Inventory,Dead-stock reporting,analytics,UX,Dead-stock reporting — Dashboard/report/filter/drilldown/export experience,"Cover saved views, filters, sorting, drilldowns, chart/table parity, accessible alternatives, export and responsive layouts.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-06,F134,Stock / Inventory,Dead-stock reporting,analytics,INT,Dead-stock reporting — Read-model refresh and authoritative-source contract,"Define event/batch refresh, freshness indicator, stale/error behavior and no mutation of operational truth from reports.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-07,F134,Stock / Inventory,Dead-stock reporting,analytics,EXC,"Dead-stock reporting — Late data, stale snapshot, partial refresh and reconciliation exception","Handle source delay, rebuild, duplicate events, broken dimensions, restatement and visible confidence/freshness.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F134-SEM-08,F134,Stock / Inventory,Dead-stock reporting,analytics,VER,"Dead-stock reporting — Metric golden, authorization and reconciliation verification","Require known-dataset goldens, permission-safe aggregates, refresh/rebuild tests, source reconciliation, E2E and UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F134,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-01,F135,Stock / Inventory,Picking,inventory,CORE,Picking — Stock-state lifecycle and authoritative ledger effect,Define movement/reservation/hold/availability lifecycle and make the stock ledger the authoritative quantity history.,B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-02,F135,Stock / Inventory,Picking,inventory,DATA,"Picking — Item, warehouse/bin, lot/serial/UOM and ownership dimensions","Freeze quantity dimensions, locations, tracking identifiers, ownership/status and source-document lineage.",B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-03,F135,Stock / Inventory,Picking,inventory,RULE,"Picking — Availability, negative-stock, reservation and valuation guards","Define available/ATP logic, allocation precedence, UOM conversion, tracking requirements, holds and negative-stock policy.",B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-04,F135,Stock / Inventory,Picking,inventory,SEC,Picking — Warehouse/location/action scope and controlled overrides,"Enforce company/warehouse/bin/action scope, restricted stock states and audited override authority.",B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-05,F135,Stock / Inventory,Picking,inventory,UX,Picking — Scan/select/move/count/exception workflow,"Cover barcode/manual entry, work queues, bulk/scanner use, partial completion, conflicts, mobile/offline boundaries and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-06,F135,Stock / Inventory,Picking,inventory,INT,Picking — Sales/procurement/manufacturing/quality/accounting contracts,Use public commands for reservations/movements/holds and publish idempotent effects for valuation/accounting/reconciliation.,B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-07,F135,Stock / Inventory,Picking,inventory,EXC,"Picking — Last-unit race, duplicate movement, reversal and reconciliation","Handle concurrent demand, stale availability, duplicate scans/submits, partial failure, reversal and orphan reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F135-SEM-08,F135,Stock / Inventory,Picking,inventory,VER,"Picking — Ledger invariant, concurrency, traceability and UAT tests","Require non-negative/allowed-negative invariants, lot/serial trace, race tests, reconciliation, E2E and human UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F135,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-01,F136,Stock / Inventory,Packing,inventory,CORE,Packing — Stock-state lifecycle and authoritative ledger effect,Define movement/reservation/hold/availability lifecycle and make the stock ledger the authoritative quantity history.,B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-02,F136,Stock / Inventory,Packing,inventory,DATA,"Packing — Item, warehouse/bin, lot/serial/UOM and ownership dimensions","Freeze quantity dimensions, locations, tracking identifiers, ownership/status and source-document lineage.",B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-03,F136,Stock / Inventory,Packing,inventory,RULE,"Packing — Availability, negative-stock, reservation and valuation guards","Define available/ATP logic, allocation precedence, UOM conversion, tracking requirements, holds and negative-stock policy.",B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-04,F136,Stock / Inventory,Packing,inventory,SEC,Packing — Warehouse/location/action scope and controlled overrides,"Enforce company/warehouse/bin/action scope, restricted stock states and audited override authority.",B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-05,F136,Stock / Inventory,Packing,inventory,UX,Packing — Scan/select/move/count/exception workflow,"Cover barcode/manual entry, work queues, bulk/scanner use, partial completion, conflicts, mobile/offline boundaries and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-06,F136,Stock / Inventory,Packing,inventory,INT,Packing — Sales/procurement/manufacturing/quality/accounting contracts,Use public commands for reservations/movements/holds and publish idempotent effects for valuation/accounting/reconciliation.,B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-07,F136,Stock / Inventory,Packing,inventory,EXC,"Packing — Last-unit race, duplicate movement, reversal and reconciliation","Handle concurrent demand, stale availability, duplicate scans/submits, partial failure, reversal and orphan reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F136-SEM-08,F136,Stock / Inventory,Packing,inventory,VER,"Packing — Ledger invariant, concurrency, traceability and UAT tests","Require non-negative/allowed-negative invariants, lot/serial trace, race tests, reconciliation, E2E and human UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F136,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F137-SEM-01,F137,Stock / Inventory,Shipping,inventory,CORE,Shipping — Stock-state lifecycle and authoritative ledger effect,Define movement/reservation/hold/availability lifecycle and make the stock ledger the authoritative quantity history.,B_EXISTING_FID_SUBCAPABILITY,YES,F137,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F137-SEM-02,F137,Stock / Inventory,Shipping,inventory,DATA,"Shipping — Item, warehouse/bin, lot/serial/UOM and ownership dimensions","Freeze quantity dimensions, locations, tracking identifiers, ownership/status and source-document lineage.",B_EXISTING_FID_SUBCAPABILITY,YES,F137,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F137-SEM-03,F137,Stock / Inventory,Shipping,inventory,RULE,"Shipping — Availability, negative-stock, reservation and valuation guards","Define available/ATP logic, allocation precedence, UOM conversion, tracking requirements, holds and negative-stock policy.",B_EXISTING_FID_SUBCAPABILITY,YES,F137,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F137-SEM-04,F137,Stock / Inventory,Shipping,inventory,SEC,Shipping — Warehouse/location/action scope and controlled overrides,"Enforce company/warehouse/bin/action scope, restricted stock states and audited override authority.",B_EXISTING_FID_SUBCAPABILITY,YES,F137,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F137-SEM-05,F137,Stock / Inventory,Shipping,inventory,UX,Shipping — Scan/select/move/count/exception workflow,"Cover barcode/manual entry, work queues, bulk/scanner use, partial completion, conflicts, mobile/offline boundaries and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F137,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F137-SEM-06,F137,Stock / Inventory,Shipping,inventory,INT,Shipping — Sales/procurement/manufacturing/quality/accounting contracts,Use public commands for reservations/movements/holds and publish idempotent effects for valuation/accounting/reconciliation.,B_EXISTING_FID_SUBCAPABILITY,YES,F137,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F137-SEM-07,F137,Stock / Inventory,Shipping,inventory,EXC,"Shipping — Last-unit race, duplicate movement, reversal and reconciliation","Handle concurrent demand, stale availability, duplicate scans/submits, partial failure, reversal and orphan reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F137,SP008;SP009;SP014;SP015;SP016;SP020;SP022;SP023;SP024;SP030;SP033;SP034,Sales;Procurement;Manufacturing;Quality;Point of Sale;Accounting / Finance,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
