feature_id,feature_name,module,requirement_id,requirement_type,requirement_status,test_ids,dossier_path,build_authority
F109,Goods issues,Stock / Inventory,F109-VAL-002,VAL,APPROVED,TST-F109-VAL-002,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-CALC-001,CALC,APPROVED,TST-F109-CALC-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-UX-001,UX,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-UX-002,UX,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-UX-003,UX,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-SEC-001,SEC,APPROVED,TST-F109-SEC-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-SEC-002,SEC,APPROVED,TST-F109-SEC-002,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-AUTO-001,AUTO,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-APP-001,APP,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-NOTIF-001,NOTIF,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-REP-001,REP,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-AI-001,AI,APPROVED,,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-INT-001,INT,APPROVED,TST-F109-INT-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-INT-002,INT,APPROVED,TST-F109-INT-002,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-API-001,API,APPROVED,TST-F109-API-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-API-002,API,APPROVED,TST-F109-API-002,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-PERF-001,PERF,APPROVED,TST-F109-PERF-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-OBS-001,OBS,APPROVED,TST-F109-OBS-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-E2E-001,E2E,APPROVED,TST-F109-E2E-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-E2E-002,E2E,APPROVED,TST-F109-E2E-002,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-UAT-001,UAT,APPROVED,TST-F109-UAT-001,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F109,Goods issues,Stock / Inventory,F109-UAT-002,UAT,APPROVED,TST-F109-UAT-002,docs\03-modules\stock\features\F109-goods-issues.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-CAP-001,CAP,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-CAP-002,CAP,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-CAP-003,CAP,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-FR-001,FR,APPROVED,TST-F110-FR-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-FR-002,FR,APPROVED,TST-F110-FR-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-FR-003,FR,APPROVED,TST-F110-FR-003,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-US-001,US,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-US-002,US,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-FLOW-001,FLOW,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-FLOW-002,FLOW,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-BR-001,BR,APPROVED,TST-F110-BR-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-BR-002,BR,APPROVED,TST-F110-BR-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-DATA-001,DATA,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-DATA-002,DATA,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-VAL-001,VAL,APPROVED,TST-F110-VAL-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-VAL-002,VAL,APPROVED,TST-F110-VAL-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-CALC-001,CALC,APPROVED,TST-F110-CALC-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-UX-001,UX,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-UX-002,UX,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-UX-003,UX,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-SEC-001,SEC,APPROVED,TST-F110-SEC-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-SEC-002,SEC,APPROVED,TST-F110-SEC-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-AUTO-001,AUTO,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-APP-001,APP,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-NOTIF-001,NOTIF,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-REP-001,REP,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-AI-001,AI,APPROVED,,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-INT-001,INT,APPROVED,TST-F110-INT-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-INT-002,INT,APPROVED,TST-F110-INT-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-API-001,API,APPROVED,TST-F110-API-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-API-002,API,APPROVED,TST-F110-API-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-PERF-001,PERF,APPROVED,TST-F110-PERF-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-OBS-001,OBS,APPROVED,TST-F110-OBS-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-E2E-001,E2E,APPROVED,TST-F110-E2E-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-E2E-002,E2E,APPROVED,TST-F110-E2E-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-UAT-001,UAT,APPROVED,TST-F110-UAT-001,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F110,Internal transfers,Stock / Inventory,F110-UAT-002,UAT,APPROVED,TST-F110-UAT-002,docs\03-modules\stock\features\F110-internal-transfers.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-CAP-001,CAP,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-CAP-002,CAP,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-CAP-003,CAP,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-FR-001,FR,APPROVED,TST-F111-FR-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-FR-002,FR,APPROVED,TST-F111-FR-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-FR-003,FR,APPROVED,TST-F111-FR-003,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-US-001,US,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-US-002,US,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-FLOW-001,FLOW,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-FLOW-002,FLOW,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-BR-001,BR,APPROVED,TST-F111-BR-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-BR-002,BR,APPROVED,TST-F111-BR-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-DATA-001,DATA,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-DATA-002,DATA,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-VAL-001,VAL,APPROVED,TST-F111-VAL-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-VAL-002,VAL,APPROVED,TST-F111-VAL-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-CALC-001,CALC,APPROVED,TST-F111-CALC-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-UX-001,UX,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-UX-002,UX,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-UX-003,UX,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-SEC-001,SEC,APPROVED,TST-F111-SEC-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-SEC-002,SEC,APPROVED,TST-F111-SEC-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-AUTO-001,AUTO,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-APP-001,APP,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-NOTIF-001,NOTIF,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-REP-001,REP,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-AI-001,AI,APPROVED,,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-INT-001,INT,APPROVED,TST-F111-INT-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-INT-002,INT,APPROVED,TST-F111-INT-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-API-001,API,APPROVED,TST-F111-API-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-API-002,API,APPROVED,TST-F111-API-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-PERF-001,PERF,APPROVED,TST-F111-PERF-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-OBS-001,OBS,APPROVED,TST-F111-OBS-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-E2E-001,E2E,APPROVED,TST-F111-E2E-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-E2E-002,E2E,APPROVED,TST-F111-E2E-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-UAT-001,UAT,APPROVED,TST-F111-UAT-001,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F111,Stock adjustments,Stock / Inventory,F111-UAT-002,UAT,APPROVED,TST-F111-UAT-002,docs\03-modules\stock\features\F111-stock-adjustments.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-CAP-001,CAP,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-CAP-002,CAP,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-CAP-003,CAP,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-FR-001,FR,APPROVED,TST-F112-FR-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-FR-002,FR,APPROVED,TST-F112-FR-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-FR-003,FR,APPROVED,TST-F112-FR-003,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-US-001,US,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-US-002,US,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-FLOW-001,FLOW,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-FLOW-002,FLOW,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-BR-001,BR,APPROVED,TST-F112-BR-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-BR-002,BR,APPROVED,TST-F112-BR-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-DATA-001,DATA,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-DATA-002,DATA,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-VAL-001,VAL,APPROVED,TST-F112-VAL-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-VAL-002,VAL,APPROVED,TST-F112-VAL-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-CALC-001,CALC,APPROVED,TST-F112-CALC-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-UX-001,UX,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-UX-002,UX,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-UX-003,UX,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-SEC-001,SEC,APPROVED,TST-F112-SEC-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-SEC-002,SEC,APPROVED,TST-F112-SEC-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-AUTO-001,AUTO,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-APP-001,APP,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-NOTIF-001,NOTIF,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-REP-001,REP,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-AI-001,AI,APPROVED,,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-INT-001,INT,APPROVED,TST-F112-INT-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-INT-002,INT,APPROVED,TST-F112-INT-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-API-001,API,APPROVED,TST-F112-API-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-API-002,API,APPROVED,TST-F112-API-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-PERF-001,PERF,APPROVED,TST-F112-PERF-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-OBS-001,OBS,APPROVED,TST-F112-OBS-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-E2E-001,E2E,APPROVED,TST-F112-E2E-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-E2E-002,E2E,APPROVED,TST-F112-E2E-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-UAT-001,UAT,APPROVED,TST-F112-UAT-001,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F112,Stock reservations,Stock / Inventory,F112-UAT-002,UAT,APPROVED,TST-F112-UAT-002,docs\03-modules\stock\features\F112-stock-reservations.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-CAP-001,CAP,APPROVED,,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-CAP-002,CAP,APPROVED,,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-CAP-003,CAP,APPROVED,,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-FR-001,FR,APPROVED,TST-F113-FR-001,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-FR-002,FR,APPROVED,TST-F113-FR-002,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-FR-003,FR,APPROVED,TST-F113-FR-003,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-US-001,US,APPROVED,,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-US-002,US,APPROVED,,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-FLOW-001,FLOW,APPROVED,,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-FLOW-002,FLOW,APPROVED,,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
F113,Available stock,Stock / Inventory,F113-BR-001,BR,APPROVED,TST-F113-BR-001,docs\03-modules\stock\features\F113-available-stock.md,SPECIFICATION_ONLY_UNTIL_GATE_PASS
