feature_id,feature_name,module,review_status,review_questions,owner_ai_role
F001,Leads,CRM,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F153,Machine / work-centre capacity,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F154,Shift calendars,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F155,Manufacturing orders,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F156,Work orders,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F157,Job cards,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F158,Production planning,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F159,MRP,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F160,Material requirements,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F161,Material availability,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F162,Raw-material reservations,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F163,Material issue,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F164,Material consumption,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F165,Backflushing,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F166,Work in progress,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F167,Finished-goods receipt,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F168,Production scheduling,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F169,Labor time,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F170,Machine time,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F171,Setup time,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F172,Scrap,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F173,Waste,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F174,By-products and co-products,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F175,Rework,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F176,Batch manufacturing,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F177,Serial tracking,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F178,Make-to-stock,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F179,Make-to-order,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F180,Subcontract manufacturing,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F181,Production quality inspections,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F182,Production hold,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F183,Production costing,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F184,Standard vs actual costing,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F185,Cost variance,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F186,Yield analysis,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F187,Production efficiency,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F188,Downtime,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F189,Maintenance integration,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F190,Engineering change and revision control,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F191,Production reports,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F192,Production dashboard,Manufacturing,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F193,Projects,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F194,Customer projects,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F195,Internal projects,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F196,Project templates,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F197,Work Breakdown Structure (WBS),Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F198,Milestones,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F199,Tasks,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F200,Subtasks,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F201,Task dependencies,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F202,Assignees,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F203,Priority,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F204,Project status,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F205,Gantt chart,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F206,Kanban / task board,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F207,Project calendar,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F208,Resource allocation,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F209,Resource availability,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F210,Timesheets,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F211,Project expenses,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F212,Materials consumed,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F213,Project procurement,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F214,Project budget,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F215,Budget revisions,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F216,Cost tracking,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F217,Revenue tracking,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F218,Fixed-price billing,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F219,Time-and-material billing,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F220,Milestone billing,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F221,Project invoices,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F222,Project profitability,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F223,Cost variance,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F224,Issues,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F225,Risks,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F226,Documents,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F227,Comments and collaboration,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F228,Progress tracking,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F229,Project dashboard,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F230,Project reports,Projects,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F231,Asset register,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F232,Asset categories,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F233,Asset identification and code,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F234,Asset location,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F235,Custodian,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F236,Department,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F237,Purchase and capitalization,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F238,Asset creation from procurement,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F239,Asset transfers,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F240,Asset assignment,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F241,Asset movement history,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F242,Asset value,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F243,Useful life,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F244,Salvage value,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F245,Straight-line depreciation,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F246,Declining-balance depreciation,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F247,Units-of-production depreciation,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F248,Depreciation schedule,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F249,Depreciation posting,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F250,Asset revaluation,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F251,Asset impairment,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F252,Asset maintenance,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F253,Preventive maintenance,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F254,Maintenance schedule,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F255,Repair history,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F256,Downtime,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F257,Warranty,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F258,Inspection,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F259,Calibration,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F260,Physical verification and audit,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F261,Barcode / QR identification,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F262,Asset disposal,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F263,Asset sale,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F264,Asset scrap,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F265,Gain / loss on disposal,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F266,Asset accounting integration,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F267,Asset reports,Assets,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F268,Stores and outlets,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F269,POS terminals,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F270,Cashiers,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F271,Cashier permissions,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F272,Product search,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F273,Barcode scanning,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F274,Product variants,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F275,Price lists,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F276,Customer selection,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F277,Cart,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F278,Taxes,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F279,Discounts,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F280,Promotions,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F281,Coupons,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F282,Cash payments,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F283,Card payments,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F284,UPI and digital payments,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F285,Split payments,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F286,Multiple payment methods,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F287,Hold / suspend sale,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F288,Resume sale,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F289,Receipt printing,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F290,Invoice generation,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F291,Returns,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F292,Refunds,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F293,Exchanges,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F294,Stock reduction,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F295,Lot / serial support where required,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F296,Real-time inventory,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F297,Offline POS,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F298,Offline-to-online synchronization,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F299,Cash drawer opening balance,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F300,Cash movements,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F301,Shift opening,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F302,Shift closing,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F303,Day-end / Z report,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F304,Payment reconciliation,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F305,POS accounting posting,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F306,Loyalty,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
F307,POS sales analytics,Point of Sale,PENDING_RED_TEAM,feature-specific invariants/state machine; edge/concurrency/reversal; accounting/stock/payroll consequences; UX exceptions; negative tests,Module Red-Team AI
