feature_id,module,feature_name,capability_id,capability_name,primary_wave,specification_status,current_code_status,implementation_status,automated_verification_status,codex_qa_status,human_uat_status,final_acceptance_status,active_blocker,dossier_path,evidence_path,last_updated_commit
F123,Stock / Inventory,Minimum / maximum stock,STOCK-CAP-005,"Counting, replenishment and negative-stock policy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F123-minimum-maximum-stock.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F124,Stock / Inventory,Safety stock,STOCK-CAP-005,"Counting, replenishment and negative-stock policy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F124-safety-stock.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F125,Stock / Inventory,Automatic replenishment,STOCK-CAP-005,"Counting, replenishment and negative-stock policy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F125-automatic-replenishment.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F126,Stock / Inventory,Negative-stock control,STOCK-CAP-005,"Counting, replenishment and negative-stock policy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F126-negative-stock-control.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F127,Stock / Inventory,FIFO valuation,STOCK-CAP-006,Inventory costing and valuation,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F127-fifo-valuation.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F128,Stock / Inventory,Weighted / moving-average valuation,STOCK-CAP-006,Inventory costing and valuation,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F128-weighted-moving-average-valuation.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F129,Stock / Inventory,Standard costing,STOCK-CAP-006,Inventory costing and valuation,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F129-standard-costing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F130,Stock / Inventory,Inventory valuation,STOCK-CAP-006,Inventory costing and valuation,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F130-inventory-valuation.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F131,Stock / Inventory,Landed cost allocation,STOCK-CAP-006,Inventory costing and valuation,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F131-landed-cost-allocation.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F132,Stock / Inventory,Stock aging,STOCK-CAP-007,Inventory intelligence and reporting,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F132-stock-aging.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F133,Stock / Inventory,Slow-moving inventory,STOCK-CAP-007,Inventory intelligence and reporting,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F133-slow-moving-inventory.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F134,Stock / Inventory,Dead-stock reporting,STOCK-CAP-007,Inventory intelligence and reporting,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F134-dead-stock-reporting.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F135,Stock / Inventory,Picking,STOCK-CAP-008,Warehouse fulfilment and returns,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F135-picking.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F136,Stock / Inventory,Packing,STOCK-CAP-008,Warehouse fulfilment and returns,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F136-packing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F137,Stock / Inventory,Shipping,STOCK-CAP-008,Warehouse fulfilment and returns,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F137-shipping.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F138,Stock / Inventory,Returns,STOCK-CAP-008,Warehouse fulfilment and returns,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F138-returns.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F139,Stock / Inventory,Damaged stock,STOCK-CAP-009,"Inventory exception, quality hold and genealogy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F139-damaged-stock.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F140,Stock / Inventory,Quarantine and quality-held stock,STOCK-CAP-009,"Inventory exception, quality hold and genealogy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F140-quarantine-and-quality-held-stock.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F141,Stock / Inventory,Batch / serial traceability,STOCK-CAP-009,"Inventory exception, quality hold and genealogy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F141-batch-serial-traceability.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F142,Stock / Inventory,Inventory movement history,STOCK-CAP-009,"Inventory exception, quality hold and genealogy",W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F142-inventory-movement-history.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F143,Stock / Inventory,Stock reports,STOCK-CAP-007,Inventory intelligence and reporting,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F143-stock-reports.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F144,Stock / Inventory,Inventory dashboard,STOCK-CAP-007,Inventory intelligence and reporting,W05,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/stock/features/F144-inventory-dashboard.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F145,Manufacturing,Bill of Materials (BOM),MFG-CAP-001,Product structures and engineering definition,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F145-bill-of-materials-bom.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F146,Manufacturing,Multi-level BOM,MFG-CAP-001,Product structures and engineering definition,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F146-multi-level-bom.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F147,Manufacturing,BOM versions,MFG-CAP-001,Product structures and engineering definition,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F147-bom-versions.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F148,Manufacturing,BOM revisions,MFG-CAP-001,Product structures and engineering definition,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F148-bom-revisions.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F149,Manufacturing,Alternate BOM,MFG-CAP-001,Product structures and engineering definition,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F149-alternate-bom.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F150,Manufacturing,Routings,MFG-CAP-002,"Process, operations and production resources",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F150-routings.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F151,Manufacturing,Operations,MFG-CAP-002,"Process, operations and production resources",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F151-operations.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F152,Manufacturing,Work centres,MFG-CAP-002,"Process, operations and production resources",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F152-work-centres.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F153,Manufacturing,Machine / work-centre capacity,MFG-CAP-002,"Process, operations and production resources",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F153-machine-work-centre-capacity.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F154,Manufacturing,Shift calendars,MFG-CAP-002,"Process, operations and production resources",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F154-shift-calendars.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F155,Manufacturing,Manufacturing orders,MFG-CAP-003,"Production orders, shop-floor work and scheduling",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F155-manufacturing-orders.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F156,Manufacturing,Work orders,MFG-CAP-003,"Production orders, shop-floor work and scheduling",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F156-work-orders.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F157,Manufacturing,Job cards,MFG-CAP-003,"Production orders, shop-floor work and scheduling",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F157-job-cards.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F158,Manufacturing,Production planning,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F158-production-planning.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F159,Manufacturing,MRP,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F159-mrp.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F160,Manufacturing,Material requirements,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F160-material-requirements.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F161,Manufacturing,Material availability,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F161-material-availability.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F162,Manufacturing,Raw-material reservations,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F162-raw-material-reservations.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F163,Manufacturing,Material issue,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F163-material-issue.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F164,Manufacturing,Material consumption,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F164-material-consumption.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F165,Manufacturing,Backflushing,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F165-backflushing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F166,Manufacturing,Work in progress,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F166-work-in-progress.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F167,Manufacturing,Finished-goods receipt,MFG-CAP-004,"MRP, material control and WIP/output",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F167-finished-goods-receipt.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F168,Manufacturing,Production scheduling,MFG-CAP-003,"Production orders, shop-floor work and scheduling",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F168-production-scheduling.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F169,Manufacturing,Labor time,MFG-CAP-003,"Production orders, shop-floor work and scheduling",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F169-labor-time.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F170,Manufacturing,Machine time,MFG-CAP-003,"Production orders, shop-floor work and scheduling",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F170-machine-time.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F171,Manufacturing,Setup time,MFG-CAP-003,"Production orders, shop-floor work and scheduling",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F171-setup-time.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F172,Manufacturing,Scrap,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F172-scrap.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F173,Manufacturing,Waste,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F173-waste.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F174,Manufacturing,By-products and co-products,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F174-by-products-and-co-products.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F175,Manufacturing,Rework,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F175-rework.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F176,Manufacturing,Batch manufacturing,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F176-batch-manufacturing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F177,Manufacturing,Serial tracking,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F177-serial-tracking.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F178,Manufacturing,Make-to-stock,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F178-make-to-stock.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F179,Manufacturing,Make-to-order,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F179-make-to-order.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F180,Manufacturing,Subcontract manufacturing,MFG-CAP-005,"Loss, genealogy and production strategies",W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F180-subcontract-manufacturing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F181,Manufacturing,Production quality inspections,MFG-CAP-006,Production quality and hold control,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F181-production-quality-inspections.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F182,Manufacturing,Production hold,MFG-CAP-006,Production quality and hold control,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F182-production-hold.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F183,Manufacturing,Production costing,MFG-CAP-007,Manufacturing costing and operational performance,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F183-production-costing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F184,Manufacturing,Standard vs actual costing,MFG-CAP-007,Manufacturing costing and operational performance,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F184-standard-vs-actual-costing.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F185,Manufacturing,Cost variance,MFG-CAP-007,Manufacturing costing and operational performance,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F185-cost-variance.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F186,Manufacturing,Yield analysis,MFG-CAP-007,Manufacturing costing and operational performance,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F186-yield-analysis.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F187,Manufacturing,Production efficiency,MFG-CAP-007,Manufacturing costing and operational performance,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F187-production-efficiency.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
F188,Manufacturing,Downtime,MFG-CAP-007,Manufacturing costing and operational performance,W07,SPECIFICATION_READY,AUDITED,RECONCILIATION_REQUIRED,NOT_RECONCILED,NOT_RUN,NOT_RUN,NOT_APPROVED,Primary wave/predecessor and current-code evidence must be reconciled under the five-go protocol before acceptance.,docs/03-modules/manufacturing/features/F188-downtime.md,,656ba69e302fbbf133fae0716c4dc7516d3a4a17
