capability_id,module,name,feature_ids,personas,business_outcomes,working_status,readiness_gate,benchmark_evidence_ids,dependency_ids,journey_ids,owner_notes,last_reviewed_on
QUALITY-CAP-008,Quality,Quality cost and performance intelligence,F341;F342,Quality manager; finance; executive,"Cost-of-quality and KPI reporting reconcile to governed quality, inventory, procurement, manufacturing and accounting facts.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 9 evidence-backed Quality capability contract.,2026-08-31
SUPPORT-CAP-001,Support / Customer Service,"Ticket identity, customer context and lifecycle",F343;F344;F345;F346;F347;F348;F349,Support agent; supervisor; service admin,"A durable, scoped ticket identity captures customer/contact context and moves through a controlled lifecycle with explicit category, priority and status semantics.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
SUPPORT-CAP-002,Support / Customer Service,"Queues, assignment and routing",F350;F351;F352;F364,Support supervisor; queue manager; support agent,"Queues and deterministic assignment/routing balance skill, capacity, availability and manual overrides without assignment races or hidden reassignment.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
SUPPORT-CAP-003,Support / Customer Service,Omnichannel intake and conversation,F353;F354;F355;F356;F357;F358,Support agent; customer; portal user,"Email, web and manual intake create one canonical case timeline; customer-visible replies and private notes have strict visibility boundaries and safe attachment handling.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
SUPPORT-CAP-004,Support / Customer Service,"SLA, escalation and service-control lifecycle",F359;F360;F361;F362;F363;F365;F366;F367;F368,Support supervisor; support agent; service admin,"Business-calendar-aware SLA clocks, breach handling, escalation, history, reopen and merge semantics preserve contractual truth and complete lineage.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
SUPPORT-CAP-005,Support / Customer Service,Knowledge and guided resolution,F369;F370,Knowledge author; support agent; approver,"Versioned knowledge and approved canned responses accelerate consistent resolution while preserving visibility, approval and source provenance.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
SUPPORT-CAP-006,Support / Customer Service,Customer self-service and connected service context,F371;F372;F373;F374;F375,Customer; support agent; account/service manager,"The customer portal exposes only authorized service records while Support consumes order, product, asset and entitlement truth through public contracts.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
SUPPORT-CAP-007,Support / Customer Service,"Experience, feedback and operational performance",F376;F377;F378;F379,Customer; support supervisor; service leader,"CSAT, agent performance, SLA reporting and dashboards use governed formulas, anti-gaming controls and permission-safe drilldown.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
SUPPORT-CAP-008,Support / Customer Service,"Audit, privacy and service evidence",F380,Auditor; support manager; security/admin,Every material service action is reconstructable from immutable actor/channel/time/reason/history evidence without leaking private content or cross-tenant records.,SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 10 evidence-backed Support capability contract.,2026-08-31
HR-CAP-001,HR & Payroll,Employee and organization master,F381;F382;F383;F384;F385;F386;F387;F388,Employee; HR operations; manager; HR admin,"One effective-dated employee and organization truth with unique identity, reporting integrity and privacy-aware documents.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-002,HR & Payroll,Employment lifecycle and self-service,F389;F390;F391;F392;F393;F394;F395;F396,Employee; manager; HR operations,"Joining through offboarding is effective-dated, auditable and coordinated with access, custody and payroll consequences.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-003,HR & Payroll,Recruitment and conversion,F397;F398;F399;F400;F401;F402,Recruiter; hiring manager; candidate; HR,"Recruiting moves from opening to candidate, interview and offer, then converts exactly once into an employee without duplicate identities.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-004,HR & Payroll,Workforce scheduling and attendance,F403;F404;F405;F406;F407;F408;F409,Employee; manager; attendance admin; payroll admin,"Shifts and attendance produce trustworthy, timezone-aware, correction-safe inputs for payroll and workforce operations.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-005,HR & Payroll,Leave and absence,F410;F411;F412;F413;F414;F415;F416;F417,Employee; manager; HR operations,"Effective-dated leave policies, balances, accrual and approvals remain deterministic and reconcile to attendance/payroll.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-006,HR & Payroll,Compensation configuration,F418;F419;F420;F421;F422,Compensation admin; HR; payroll admin,"Versioned salary components and effective-dated compensation assignments provide frozen, explainable payroll inputs.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-007,HR & Payroll,Payroll processing and settlement,F423;F424;F425;F426;F427;F428;F429;F430;F431;F432;F433;F434;F435;F436;F437;F438,Payroll admin; payroll approver; finance; employee,"A deterministic snapshot-based payroll lifecycle calculates, approves, pays, posts and reconciles exactly once with corrections through controlled reruns/reversals.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-008,HR & Payroll,India statutory payroll and compliance,F439;F440;F441;F442;F443;F444;F445;F446;F447,Payroll compliance admin; finance; auditor,"PF, ESIC, PT, TDS, LWF, gratuity and statutory reporting are effective-dated configuration backed by authoritative source evidence, never timeless hard-coded constants.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
HR-CAP-009,HR & Payroll,"Performance, skills and learning",F448;F449;F450;F451;F452,Employee; manager; HR talent; learning admin,"Goals, appraisals, reviews, skills and training preserve privacy, review lineage and manager/employee visibility boundaries.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 11 evidence-backed HR & Payroll capability contract.,2026-08-31
ACC-CAP-001,Accounting / Finance,"Ledger foundation, calendars and dimensions",F453;F454;F455;F456;F457;F458;F459;F460;F461;F462,Accountant; Controller; Finance admin; Auditor,"A governed chart/ledger/calendar/dimension foundation produces balanced, period-valid and auditable postings.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-002,Accounting / Finance,Accounts receivable and credit control,F463;F464;F465;F466;F467;F468;F469;F470,AR accountant; Credit controller; Collections agent; Controller,"Customer invoices, credits, receipts, allocations, aging, statements and credit control reconcile to the ledger without duplicate financial effects.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-003,Accounting / Finance,Accounts payable and supplier settlement,F471;F472;F473;F474;F475,AP accountant; AP approver; Treasury; Controller,"Supplier invoices/debits/payments/allocations are duplicate-safe, approval-aware, procurement-reconciled and ledger-backed.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-004,Accounting / Finance,"Cash, bank and payment reconciliation",F476;F477;F478;F479;F480,Treasury; Cashier; Accountant; Controller,"Bank/cash truth is imported or entered idempotently, matched with governed reconciliation and tied to payments and ledger balances.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-005,Accounting / Finance,Tax configuration and compliance reporting,F481;F482;F483;F484;F485;F486;F487,Tax accountant; Finance admin; Controller; Auditor,"Tax codes, calculation, GST components, TDS/TCS and reports are effective-dated, evidence-backed configuration with deterministic posting and reconciliation.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-006,Accounting / Finance,"Planning, schedules, accruals and revenue",F488;F489;F490;F491;F492;F493,FP&A; Accountant; Controller,"Budgets, recurring entries, accruals, prepayments and revenue schedules are versioned, effective-dated and traceable to actual postings.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-007,Accounting / Finance,"Currency, intercompany and consolidation",F494;F495;F496;F497;F498;F499,Group accountant; Treasury; Controller; CFO,"Currency conversion, FX effects, intercompany balancing/elimination and consolidation are deterministic, multi-company safe and reconcilable.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-008,Accounting / Finance,Financial close and control,F500,Controller; Close manager; Accountant; Auditor,"Close is checklist-driven with subledger/reconciliation gates, period locks, exception ownership and governed reopen.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
ACC-CAP-009,Accounting / Finance,"Financial reporting, dashboards and audit",F501;F502;F503;F504;F505;F506;F507;F508;F509;F510,Accountant; Controller; CFO; Auditor,"Financial statements and operational reports reconcile to ledger truth with drilldown, versioned definitions and complete audit evidence.",SPECIFICATION_READY,SPECIFICATION_READY,,,,Pass 12 evidence-backed Accounting / Finance capability contract.,2026-08-31
