feature_id,working_status,readiness_gate,research,requirements,design,domain,security,implementation,integration,e2e,responsive,accessibility,visual,uat,product_ready,blocking_issues,last_reviewed_on
F127,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F128,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F129,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F130,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F131,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F132,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F133,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F134,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F135,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F136,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F137,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F138,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F139,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F140,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F141,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F142,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F143,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F144,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 4 certifies specification only.,2026-08-30
F145,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F146,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F147,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F148,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F149,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F150,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F151,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F152,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F153,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F154,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F155,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F156,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F157,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F158,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F159,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F160,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F161,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F162,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F163,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F164,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F165,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F166,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F167,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F168,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F169,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F170,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F171,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F172,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F173,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F174,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F175,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F176,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F177,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F178,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F179,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F180,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F181,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F182,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F183,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F184,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F185,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F186,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F187,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F188,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F189,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F190,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F191,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F192,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 5 certifies specification only.,2026-08-30
F193,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F194,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F195,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F196,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F197,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F198,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F199,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F200,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F201,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F202,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F203,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F204,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F205,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F206,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F207,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F208,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F209,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F210,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F211,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F212,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F213,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F214,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F215,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F216,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F217,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F218,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F219,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F220,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F221,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F222,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F223,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F224,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F225,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F226,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F227,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F228,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F229,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F230,SPECIFICATION_READY,SPECIFICATION_READY,READY,READY,READY,READY,READY,NOT_READY,READY,READY,READY,READY,READY,READY,NO,Implementation/product verification remains a later phase; Pass 6 certifies specification only.,2026-08-31
F231,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F232,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F233,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F234,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F235,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F236,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F237,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F238,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F239,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F240,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F241,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F242,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F243,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F244,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F245,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F246,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F247,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F248,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F249,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F250,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F251,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F252,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F253,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F254,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F255,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
F256,UNSPECIFIED,NONE,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,NOT_READY,,
