transition_id,feature_id,feature_name,module,semantic_family,machine_name,from_state,action,guard,to_state,invalid_transition_behavior,lock_strategy,idempotency_behavior,audit_event,downstream_event,reversal_transition,acceptance_test,status,reviewed_on
F066-STM-05,F066,Supplier categories,Procurement,master_config,F066 implementation planning state machine,ARCHIVED,restore,"restore policy permits and identifiers remain valid; plus F066 permission/scope, semantic RULE/VAL requirements and current effective configuration.",INACTIVE_RESTORED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F066 transition ARCHIVED --restore--> INACTIVE_RESTORED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F066; otherwise reject reversal and document the alternative correction/reopen path.","Test valid ARCHIVED->INACTIVE_RESTORED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F066.",FROZEN,2026-08-31
F067-STM-01,F067,Purchase requisitions,Procurement,document,F067 implementation planning state machine,DRAFT,submit,"document complete; plus F067 permission/scope, semantic RULE/VAL requirements and current effective configuration.",SUBMITTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F067 transition DRAFT --submit--> SUBMITTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F067; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->SUBMITTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F067.",FROZEN,2026-08-31
F067-STM-02,F067,Purchase requisitions,Procurement,document,F067 implementation planning state machine,SUBMITTED,approve,"approval/SoD satisfied; plus F067 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F067 transition SUBMITTED --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F067; otherwise reject reversal and document the alternative correction/reopen path.","Test valid SUBMITTED->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F067.",FROZEN,2026-08-31
F067-STM-03,F067,Purchase requisitions,Procurement,document,F067 implementation planning state machine,APPROVED,confirm_or_post,"period/availability/state guards pass; plus F067 permission/scope, semantic RULE/VAL requirements and current effective configuration.",POSTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F067 transition APPROVED --confirm_or_post--> POSTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F067; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->POSTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F067.",FROZEN,2026-08-31
F067-STM-04,F067,Purchase requisitions,Procurement,document,F067 implementation planning state machine,POSTED,fulfil_or_settle,"downstream conditions met; plus F067 permission/scope, semantic RULE/VAL requirements and current effective configuration.",FULFILLED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F067 transition POSTED --fulfil_or_settle--> FULFILLED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F067; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->FULFILLED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F067.",FROZEN,2026-08-31
F067-STM-05,F067,Purchase requisitions,Procurement,document,F067 implementation planning state machine,POSTED,cancel_or_reverse,"authorized reversal path valid; plus F067 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F067 transition POSTED --cancel_or_reverse--> REVERSED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F067; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->REVERSED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F067.",FROZEN,2026-08-31
F068-STM-01,F068,Requisition approvals,Procurement,document,F068 implementation planning state machine,DRAFT,submit,"document complete; plus F068 permission/scope, semantic RULE/VAL requirements and current effective configuration.",SUBMITTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F068 transition DRAFT --submit--> SUBMITTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F068; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->SUBMITTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F068.",FROZEN,2026-08-31
F068-STM-02,F068,Requisition approvals,Procurement,document,F068 implementation planning state machine,SUBMITTED,approve,"approval/SoD satisfied; plus F068 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F068 transition SUBMITTED --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F068; otherwise reject reversal and document the alternative correction/reopen path.","Test valid SUBMITTED->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F068.",FROZEN,2026-08-31
F068-STM-03,F068,Requisition approvals,Procurement,document,F068 implementation planning state machine,APPROVED,confirm_or_post,"period/availability/state guards pass; plus F068 permission/scope, semantic RULE/VAL requirements and current effective configuration.",POSTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F068 transition APPROVED --confirm_or_post--> POSTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F068; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->POSTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F068.",FROZEN,2026-08-31
F068-STM-04,F068,Requisition approvals,Procurement,document,F068 implementation planning state machine,POSTED,fulfil_or_settle,"downstream conditions met; plus F068 permission/scope, semantic RULE/VAL requirements and current effective configuration.",FULFILLED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F068 transition POSTED --fulfil_or_settle--> FULFILLED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F068; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->FULFILLED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F068.",FROZEN,2026-08-31
F068-STM-05,F068,Requisition approvals,Procurement,document,F068 implementation planning state machine,POSTED,cancel_or_reverse,"authorized reversal path valid; plus F068 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F068 transition POSTED --cancel_or_reverse--> REVERSED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F068; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->REVERSED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F068.",FROZEN,2026-08-31
F069-STM-01,F069,RFQ creation,Procurement,document,F069 implementation planning state machine,DRAFT,submit,"document complete; plus F069 permission/scope, semantic RULE/VAL requirements and current effective configuration.",SUBMITTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F069 transition DRAFT --submit--> SUBMITTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F069; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->SUBMITTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F069.",FROZEN,2026-08-31
F069-STM-02,F069,RFQ creation,Procurement,document,F069 implementation planning state machine,SUBMITTED,approve,"approval/SoD satisfied; plus F069 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F069 transition SUBMITTED --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F069; otherwise reject reversal and document the alternative correction/reopen path.","Test valid SUBMITTED->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F069.",FROZEN,2026-08-31
F069-STM-03,F069,RFQ creation,Procurement,document,F069 implementation planning state machine,APPROVED,confirm_or_post,"period/availability/state guards pass; plus F069 permission/scope, semantic RULE/VAL requirements and current effective configuration.",POSTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F069 transition APPROVED --confirm_or_post--> POSTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F069; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->POSTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F069.",FROZEN,2026-08-31
F069-STM-04,F069,RFQ creation,Procurement,document,F069 implementation planning state machine,POSTED,fulfil_or_settle,"downstream conditions met; plus F069 permission/scope, semantic RULE/VAL requirements and current effective configuration.",FULFILLED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F069 transition POSTED --fulfil_or_settle--> FULFILLED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F069; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->FULFILLED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F069.",FROZEN,2026-08-31
F069-STM-05,F069,RFQ creation,Procurement,document,F069 implementation planning state machine,POSTED,cancel_or_reverse,"authorized reversal path valid; plus F069 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F069 transition POSTED --cancel_or_reverse--> REVERSED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F069; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->REVERSED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F069.",FROZEN,2026-08-31
F070-STM-01,F070,RFQ to multiple vendors,Procurement,document,F070 implementation planning state machine,DRAFT,submit,"document complete; plus F070 permission/scope, semantic RULE/VAL requirements and current effective configuration.",SUBMITTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F070 transition DRAFT --submit--> SUBMITTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F070; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->SUBMITTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F070.",FROZEN,2026-08-31
F070-STM-02,F070,RFQ to multiple vendors,Procurement,document,F070 implementation planning state machine,SUBMITTED,approve,"approval/SoD satisfied; plus F070 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F070 transition SUBMITTED --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F070; otherwise reject reversal and document the alternative correction/reopen path.","Test valid SUBMITTED->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F070.",FROZEN,2026-08-31
F070-STM-03,F070,RFQ to multiple vendors,Procurement,document,F070 implementation planning state machine,APPROVED,confirm_or_post,"period/availability/state guards pass; plus F070 permission/scope, semantic RULE/VAL requirements and current effective configuration.",POSTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F070 transition APPROVED --confirm_or_post--> POSTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F070; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->POSTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F070.",FROZEN,2026-08-31
F070-STM-04,F070,RFQ to multiple vendors,Procurement,document,F070 implementation planning state machine,POSTED,fulfil_or_settle,"downstream conditions met; plus F070 permission/scope, semantic RULE/VAL requirements and current effective configuration.",FULFILLED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F070 transition POSTED --fulfil_or_settle--> FULFILLED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F070; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->FULFILLED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F070.",FROZEN,2026-08-31
F070-STM-05,F070,RFQ to multiple vendors,Procurement,document,F070 implementation planning state machine,POSTED,cancel_or_reverse,"authorized reversal path valid; plus F070 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F070 transition POSTED --cancel_or_reverse--> REVERSED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F070; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->REVERSED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F070.",FROZEN,2026-08-31
F071-STM-01,F071,Supplier quotations,Procurement,document,F071 implementation planning state machine,DRAFT,submit,"document complete; plus F071 permission/scope, semantic RULE/VAL requirements and current effective configuration.",SUBMITTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F071 transition DRAFT --submit--> SUBMITTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F071; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->SUBMITTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F071.",FROZEN,2026-08-31
F071-STM-02,F071,Supplier quotations,Procurement,document,F071 implementation planning state machine,SUBMITTED,approve,"approval/SoD satisfied; plus F071 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F071 transition SUBMITTED --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F071; otherwise reject reversal and document the alternative correction/reopen path.","Test valid SUBMITTED->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F071.",FROZEN,2026-08-31
F071-STM-03,F071,Supplier quotations,Procurement,document,F071 implementation planning state machine,APPROVED,confirm_or_post,"period/availability/state guards pass; plus F071 permission/scope, semantic RULE/VAL requirements and current effective configuration.",POSTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F071 transition APPROVED --confirm_or_post--> POSTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F071; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->POSTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F071.",FROZEN,2026-08-31
F071-STM-04,F071,Supplier quotations,Procurement,document,F071 implementation planning state machine,POSTED,fulfil_or_settle,"downstream conditions met; plus F071 permission/scope, semantic RULE/VAL requirements and current effective configuration.",FULFILLED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F071 transition POSTED --fulfil_or_settle--> FULFILLED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F071; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->FULFILLED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F071.",FROZEN,2026-08-31
F071-STM-05,F071,Supplier quotations,Procurement,document,F071 implementation planning state machine,POSTED,cancel_or_reverse,"authorized reversal path valid; plus F071 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F071 transition POSTED --cancel_or_reverse--> REVERSED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F071; otherwise reject reversal and document the alternative correction/reopen path.","Test valid POSTED->REVERSED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F071.",FROZEN,2026-08-31
F072-STM-01,F072,Bid comparison,Procurement,operational,F072 implementation planning state machine,DRAFT,prepare,"required context valid; plus F072 permission/scope, semantic RULE/VAL requirements and current effective configuration.",READY,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F072 transition DRAFT --prepare--> READY with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F072; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->READY, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F072.",FROZEN,2026-08-31
F072-STM-02,F072,Bid comparison,Procurement,operational,F072 implementation planning state machine,READY,start_or_confirm,"permission and business guards pass; plus F072 permission/scope, semantic RULE/VAL requirements and current effective configuration.",IN_PROGRESS,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F072 transition READY --start_or_confirm--> IN_PROGRESS with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F072; otherwise reject reversal and document the alternative correction/reopen path.","Test valid READY->IN_PROGRESS, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F072.",FROZEN,2026-08-31
F072-STM-03,F072,Bid comparison,Procurement,operational,F072 implementation planning state machine,IN_PROGRESS,complete,"success conditions satisfied; plus F072 permission/scope, semantic RULE/VAL requirements and current effective configuration.",COMPLETED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F072 transition IN_PROGRESS --complete--> COMPLETED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F072; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->COMPLETED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F072.",FROZEN,2026-08-31
F072-STM-04,F072,Bid comparison,Procurement,operational,F072 implementation planning state machine,IN_PROGRESS,suspend_or_fail,"recoverable exception occurs; plus F072 permission/scope, semantic RULE/VAL requirements and current effective configuration.",EXCEPTION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F072 transition IN_PROGRESS --suspend_or_fail--> EXCEPTION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F072; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->EXCEPTION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F072.",FROZEN,2026-08-31
