feature_id,feature_name,module,review_status,semantic_family,required_flow_count,flow_ids,state_transition_count,transition_ids,happy_path,alternate_path,permission_failure,validation_failure,concurrency_conflict,retry_idempotency,reversal_recovery,downstream_failure,reconciliation_closure,review_decision,reviewed_on
F126,Negative-stock control,Stock / Inventory,APPROVED,inventory,10,F126-PFC-01;F126-PFC-02;F126-PFC-03;F126-PFC-04;F126-PFC-05;F126-PFC-06;F126-PFC-07;F126-PFC-08;F126-PFC-09;F126-PFC-10,5,F126-STM-01;F126-STM-02;F126-STM-03;F126-STM-04;F126-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F127,FIFO valuation,Stock / Inventory,APPROVED,calculation,10,F127-PFC-01;F127-PFC-02;F127-PFC-03;F127-PFC-04;F127-PFC-05;F127-PFC-06;F127-PFC-07;F127-PFC-08;F127-PFC-09;F127-PFC-10,5,F127-STM-01;F127-STM-02;F127-STM-03;F127-STM-04;F127-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F128,Weighted / moving-average valuation,Stock / Inventory,APPROVED,calculation,10,F128-PFC-01;F128-PFC-02;F128-PFC-03;F128-PFC-04;F128-PFC-05;F128-PFC-06;F128-PFC-07;F128-PFC-08;F128-PFC-09;F128-PFC-10,5,F128-STM-01;F128-STM-02;F128-STM-03;F128-STM-04;F128-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F129,Standard costing,Stock / Inventory,APPROVED,calculation,10,F129-PFC-01;F129-PFC-02;F129-PFC-03;F129-PFC-04;F129-PFC-05;F129-PFC-06;F129-PFC-07;F129-PFC-08;F129-PFC-09;F129-PFC-10,5,F129-STM-01;F129-STM-02;F129-STM-03;F129-STM-04;F129-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F130,Inventory valuation,Stock / Inventory,APPROVED,calculation,10,F130-PFC-01;F130-PFC-02;F130-PFC-03;F130-PFC-04;F130-PFC-05;F130-PFC-06;F130-PFC-07;F130-PFC-08;F130-PFC-09;F130-PFC-10,5,F130-STM-01;F130-STM-02;F130-STM-03;F130-STM-04;F130-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F131,Landed cost allocation,Stock / Inventory,APPROVED,calculation,10,F131-PFC-01;F131-PFC-02;F131-PFC-03;F131-PFC-04;F131-PFC-05;F131-PFC-06;F131-PFC-07;F131-PFC-08;F131-PFC-09;F131-PFC-10,5,F131-STM-01;F131-STM-02;F131-STM-03;F131-STM-04;F131-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F132,Stock aging,Stock / Inventory,APPROVED,inventory,10,F132-PFC-01;F132-PFC-02;F132-PFC-03;F132-PFC-04;F132-PFC-05;F132-PFC-06;F132-PFC-07;F132-PFC-08;F132-PFC-09;F132-PFC-10,5,F132-STM-01;F132-STM-02;F132-STM-03;F132-STM-04;F132-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F133,Slow-moving inventory,Stock / Inventory,APPROVED,inventory,10,F133-PFC-01;F133-PFC-02;F133-PFC-03;F133-PFC-04;F133-PFC-05;F133-PFC-06;F133-PFC-07;F133-PFC-08;F133-PFC-09;F133-PFC-10,5,F133-STM-01;F133-STM-02;F133-STM-03;F133-STM-04;F133-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F134,Dead-stock reporting,Stock / Inventory,APPROVED,analytics,10,F134-PFC-01;F134-PFC-02;F134-PFC-03;F134-PFC-04;F134-PFC-05;F134-PFC-06;F134-PFC-07;F134-PFC-08;F134-PFC-09;F134-PFC-10,5,F134-STM-01;F134-STM-02;F134-STM-03;F134-STM-04;F134-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F135,Picking,Stock / Inventory,APPROVED,inventory,10,F135-PFC-01;F135-PFC-02;F135-PFC-03;F135-PFC-04;F135-PFC-05;F135-PFC-06;F135-PFC-07;F135-PFC-08;F135-PFC-09;F135-PFC-10,5,F135-STM-01;F135-STM-02;F135-STM-03;F135-STM-04;F135-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F136,Packing,Stock / Inventory,APPROVED,inventory,10,F136-PFC-01;F136-PFC-02;F136-PFC-03;F136-PFC-04;F136-PFC-05;F136-PFC-06;F136-PFC-07;F136-PFC-08;F136-PFC-09;F136-PFC-10,5,F136-STM-01;F136-STM-02;F136-STM-03;F136-STM-04;F136-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F137,Shipping,Stock / Inventory,APPROVED,inventory,10,F137-PFC-01;F137-PFC-02;F137-PFC-03;F137-PFC-04;F137-PFC-05;F137-PFC-06;F137-PFC-07;F137-PFC-08;F137-PFC-09;F137-PFC-10,5,F137-STM-01;F137-STM-02;F137-STM-03;F137-STM-04;F137-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F138,Returns,Stock / Inventory,APPROVED,inventory,10,F138-PFC-01;F138-PFC-02;F138-PFC-03;F138-PFC-04;F138-PFC-05;F138-PFC-06;F138-PFC-07;F138-PFC-08;F138-PFC-09;F138-PFC-10,5,F138-STM-01;F138-STM-02;F138-STM-03;F138-STM-04;F138-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F139,Damaged stock,Stock / Inventory,APPROVED,inventory,10,F139-PFC-01;F139-PFC-02;F139-PFC-03;F139-PFC-04;F139-PFC-05;F139-PFC-06;F139-PFC-07;F139-PFC-08;F139-PFC-09;F139-PFC-10,5,F139-STM-01;F139-STM-02;F139-STM-03;F139-STM-04;F139-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F140,Quarantine and quality-held stock,Stock / Inventory,APPROVED,inventory,10,F140-PFC-01;F140-PFC-02;F140-PFC-03;F140-PFC-04;F140-PFC-05;F140-PFC-06;F140-PFC-07;F140-PFC-08;F140-PFC-09;F140-PFC-10,5,F140-STM-01;F140-STM-02;F140-STM-03;F140-STM-04;F140-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F141,Batch / serial traceability,Stock / Inventory,APPROVED,inventory,10,F141-PFC-01;F141-PFC-02;F141-PFC-03;F141-PFC-04;F141-PFC-05;F141-PFC-06;F141-PFC-07;F141-PFC-08;F141-PFC-09;F141-PFC-10,5,F141-STM-01;F141-STM-02;F141-STM-03;F141-STM-04;F141-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F142,Inventory movement history,Stock / Inventory,APPROVED,inventory,10,F142-PFC-01;F142-PFC-02;F142-PFC-03;F142-PFC-04;F142-PFC-05;F142-PFC-06;F142-PFC-07;F142-PFC-08;F142-PFC-09;F142-PFC-10,5,F142-STM-01;F142-STM-02;F142-STM-03;F142-STM-04;F142-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F143,Stock reports,Stock / Inventory,APPROVED,analytics,10,F143-PFC-01;F143-PFC-02;F143-PFC-03;F143-PFC-04;F143-PFC-05;F143-PFC-06;F143-PFC-07;F143-PFC-08;F143-PFC-09;F143-PFC-10,5,F143-STM-01;F143-STM-02;F143-STM-03;F143-STM-04;F143-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F144,Inventory dashboard,Stock / Inventory,APPROVED,analytics,10,F144-PFC-01;F144-PFC-02;F144-PFC-03;F144-PFC-04;F144-PFC-05;F144-PFC-06;F144-PFC-07;F144-PFC-08;F144-PFC-09;F144-PFC-10,5,F144-STM-01;F144-STM-02;F144-STM-03;F144-STM-04;F144-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F145,Bill of Materials (BOM),Manufacturing,APPROVED,manufacturing,10,F145-PFC-01;F145-PFC-02;F145-PFC-03;F145-PFC-04;F145-PFC-05;F145-PFC-06;F145-PFC-07;F145-PFC-08;F145-PFC-09;F145-PFC-10,5,F145-STM-01;F145-STM-02;F145-STM-03;F145-STM-04;F145-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F146,Multi-level BOM,Manufacturing,APPROVED,manufacturing,10,F146-PFC-01;F146-PFC-02;F146-PFC-03;F146-PFC-04;F146-PFC-05;F146-PFC-06;F146-PFC-07;F146-PFC-08;F146-PFC-09;F146-PFC-10,5,F146-STM-01;F146-STM-02;F146-STM-03;F146-STM-04;F146-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F147,BOM versions,Manufacturing,APPROVED,manufacturing,10,F147-PFC-01;F147-PFC-02;F147-PFC-03;F147-PFC-04;F147-PFC-05;F147-PFC-06;F147-PFC-07;F147-PFC-08;F147-PFC-09;F147-PFC-10,5,F147-STM-01;F147-STM-02;F147-STM-03;F147-STM-04;F147-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F148,BOM revisions,Manufacturing,APPROVED,manufacturing,10,F148-PFC-01;F148-PFC-02;F148-PFC-03;F148-PFC-04;F148-PFC-05;F148-PFC-06;F148-PFC-07;F148-PFC-08;F148-PFC-09;F148-PFC-10,5,F148-STM-01;F148-STM-02;F148-STM-03;F148-STM-04;F148-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F149,Alternate BOM,Manufacturing,APPROVED,manufacturing,10,F149-PFC-01;F149-PFC-02;F149-PFC-03;F149-PFC-04;F149-PFC-05;F149-PFC-06;F149-PFC-07;F149-PFC-08;F149-PFC-09;F149-PFC-10,5,F149-STM-01;F149-STM-02;F149-STM-03;F149-STM-04;F149-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F150,Routings,Manufacturing,APPROVED,decision,10,F150-PFC-01;F150-PFC-02;F150-PFC-03;F150-PFC-04;F150-PFC-05;F150-PFC-06;F150-PFC-07;F150-PFC-08;F150-PFC-09;F150-PFC-10,5,F150-STM-01;F150-STM-02;F150-STM-03;F150-STM-04;F150-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F151,Operations,Manufacturing,APPROVED,manufacturing,10,F151-PFC-01;F151-PFC-02;F151-PFC-03;F151-PFC-04;F151-PFC-05;F151-PFC-06;F151-PFC-07;F151-PFC-08;F151-PFC-09;F151-PFC-10,5,F151-STM-01;F151-STM-02;F151-STM-03;F151-STM-04;F151-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F152,Work centres,Manufacturing,APPROVED,manufacturing,10,F152-PFC-01;F152-PFC-02;F152-PFC-03;F152-PFC-04;F152-PFC-05;F152-PFC-06;F152-PFC-07;F152-PFC-08;F152-PFC-09;F152-PFC-10,5,F152-STM-01;F152-STM-02;F152-STM-03;F152-STM-04;F152-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F153,Machine / work-centre capacity,Manufacturing,APPROVED,operational,10,F153-PFC-01;F153-PFC-02;F153-PFC-03;F153-PFC-04;F153-PFC-05;F153-PFC-06;F153-PFC-07;F153-PFC-08;F153-PFC-09;F153-PFC-10,5,F153-STM-01;F153-STM-02;F153-STM-03;F153-STM-04;F153-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F154,Shift calendars,Manufacturing,APPROVED,operational,10,F154-PFC-01;F154-PFC-02;F154-PFC-03;F154-PFC-04;F154-PFC-05;F154-PFC-06;F154-PFC-07;F154-PFC-08;F154-PFC-09;F154-PFC-10,5,F154-STM-01;F154-STM-02;F154-STM-03;F154-STM-04;F154-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F155,Manufacturing orders,Manufacturing,APPROVED,document,10,F155-PFC-01;F155-PFC-02;F155-PFC-03;F155-PFC-04;F155-PFC-05;F155-PFC-06;F155-PFC-07;F155-PFC-08;F155-PFC-09;F155-PFC-10,5,F155-STM-01;F155-STM-02;F155-STM-03;F155-STM-04;F155-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F156,Work orders,Manufacturing,APPROVED,document,10,F156-PFC-01;F156-PFC-02;F156-PFC-03;F156-PFC-04;F156-PFC-05;F156-PFC-06;F156-PFC-07;F156-PFC-08;F156-PFC-09;F156-PFC-10,5,F156-STM-01;F156-STM-02;F156-STM-03;F156-STM-04;F156-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F157,Job cards,Manufacturing,APPROVED,operational,10,F157-PFC-01;F157-PFC-02;F157-PFC-03;F157-PFC-04;F157-PFC-05;F157-PFC-06;F157-PFC-07;F157-PFC-08;F157-PFC-09;F157-PFC-10,5,F157-STM-01;F157-STM-02;F157-STM-03;F157-STM-04;F157-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F158,Production planning,Manufacturing,APPROVED,manufacturing,10,F158-PFC-01;F158-PFC-02;F158-PFC-03;F158-PFC-04;F158-PFC-05;F158-PFC-06;F158-PFC-07;F158-PFC-08;F158-PFC-09;F158-PFC-10,5,F158-STM-01;F158-STM-02;F158-STM-03;F158-STM-04;F158-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F159,MRP,Manufacturing,APPROVED,manufacturing,10,F159-PFC-01;F159-PFC-02;F159-PFC-03;F159-PFC-04;F159-PFC-05;F159-PFC-06;F159-PFC-07;F159-PFC-08;F159-PFC-09;F159-PFC-10,5,F159-STM-01;F159-STM-02;F159-STM-03;F159-STM-04;F159-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F160,Material requirements,Manufacturing,APPROVED,manufacturing,10,F160-PFC-01;F160-PFC-02;F160-PFC-03;F160-PFC-04;F160-PFC-05;F160-PFC-06;F160-PFC-07;F160-PFC-08;F160-PFC-09;F160-PFC-10,5,F160-STM-01;F160-STM-02;F160-STM-03;F160-STM-04;F160-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F161,Material availability,Manufacturing,APPROVED,manufacturing,10,F161-PFC-01;F161-PFC-02;F161-PFC-03;F161-PFC-04;F161-PFC-05;F161-PFC-06;F161-PFC-07;F161-PFC-08;F161-PFC-09;F161-PFC-10,5,F161-STM-01;F161-STM-02;F161-STM-03;F161-STM-04;F161-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F162,Raw-material reservations,Manufacturing,APPROVED,manufacturing,10,F162-PFC-01;F162-PFC-02;F162-PFC-03;F162-PFC-04;F162-PFC-05;F162-PFC-06;F162-PFC-07;F162-PFC-08;F162-PFC-09;F162-PFC-10,5,F162-STM-01;F162-STM-02;F162-STM-03;F162-STM-04;F162-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F163,Material issue,Manufacturing,APPROVED,manufacturing,10,F163-PFC-01;F163-PFC-02;F163-PFC-03;F163-PFC-04;F163-PFC-05;F163-PFC-06;F163-PFC-07;F163-PFC-08;F163-PFC-09;F163-PFC-10,5,F163-STM-01;F163-STM-02;F163-STM-03;F163-STM-04;F163-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F164,Material consumption,Manufacturing,APPROVED,manufacturing,10,F164-PFC-01;F164-PFC-02;F164-PFC-03;F164-PFC-04;F164-PFC-05;F164-PFC-06;F164-PFC-07;F164-PFC-08;F164-PFC-09;F164-PFC-10,5,F164-STM-01;F164-STM-02;F164-STM-03;F164-STM-04;F164-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F165,Backflushing,Manufacturing,APPROVED,operational,10,F165-PFC-01;F165-PFC-02;F165-PFC-03;F165-PFC-04;F165-PFC-05;F165-PFC-06;F165-PFC-07;F165-PFC-08;F165-PFC-09;F165-PFC-10,5,F165-STM-01;F165-STM-02;F165-STM-03;F165-STM-04;F165-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F166,Work in progress,Manufacturing,APPROVED,operational,10,F166-PFC-01;F166-PFC-02;F166-PFC-03;F166-PFC-04;F166-PFC-05;F166-PFC-06;F166-PFC-07;F166-PFC-08;F166-PFC-09;F166-PFC-10,5,F166-STM-01;F166-STM-02;F166-STM-03;F166-STM-04;F166-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F167,Finished-goods receipt,Manufacturing,APPROVED,document,10,F167-PFC-01;F167-PFC-02;F167-PFC-03;F167-PFC-04;F167-PFC-05;F167-PFC-06;F167-PFC-07;F167-PFC-08;F167-PFC-09;F167-PFC-10,5,F167-STM-01;F167-STM-02;F167-STM-03;F167-STM-04;F167-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F168,Production scheduling,Manufacturing,APPROVED,manufacturing,10,F168-PFC-01;F168-PFC-02;F168-PFC-03;F168-PFC-04;F168-PFC-05;F168-PFC-06;F168-PFC-07;F168-PFC-08;F168-PFC-09;F168-PFC-10,5,F168-STM-01;F168-STM-02;F168-STM-03;F168-STM-04;F168-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F169,Labor time,Manufacturing,APPROVED,operational,10,F169-PFC-01;F169-PFC-02;F169-PFC-03;F169-PFC-04;F169-PFC-05;F169-PFC-06;F169-PFC-07;F169-PFC-08;F169-PFC-09;F169-PFC-10,5,F169-STM-01;F169-STM-02;F169-STM-03;F169-STM-04;F169-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F170,Machine time,Manufacturing,APPROVED,operational,10,F170-PFC-01;F170-PFC-02;F170-PFC-03;F170-PFC-04;F170-PFC-05;F170-PFC-06;F170-PFC-07;F170-PFC-08;F170-PFC-09;F170-PFC-10,5,F170-STM-01;F170-STM-02;F170-STM-03;F170-STM-04;F170-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F171,Setup time,Manufacturing,APPROVED,operational,10,F171-PFC-01;F171-PFC-02;F171-PFC-03;F171-PFC-04;F171-PFC-05;F171-PFC-06;F171-PFC-07;F171-PFC-08;F171-PFC-09;F171-PFC-10,5,F171-STM-01;F171-STM-02;F171-STM-03;F171-STM-04;F171-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F172,Scrap,Manufacturing,APPROVED,manufacturing,10,F172-PFC-01;F172-PFC-02;F172-PFC-03;F172-PFC-04;F172-PFC-05;F172-PFC-06;F172-PFC-07;F172-PFC-08;F172-PFC-09;F172-PFC-10,5,F172-STM-01;F172-STM-02;F172-STM-03;F172-STM-04;F172-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F173,Waste,Manufacturing,APPROVED,operational,10,F173-PFC-01;F173-PFC-02;F173-PFC-03;F173-PFC-04;F173-PFC-05;F173-PFC-06;F173-PFC-07;F173-PFC-08;F173-PFC-09;F173-PFC-10,5,F173-STM-01;F173-STM-02;F173-STM-03;F173-STM-04;F173-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F174,By-products and co-products,Manufacturing,APPROVED,master_config,10,F174-PFC-01;F174-PFC-02;F174-PFC-03;F174-PFC-04;F174-PFC-05;F174-PFC-06;F174-PFC-07;F174-PFC-08;F174-PFC-09;F174-PFC-10,5,F174-STM-01;F174-STM-02;F174-STM-03;F174-STM-04;F174-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F175,Rework,Manufacturing,APPROVED,manufacturing,10,F175-PFC-01;F175-PFC-02;F175-PFC-03;F175-PFC-04;F175-PFC-05;F175-PFC-06;F175-PFC-07;F175-PFC-08;F175-PFC-09;F175-PFC-10,5,F175-STM-01;F175-STM-02;F175-STM-03;F175-STM-04;F175-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F176,Batch manufacturing,Manufacturing,APPROVED,operational,10,F176-PFC-01;F176-PFC-02;F176-PFC-03;F176-PFC-04;F176-PFC-05;F176-PFC-06;F176-PFC-07;F176-PFC-08;F176-PFC-09;F176-PFC-10,5,F176-STM-01;F176-STM-02;F176-STM-03;F176-STM-04;F176-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
