flow_id,feature_id,feature_name,module,semantic_family,flow_type,primary_actor,entry_point,preconditions,trigger,steps,state_before,state_after,permission_gate,business_validation,concurrency_idempotency,visible_ui_state,downstream_effect,failure_recovery,audit_evidence,acceptance_test,status,reviewed_on
F179-PFC-06,F179,Make-to-order,Manufacturing,document,CONCURRENCY_CONFLICT,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F179 permission and applicable scope; prerequisite records active and accessible.,Detect or serialize concurrent actors so stale state cannot silently overwrite authoritative truth.,For Make-to-order: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Detect or serialize concurrent actors so stale state cannot silently overwrite authoritative truth.,SUBMITTED,CONFLICT_VISIBLE,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F179 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show concurrency conflict state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F179; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F179 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes CONCURRENCY_CONFLICT for F179, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F179-PFC-07,F179,Make-to-order,Manufacturing,document,DUPLICATE_RETRY,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F179 permission and applicable scope; prerequisite records active and accessible.,"Use idempotency/replay rules so duplicate submit, job, callback or client retry does not duplicate effects.","For Make-to-order: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Use idempotency/replay rules so duplicate submit, job, callback or client retry does not duplicate effects.",REQUEST_IN_FLIGHT,ORIGINAL_RESULT_REUSED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F179 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show duplicate retry state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F179; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F179 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes DUPLICATE_RETRY for F179, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F179-PFC-08,F179,Make-to-order,Manufacturing,document,REVERSAL_RECOVERY,Production supervisor,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F179 permission and applicable scope; prerequisite records active and accessible.,Use explicit cancel/reopen/reverse/compensate semantics rather than deleting authoritative history.,For Make-to-order: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Use explicit cancel/reopen/reverse/compensate semantics rather than deleting authoritative history.,FULFILLED,REVERSED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F179 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show reversal recovery state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F179; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F179 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes REVERSAL_RECOVERY for F179, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F179-PFC-09,F179,Make-to-order,Manufacturing,document,DOWNSTREAM_FAILURE,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F179 permission and applicable scope; prerequisite records active and accessible.,"Surface partial integration/worker failure, preserve source truth, retry safely and route persistent failures to an exception queue.","For Make-to-order: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Surface partial integration/worker failure, preserve source truth, retry safely and route persistent failures to an exception queue.",LOCAL_COMMIT_OR_PENDING_EFFECT,EXCEPTION_VISIBLE,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F179 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show downstream failure state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F179; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F179 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes DOWNSTREAM_FAILURE for F179, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F179-PFC-10,F179,Make-to-order,Manufacturing,document,RECONCILIATION_CLOSURE,Production supervisor,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F179 permission and applicable scope; prerequisite records active and accessible.,Prove the feature result agrees with downstream ledger/stock/payment/payroll/project/audit truth where applicable and close exceptions visibly.,For Make-to-order: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Prove the feature result agrees with downstream ledger/stock/payment/payroll/project/audit truth where applicable and close exceptions visibly.,COMPLETED_WITH_DOWNSTREAM_EFFECTS,RECONCILED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F179 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show reconciliation closure state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F179; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F179 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes RECONCILIATION_CLOSURE for F179, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-01,F180,Subcontract manufacturing,Manufacturing,document,ENTRY_CONTEXT,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Open the correct workspace/deep link and resolve authoritative tenant/company/site context before exposing actions.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Open the correct workspace/deep link and resolve authoritative tenant/company/site context before exposing actions.,OUTSIDE,DRAFT,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show entry context state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes ENTRY_CONTEXT for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-02,F180,Subcontract manufacturing,Manufacturing,document,HAPPY_PATH,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Complete the primary operator outcome from valid entry through durable success and visible confirmation.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Complete the primary operator outcome from valid entry through durable success and visible confirmation.,DRAFT,FULFILLED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show happy path state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes HAPPY_PATH for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-03,F180,Subcontract manufacturing,Manufacturing,document,ALTERNATE_PATH,Production supervisor,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Complete a valid alternate configuration/role/partial/approval path without bypassing invariants.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Complete a valid alternate configuration/role/partial/approval path without bypassing invariants.,SUBMITTED,POSTED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show alternate path state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes ALTERNATE_PATH for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-04,F180,Subcontract manufacturing,Manufacturing,document,PERMISSION_DENIED,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Reject unauthorized actor/scope/field/action before sensitive data or mutation is exposed.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Reject unauthorized actor/scope/field/action before sensitive data or mutation is exposed.,DRAFT,DRAFT,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show permission denied state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes PERMISSION_DENIED for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-05,F180,Subcontract manufacturing,Manufacturing,document,VALIDATION_FAILURE,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Reject invalid or stale business input with field/actionable errors and no partial side effects.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Reject invalid or stale business input with field/actionable errors and no partial side effects.,DRAFT,DRAFT,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show validation failure state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes VALIDATION_FAILURE for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-06,F180,Subcontract manufacturing,Manufacturing,document,CONCURRENCY_CONFLICT,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Detect or serialize concurrent actors so stale state cannot silently overwrite authoritative truth.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Detect or serialize concurrent actors so stale state cannot silently overwrite authoritative truth.,SUBMITTED,CONFLICT_VISIBLE,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show concurrency conflict state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes CONCURRENCY_CONFLICT for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-07,F180,Subcontract manufacturing,Manufacturing,document,DUPLICATE_RETRY,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,"Use idempotency/replay rules so duplicate submit, job, callback or client retry does not duplicate effects.","For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Use idempotency/replay rules so duplicate submit, job, callback or client retry does not duplicate effects.",REQUEST_IN_FLIGHT,ORIGINAL_RESULT_REUSED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show duplicate retry state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes DUPLICATE_RETRY for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-08,F180,Subcontract manufacturing,Manufacturing,document,REVERSAL_RECOVERY,Production supervisor,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Use explicit cancel/reopen/reverse/compensate semantics rather than deleting authoritative history.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Use explicit cancel/reopen/reverse/compensate semantics rather than deleting authoritative history.,FULFILLED,REVERSED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show reversal recovery state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes REVERSAL_RECOVERY for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-09,F180,Subcontract manufacturing,Manufacturing,document,DOWNSTREAM_FAILURE,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,"Surface partial integration/worker failure, preserve source truth, retry safely and route persistent failures to an exception queue.","For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Surface partial integration/worker failure, preserve source truth, retry safely and route persistent failures to an exception queue.",LOCAL_COMMIT_OR_PENDING_EFFECT,EXCEPTION_VISIBLE,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show downstream failure state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes DOWNSTREAM_FAILURE for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F180-PFC-10,F180,Subcontract manufacturing,Manufacturing,document,RECONCILIATION_CLOSURE,Production supervisor,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F180 permission and applicable scope; prerequisite records active and accessible.,Prove the feature result agrees with downstream ledger/stock/payment/payroll/project/audit truth where applicable and close exceptions visibly.,For Subcontract manufacturing: resolve authorised context; load current authoritative state; evaluate the business document lifecycle rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Prove the feature result agrees with downstream ledger/stock/payment/payroll/project/audit truth where applicable and close exceptions visibly.,COMPLETED_WITH_DOWNSTREAM_EFFECTS,RECONCILED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F180 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show reconciliation closure state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F180; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F180 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes RECONCILIATION_CLOSURE for F180, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
F181-PFC-01,F181,Production quality inspections,Manufacturing,manufacturing,ENTRY_CONTEXT,Planner / shop-floor operator,Manufacturing workspace / authorised deep link / related-record context,Authenticated tenant/company context; F181 permission and applicable scope; prerequisite records active and accessible.,Open the correct workspace/deep link and resolve authoritative tenant/company/site context before exposing actions.,For Production quality inspections: resolve authorised context; load current authoritative state; evaluate the planning/shop-floor execution rules; execute only through the owning module command; persist transaction/audit/outbox atomically when writing; render the resulting state and permitted next actions. Path objective: Open the correct workspace/deep link and resolve authoritative tenant/company/site context before exposing actions.,OUTSIDE,PLANNED,Server checks module entitlement + Manufacturing action permission + company/branch/site/project/warehouse/record/field scope before protected read/write.,Apply the frozen F181 semantic CORE/DATA/RULE requirements plus current effective configuration; stale/deleted/held/closed references and illegal transitions must fail server-side.,Read path uses version/freshness semantics; writes use optimistic version checks or row/advisory locks according to invariant risk. Retryable mutations require an idempotency key or stable natural replay key; duplicate result returns the original outcome.,"Show entry context state with role-appropriate actions, reason/error, current version, processing/disabled controls where applicable, and accessible status announcement. Desktop/tablet/mobile adaptation follows the dossier mobile classification and Experience Kernel.","Use only public module/shared-platform contracts listed by F181; audit/outbox is mandatory for material writes. If no business downstream effect applies, record an explicit NONE decision rather than performing hidden writes.","No partial authoritative mutation may remain after a synchronous failure. Unknown async/external outcome becomes pending/exception, is retried with backoff, and is reconciled before closure. Reversal is compensating/versioned, never destructive history deletion.",Correlation/request id + actor + scope + F181 command/query + before/after or decision reason + idempotency/retry metadata for material actions.,"Automated/E2E test executes ENTRY_CONTEXT for F181, proves expected visible state and authoritative data/audit/downstream outcome, and proves prohibited side effects do not occur.",FROZEN,2026-08-31
