feature_id,feature_name,module,dossier_path,schema_version,mandatory_sections,nested_requirement_types,requirement_contract,ux_contract,working_status,readiness_gate,current_code_evidence,semantic_research,note
F112,Stock reservations,Stock / Inventory,docs/03-modules/stock/features/F112-stock-reservations.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F113,Available stock,Stock / Inventory,docs/03-modules/stock/features/F113-available-stock.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F114,Available-to-promise,Stock / Inventory,docs/03-modules/stock/features/F114-available-to-promise.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F115,Batch tracking,Stock / Inventory,docs/03-modules/stock/features/F115-batch-tracking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F116,Lot tracking,Stock / Inventory,docs/03-modules/stock/features/F116-lot-tracking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F117,Serial-number tracking,Stock / Inventory,docs/03-modules/stock/features/F117-serial-number-tracking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F118,Expiry dates,Stock / Inventory,docs/03-modules/stock/features/F118-expiry-dates.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F119,Barcode scanning,Stock / Inventory,docs/03-modules/stock/features/F119-barcode-scanning.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F120,Cycle counting,Stock / Inventory,docs/03-modules/stock/features/F120-cycle-counting.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F121,Physical inventory,Stock / Inventory,docs/03-modules/stock/features/F121-physical-inventory.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F122,Reorder point,Stock / Inventory,docs/03-modules/stock/features/F122-reorder-point.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F123,Minimum / maximum stock,Stock / Inventory,docs/03-modules/stock/features/F123-minimum-maximum-stock.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F124,Safety stock,Stock / Inventory,docs/03-modules/stock/features/F124-safety-stock.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F125,Automatic replenishment,Stock / Inventory,docs/03-modules/stock/features/F125-automatic-replenishment.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F126,Negative-stock control,Stock / Inventory,docs/03-modules/stock/features/F126-negative-stock-control.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F127,FIFO valuation,Stock / Inventory,docs/03-modules/stock/features/F127-fifo-valuation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F128,Weighted / moving-average valuation,Stock / Inventory,docs/03-modules/stock/features/F128-weighted-moving-average-valuation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F129,Standard costing,Stock / Inventory,docs/03-modules/stock/features/F129-standard-costing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F130,Inventory valuation,Stock / Inventory,docs/03-modules/stock/features/F130-inventory-valuation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F131,Landed cost allocation,Stock / Inventory,docs/03-modules/stock/features/F131-landed-cost-allocation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F132,Stock aging,Stock / Inventory,docs/03-modules/stock/features/F132-stock-aging.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F133,Slow-moving inventory,Stock / Inventory,docs/03-modules/stock/features/F133-slow-moving-inventory.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F134,Dead-stock reporting,Stock / Inventory,docs/03-modules/stock/features/F134-dead-stock-reporting.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F135,Picking,Stock / Inventory,docs/03-modules/stock/features/F135-picking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F136,Packing,Stock / Inventory,docs/03-modules/stock/features/F136-packing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F137,Shipping,Stock / Inventory,docs/03-modules/stock/features/F137-shipping.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F138,Returns,Stock / Inventory,docs/03-modules/stock/features/F138-returns.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F139,Damaged stock,Stock / Inventory,docs/03-modules/stock/features/F139-damaged-stock.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F140,Quarantine and quality-held stock,Stock / Inventory,docs/03-modules/stock/features/F140-quarantine-and-quality-held-stock.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F141,Batch / serial traceability,Stock / Inventory,docs/03-modules/stock/features/F141-batch-serial-traceability.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F142,Inventory movement history,Stock / Inventory,docs/03-modules/stock/features/F142-inventory-movement-history.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F143,Stock reports,Stock / Inventory,docs/03-modules/stock/features/F143-stock-reports.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F144,Inventory dashboard,Stock / Inventory,docs/03-modules/stock/features/F144-inventory-dashboard.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F145,Bill of Materials (BOM),Manufacturing,docs/03-modules/manufacturing/features/F145-bill-of-materials-bom.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F146,Multi-level BOM,Manufacturing,docs/03-modules/manufacturing/features/F146-multi-level-bom.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F147,BOM versions,Manufacturing,docs/03-modules/manufacturing/features/F147-bom-versions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F148,BOM revisions,Manufacturing,docs/03-modules/manufacturing/features/F148-bom-revisions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F149,Alternate BOM,Manufacturing,docs/03-modules/manufacturing/features/F149-alternate-bom.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F150,Routings,Manufacturing,docs/03-modules/manufacturing/features/F150-routings.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F151,Operations,Manufacturing,docs/03-modules/manufacturing/features/F151-operations.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F152,Work centres,Manufacturing,docs/03-modules/manufacturing/features/F152-work-centres.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F153,Machine / work-centre capacity,Manufacturing,docs/03-modules/manufacturing/features/F153-machine-work-centre-capacity.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F154,Shift calendars,Manufacturing,docs/03-modules/manufacturing/features/F154-shift-calendars.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F155,Manufacturing orders,Manufacturing,docs/03-modules/manufacturing/features/F155-manufacturing-orders.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F156,Work orders,Manufacturing,docs/03-modules/manufacturing/features/F156-work-orders.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F157,Job cards,Manufacturing,docs/03-modules/manufacturing/features/F157-job-cards.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F158,Production planning,Manufacturing,docs/03-modules/manufacturing/features/F158-production-planning.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F159,MRP,Manufacturing,docs/03-modules/manufacturing/features/F159-mrp.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F160,Material requirements,Manufacturing,docs/03-modules/manufacturing/features/F160-material-requirements.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F161,Material availability,Manufacturing,docs/03-modules/manufacturing/features/F161-material-availability.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F162,Raw-material reservations,Manufacturing,docs/03-modules/manufacturing/features/F162-raw-material-reservations.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F163,Material issue,Manufacturing,docs/03-modules/manufacturing/features/F163-material-issue.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F164,Material consumption,Manufacturing,docs/03-modules/manufacturing/features/F164-material-consumption.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F165,Backflushing,Manufacturing,docs/03-modules/manufacturing/features/F165-backflushing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F166,Work in progress,Manufacturing,docs/03-modules/manufacturing/features/F166-work-in-progress.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F167,Finished-goods receipt,Manufacturing,docs/03-modules/manufacturing/features/F167-finished-goods-receipt.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F168,Production scheduling,Manufacturing,docs/03-modules/manufacturing/features/F168-production-scheduling.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F169,Labor time,Manufacturing,docs/03-modules/manufacturing/features/F169-labor-time.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F170,Machine time,Manufacturing,docs/03-modules/manufacturing/features/F170-machine-time.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F171,Setup time,Manufacturing,docs/03-modules/manufacturing/features/F171-setup-time.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F172,Scrap,Manufacturing,docs/03-modules/manufacturing/features/F172-scrap.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F173,Waste,Manufacturing,docs/03-modules/manufacturing/features/F173-waste.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F174,By-products and co-products,Manufacturing,docs/03-modules/manufacturing/features/F174-by-products-and-co-products.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F175,Rework,Manufacturing,docs/03-modules/manufacturing/features/F175-rework.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F176,Batch manufacturing,Manufacturing,docs/03-modules/manufacturing/features/F176-batch-manufacturing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F177,Serial tracking,Manufacturing,docs/03-modules/manufacturing/features/F177-serial-tracking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F178,Make-to-stock,Manufacturing,docs/03-modules/manufacturing/features/F178-make-to-stock.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F179,Make-to-order,Manufacturing,docs/03-modules/manufacturing/features/F179-make-to-order.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F180,Subcontract manufacturing,Manufacturing,docs/03-modules/manufacturing/features/F180-subcontract-manufacturing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F181,Production quality inspections,Manufacturing,docs/03-modules/manufacturing/features/F181-production-quality-inspections.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F182,Production hold,Manufacturing,docs/03-modules/manufacturing/features/F182-production-hold.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F183,Production costing,Manufacturing,docs/03-modules/manufacturing/features/F183-production-costing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F184,Standard vs actual costing,Manufacturing,docs/03-modules/manufacturing/features/F184-standard-vs-actual-costing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F185,Cost variance,Manufacturing,docs/03-modules/manufacturing/features/F185-cost-variance.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F186,Yield analysis,Manufacturing,docs/03-modules/manufacturing/features/F186-yield-analysis.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F187,Production efficiency,Manufacturing,docs/03-modules/manufacturing/features/F187-production-efficiency.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F188,Downtime,Manufacturing,docs/03-modules/manufacturing/features/F188-downtime.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F189,Maintenance integration,Manufacturing,docs/03-modules/manufacturing/features/F189-maintenance-integration.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F190,Engineering change and revision control,Manufacturing,docs/03-modules/manufacturing/features/F190-engineering-change-and-revision-control.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F191,Production reports,Manufacturing,docs/03-modules/manufacturing/features/F191-production-reports.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F192,Production dashboard,Manufacturing,docs/03-modules/manufacturing/features/F192-production-dashboard.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F193,Projects,Projects,docs/03-modules/projects/features/F193-projects.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F194,Customer projects,Projects,docs/03-modules/projects/features/F194-customer-projects.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F195,Internal projects,Projects,docs/03-modules/projects/features/F195-internal-projects.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F196,Project templates,Projects,docs/03-modules/projects/features/F196-project-templates.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F197,Work Breakdown Structure (WBS),Projects,docs/03-modules/projects/features/F197-work-breakdown-structure-wbs.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F198,Milestones,Projects,docs/03-modules/projects/features/F198-milestones.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F199,Tasks,Projects,docs/03-modules/projects/features/F199-tasks.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F200,Subtasks,Projects,docs/03-modules/projects/features/F200-subtasks.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F201,Task dependencies,Projects,docs/03-modules/projects/features/F201-task-dependencies.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F202,Assignees,Projects,docs/03-modules/projects/features/F202-assignees.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F203,Priority,Projects,docs/03-modules/projects/features/F203-priority.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F204,Project status,Projects,docs/03-modules/projects/features/F204-project-status.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F205,Gantt chart,Projects,docs/03-modules/projects/features/F205-gantt-chart.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F206,Kanban / task board,Projects,docs/03-modules/projects/features/F206-kanban-task-board.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F207,Project calendar,Projects,docs/03-modules/projects/features/F207-project-calendar.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F208,Resource allocation,Projects,docs/03-modules/projects/features/F208-resource-allocation.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F209,Resource availability,Projects,docs/03-modules/projects/features/F209-resource-availability.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F210,Timesheets,Projects,docs/03-modules/projects/features/F210-timesheets.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F211,Project expenses,Projects,docs/03-modules/projects/features/F211-project-expenses.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F212,Materials consumed,Projects,docs/03-modules/projects/features/F212-materials-consumed.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F213,Project procurement,Projects,docs/03-modules/projects/features/F213-project-procurement.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F214,Project budget,Projects,docs/03-modules/projects/features/F214-project-budget.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F215,Budget revisions,Projects,docs/03-modules/projects/features/F215-budget-revisions.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F216,Cost tracking,Projects,docs/03-modules/projects/features/F216-cost-tracking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F217,Revenue tracking,Projects,docs/03-modules/projects/features/F217-revenue-tracking.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F218,Fixed-price billing,Projects,docs/03-modules/projects/features/F218-fixed-price-billing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F219,Time-and-material billing,Projects,docs/03-modules/projects/features/F219-time-and-material-billing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F220,Milestone billing,Projects,docs/03-modules/projects/features/F220-milestone-billing.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F221,Project invoices,Projects,docs/03-modules/projects/features/F221-project-invoices.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
F222,Project profitability,Projects,docs/03-modules/projects/features/F222-project-profitability.md,3.0.0,54,21,PASS,PASS,UNSPECIFIED,NONE,PENDING_MODULE_PASS,PENDING_MODULE_PASS,Framework contract only; does not claim researched subfeature completeness.
