requirement_id,feature_id,capability_id,module,requirement_type,priority,ui_relevance,test_ids,status
F068-AUTO-001,F068,PROC-CAP-002,Procurement,AUTO,P0,AFFECTS_UI_STATE,PVT-F068-AUTO-001,NOT_STARTED
F068-APP-001,F068,PROC-CAP-002,Procurement,APP,P0,DIRECT_UI,PVT-F068-APP-001,NOT_STARTED
F068-NOTIF-001,F068,PROC-CAP-002,Procurement,NOTIF,P0,AFFECTS_UI_STATE,PVT-F068-NOTIF-001,NOT_STARTED
F068-REP-001,F068,PROC-CAP-002,Procurement,REP,P0,DIRECT_UI,PVT-F068-REP-001,NOT_STARTED
F068-AI-001,F068,PROC-CAP-002,Procurement,AI,P0,AFFECTS_UI_STATE,PVT-F068-AI-001,NOT_STARTED
F068-INT-001,F068,PROC-CAP-002,Procurement,INT,P0,NO_DIRECT_UI,TST-F068-INT-001;PVT-F068-INT-001,NOT_STARTED
F068-INT-002,F068,PROC-CAP-002,Procurement,INT,P0,NO_DIRECT_UI,TST-F068-INT-002;PVT-F068-INT-002,NOT_STARTED
F068-API-001,F068,PROC-CAP-002,Procurement,API,P0,NO_DIRECT_UI,TST-F068-API-001;PVT-F068-API-001,NOT_STARTED
F068-API-002,F068,PROC-CAP-002,Procurement,API,P0,NO_DIRECT_UI,TST-F068-API-002;PVT-F068-API-002,NOT_STARTED
F068-PERF-001,F068,PROC-CAP-002,Procurement,PERF,P0,AFFECTS_UI_STATE,TST-F068-PERF-001;PVT-F068-PERF-001,NOT_STARTED
F068-OBS-001,F068,PROC-CAP-002,Procurement,OBS,P0,NO_DIRECT_UI,TST-F068-OBS-001;PVT-F068-OBS-001,NOT_STARTED
F068-E2E-001,F068,PROC-CAP-002,Procurement,E2E,P0,NO_DIRECT_UI,TST-F068-E2E-001;PVT-F068-E2E-001,NOT_STARTED
F068-E2E-002,F068,PROC-CAP-002,Procurement,E2E,P0,NO_DIRECT_UI,TST-F068-E2E-002;PVT-F068-E2E-002,NOT_STARTED
F068-UAT-001,F068,PROC-CAP-002,Procurement,UAT,P0,NO_DIRECT_UI,TST-F068-UAT-001;PVT-F068-UAT-001,NOT_STARTED
F068-UAT-002,F068,PROC-CAP-002,Procurement,UAT,P0,NO_DIRECT_UI,TST-F068-UAT-002;PVT-F068-UAT-002,NOT_STARTED
F069-CAP-001,F069,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F069-CAP-001,IMPLEMENTED_UNVERIFIED
F069-CAP-002,F069,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F069-CAP-002,IMPLEMENTED_UNVERIFIED
F069-CAP-003,F069,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F069-CAP-003,IMPLEMENTED_UNVERIFIED
F069-FR-001,F069,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F069-FR-001;PVT-F069-FR-001,IMPLEMENTED_UNVERIFIED
F069-FR-002,F069,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F069-FR-002;PVT-F069-FR-002,IMPLEMENTED_UNVERIFIED
F069-FR-003,F069,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F069-FR-003;PVT-F069-FR-003,IMPLEMENTED_UNVERIFIED
F069-US-001,F069,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F069-US-001,IMPLEMENTED_UNVERIFIED
F069-US-002,F069,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F069-US-002,IMPLEMENTED_UNVERIFIED
F069-FLOW-001,F069,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F069-FLOW-001,IMPLEMENTED_UNVERIFIED
F069-FLOW-002,F069,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F069-FLOW-002,IMPLEMENTED_UNVERIFIED
F069-BR-001,F069,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F069-BR-001;PVT-F069-BR-001,IMPLEMENTED_UNVERIFIED
F069-BR-002,F069,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F069-BR-002;PVT-F069-BR-002,IMPLEMENTED_UNVERIFIED
F069-DATA-001,F069,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F069-DATA-001,IMPLEMENTED_UNVERIFIED
F069-DATA-002,F069,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F069-DATA-002,IMPLEMENTED_UNVERIFIED
F069-VAL-001,F069,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F069-VAL-001;PVT-F069-VAL-001,IMPLEMENTED_UNVERIFIED
F069-VAL-002,F069,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F069-VAL-002;PVT-F069-VAL-002,IMPLEMENTED_UNVERIFIED
F069-CALC-001,F069,PROC-CAP-003,Procurement,CALC,P0,AFFECTS_UI_STATE,TST-F069-CALC-001;PVT-F069-CALC-001,IMPLEMENTED_UNVERIFIED
F069-UX-001,F069,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F069-UX-001,IMPLEMENTED_UNVERIFIED
F069-UX-002,F069,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F069-UX-002,IMPLEMENTED_UNVERIFIED
F069-UX-003,F069,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F069-UX-003,IMPLEMENTED_UNVERIFIED
F069-SEC-001,F069,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F069-SEC-001;PVT-F069-SEC-001,IMPLEMENTED_UNVERIFIED
F069-SEC-002,F069,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F069-SEC-002;PVT-F069-SEC-002,IMPLEMENTED_UNVERIFIED
F069-AUTO-001,F069,PROC-CAP-003,Procurement,AUTO,P0,AFFECTS_UI_STATE,PVT-F069-AUTO-001,IMPLEMENTED_UNVERIFIED
F069-APP-001,F069,PROC-CAP-003,Procurement,APP,P0,DIRECT_UI,PVT-F069-APP-001,IMPLEMENTED_UNVERIFIED
F069-NOTIF-001,F069,PROC-CAP-003,Procurement,NOTIF,P0,AFFECTS_UI_STATE,PVT-F069-NOTIF-001,IMPLEMENTED_UNVERIFIED
F069-REP-001,F069,PROC-CAP-003,Procurement,REP,P0,DIRECT_UI,PVT-F069-REP-001,IMPLEMENTED_UNVERIFIED
F069-AI-001,F069,PROC-CAP-003,Procurement,AI,P0,AFFECTS_UI_STATE,PVT-F069-AI-001,IMPLEMENTED_UNVERIFIED
F069-INT-001,F069,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F069-INT-001;PVT-F069-INT-001,IMPLEMENTED_UNVERIFIED
F069-INT-002,F069,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F069-INT-002;PVT-F069-INT-002,IMPLEMENTED_UNVERIFIED
F069-API-001,F069,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F069-API-001;PVT-F069-API-001,IMPLEMENTED_UNVERIFIED
F069-API-002,F069,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F069-API-002;PVT-F069-API-002,IMPLEMENTED_UNVERIFIED
F069-PERF-001,F069,PROC-CAP-003,Procurement,PERF,P0,AFFECTS_UI_STATE,TST-F069-PERF-001;PVT-F069-PERF-001,IMPLEMENTED_UNVERIFIED
F069-OBS-001,F069,PROC-CAP-003,Procurement,OBS,P0,NO_DIRECT_UI,TST-F069-OBS-001;PVT-F069-OBS-001,IMPLEMENTED_UNVERIFIED
F069-E2E-001,F069,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F069-E2E-001;PVT-F069-E2E-001,IMPLEMENTED_UNVERIFIED
F069-E2E-002,F069,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F069-E2E-002;PVT-F069-E2E-002,IMPLEMENTED_UNVERIFIED
F069-UAT-001,F069,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F069-UAT-001;PVT-F069-UAT-001,IMPLEMENTED_UNVERIFIED
F069-UAT-002,F069,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F069-UAT-002;PVT-F069-UAT-002,IMPLEMENTED_UNVERIFIED
F070-CAP-001,F070,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F070-CAP-001,NOT_STARTED
F070-CAP-002,F070,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F070-CAP-002,NOT_STARTED
F070-CAP-003,F070,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F070-CAP-003,NOT_STARTED
F070-FR-001,F070,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F070-FR-001;PVT-F070-FR-001,NOT_STARTED
F070-FR-002,F070,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F070-FR-002;PVT-F070-FR-002,NOT_STARTED
F070-FR-003,F070,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F070-FR-003;PVT-F070-FR-003,NOT_STARTED
F070-US-001,F070,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F070-US-001,NOT_STARTED
F070-US-002,F070,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F070-US-002,NOT_STARTED
F070-FLOW-001,F070,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F070-FLOW-001,NOT_STARTED
F070-FLOW-002,F070,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F070-FLOW-002,NOT_STARTED
F070-BR-001,F070,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F070-BR-001;PVT-F070-BR-001,NOT_STARTED
F070-BR-002,F070,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F070-BR-002;PVT-F070-BR-002,NOT_STARTED
F070-DATA-001,F070,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F070-DATA-001,NOT_STARTED
F070-DATA-002,F070,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F070-DATA-002,NOT_STARTED
F070-VAL-001,F070,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F070-VAL-001;PVT-F070-VAL-001,NOT_STARTED
F070-VAL-002,F070,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F070-VAL-002;PVT-F070-VAL-002,NOT_STARTED
F070-CALC-001,F070,PROC-CAP-003,Procurement,CALC,P0,AFFECTS_UI_STATE,TST-F070-CALC-001;PVT-F070-CALC-001,NOT_STARTED
F070-UX-001,F070,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F070-UX-001,NOT_STARTED
F070-UX-002,F070,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F070-UX-002,NOT_STARTED
F070-UX-003,F070,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F070-UX-003,NOT_STARTED
F070-SEC-001,F070,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F070-SEC-001;PVT-F070-SEC-001,NOT_STARTED
F070-SEC-002,F070,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F070-SEC-002;PVT-F070-SEC-002,NOT_STARTED
F070-AUTO-001,F070,PROC-CAP-003,Procurement,AUTO,P0,AFFECTS_UI_STATE,PVT-F070-AUTO-001,NOT_STARTED
F070-APP-001,F070,PROC-CAP-003,Procurement,APP,P0,DIRECT_UI,PVT-F070-APP-001,NOT_STARTED
F070-NOTIF-001,F070,PROC-CAP-003,Procurement,NOTIF,P0,AFFECTS_UI_STATE,PVT-F070-NOTIF-001,NOT_STARTED
F070-REP-001,F070,PROC-CAP-003,Procurement,REP,P0,DIRECT_UI,PVT-F070-REP-001,NOT_STARTED
F070-AI-001,F070,PROC-CAP-003,Procurement,AI,P0,AFFECTS_UI_STATE,PVT-F070-AI-001,NOT_STARTED
F070-INT-001,F070,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F070-INT-001;PVT-F070-INT-001,NOT_STARTED
F070-INT-002,F070,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F070-INT-002;PVT-F070-INT-002,NOT_STARTED
F070-API-001,F070,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F070-API-001;PVT-F070-API-001,NOT_STARTED
F070-API-002,F070,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F070-API-002;PVT-F070-API-002,NOT_STARTED
F070-PERF-001,F070,PROC-CAP-003,Procurement,PERF,P0,AFFECTS_UI_STATE,TST-F070-PERF-001;PVT-F070-PERF-001,NOT_STARTED
F070-OBS-001,F070,PROC-CAP-003,Procurement,OBS,P0,NO_DIRECT_UI,TST-F070-OBS-001;PVT-F070-OBS-001,NOT_STARTED
F070-E2E-001,F070,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F070-E2E-001;PVT-F070-E2E-001,NOT_STARTED
F070-E2E-002,F070,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F070-E2E-002;PVT-F070-E2E-002,NOT_STARTED
F070-UAT-001,F070,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F070-UAT-001;PVT-F070-UAT-001,NOT_STARTED
F070-UAT-002,F070,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F070-UAT-002;PVT-F070-UAT-002,NOT_STARTED
F071-CAP-001,F071,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F071-CAP-001,NOT_STARTED
F071-CAP-002,F071,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F071-CAP-002,NOT_STARTED
F071-CAP-003,F071,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F071-CAP-003,NOT_STARTED
F071-FR-001,F071,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F071-FR-001;PVT-F071-FR-001,NOT_STARTED
F071-FR-002,F071,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F071-FR-002;PVT-F071-FR-002,NOT_STARTED
F071-FR-003,F071,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F071-FR-003;PVT-F071-FR-003,NOT_STARTED
F071-US-001,F071,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F071-US-001,NOT_STARTED
F071-US-002,F071,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F071-US-002,NOT_STARTED
F071-FLOW-001,F071,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F071-FLOW-001,NOT_STARTED
F071-FLOW-002,F071,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F071-FLOW-002,NOT_STARTED
F071-BR-001,F071,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F071-BR-001;PVT-F071-BR-001,NOT_STARTED
F071-BR-002,F071,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F071-BR-002;PVT-F071-BR-002,NOT_STARTED
F071-DATA-001,F071,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F071-DATA-001,NOT_STARTED
F071-DATA-002,F071,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F071-DATA-002,NOT_STARTED
F071-VAL-001,F071,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F071-VAL-001;PVT-F071-VAL-001,NOT_STARTED
F071-VAL-002,F071,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F071-VAL-002;PVT-F071-VAL-002,NOT_STARTED
F071-CALC-001,F071,PROC-CAP-003,Procurement,CALC,P0,AFFECTS_UI_STATE,TST-F071-CALC-001;PVT-F071-CALC-001,NOT_STARTED
F071-UX-001,F071,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F071-UX-001,NOT_STARTED
F071-UX-002,F071,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F071-UX-002,NOT_STARTED
F071-UX-003,F071,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F071-UX-003,NOT_STARTED
F071-SEC-001,F071,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F071-SEC-001;PVT-F071-SEC-001,NOT_STARTED
F071-SEC-002,F071,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F071-SEC-002;PVT-F071-SEC-002,NOT_STARTED
F071-AUTO-001,F071,PROC-CAP-003,Procurement,AUTO,P0,AFFECTS_UI_STATE,PVT-F071-AUTO-001,NOT_STARTED
F071-APP-001,F071,PROC-CAP-003,Procurement,APP,P0,DIRECT_UI,PVT-F071-APP-001,NOT_STARTED
F071-NOTIF-001,F071,PROC-CAP-003,Procurement,NOTIF,P0,AFFECTS_UI_STATE,PVT-F071-NOTIF-001,NOT_STARTED
F071-REP-001,F071,PROC-CAP-003,Procurement,REP,P0,DIRECT_UI,PVT-F071-REP-001,NOT_STARTED
F071-AI-001,F071,PROC-CAP-003,Procurement,AI,P0,AFFECTS_UI_STATE,PVT-F071-AI-001,NOT_STARTED
F071-INT-001,F071,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F071-INT-001;PVT-F071-INT-001,NOT_STARTED
F071-INT-002,F071,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F071-INT-002;PVT-F071-INT-002,NOT_STARTED
F071-API-001,F071,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F071-API-001;PVT-F071-API-001,NOT_STARTED
F071-API-002,F071,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F071-API-002;PVT-F071-API-002,NOT_STARTED
F071-PERF-001,F071,PROC-CAP-003,Procurement,PERF,P0,AFFECTS_UI_STATE,TST-F071-PERF-001;PVT-F071-PERF-001,NOT_STARTED
F071-OBS-001,F071,PROC-CAP-003,Procurement,OBS,P0,NO_DIRECT_UI,TST-F071-OBS-001;PVT-F071-OBS-001,NOT_STARTED
F071-E2E-001,F071,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F071-E2E-001;PVT-F071-E2E-001,NOT_STARTED
F071-E2E-002,F071,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F071-E2E-002;PVT-F071-E2E-002,NOT_STARTED
F071-UAT-001,F071,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F071-UAT-001;PVT-F071-UAT-001,NOT_STARTED
F071-UAT-002,F071,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F071-UAT-002;PVT-F071-UAT-002,NOT_STARTED
F072-CAP-001,F072,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F072-CAP-001,IMPLEMENTED_UNVERIFIED
F072-CAP-002,F072,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F072-CAP-002,IMPLEMENTED_UNVERIFIED
F072-CAP-003,F072,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F072-CAP-003,IMPLEMENTED_UNVERIFIED
F072-FR-001,F072,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F072-FR-001;PVT-F072-FR-001,IMPLEMENTED_UNVERIFIED
F072-FR-002,F072,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F072-FR-002;PVT-F072-FR-002,IMPLEMENTED_UNVERIFIED
F072-FR-003,F072,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F072-FR-003;PVT-F072-FR-003,IMPLEMENTED_UNVERIFIED
F072-US-001,F072,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F072-US-001,IMPLEMENTED_UNVERIFIED
F072-US-002,F072,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F072-US-002,IMPLEMENTED_UNVERIFIED
F072-FLOW-001,F072,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F072-FLOW-001,IMPLEMENTED_UNVERIFIED
F072-FLOW-002,F072,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F072-FLOW-002,IMPLEMENTED_UNVERIFIED
F072-BR-001,F072,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F072-BR-001;PVT-F072-BR-001,IMPLEMENTED_UNVERIFIED
F072-BR-002,F072,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F072-BR-002;PVT-F072-BR-002,IMPLEMENTED_UNVERIFIED
F072-DATA-001,F072,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F072-DATA-001,IMPLEMENTED_UNVERIFIED
F072-DATA-002,F072,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F072-DATA-002,IMPLEMENTED_UNVERIFIED
F072-VAL-001,F072,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F072-VAL-001;PVT-F072-VAL-001,IMPLEMENTED_UNVERIFIED
F072-VAL-002,F072,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F072-VAL-002;PVT-F072-VAL-002,IMPLEMENTED_UNVERIFIED
F072-CALC-001,F072,PROC-CAP-003,Procurement,CALC,P0,AFFECTS_UI_STATE,TST-F072-CALC-001;PVT-F072-CALC-001,IMPLEMENTED_UNVERIFIED
F072-UX-001,F072,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F072-UX-001,IMPLEMENTED_UNVERIFIED
F072-UX-002,F072,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F072-UX-002,IMPLEMENTED_UNVERIFIED
F072-UX-003,F072,PROC-CAP-003,Procurement,UX,P0,DIRECT_UI,PVT-F072-UX-003,IMPLEMENTED_UNVERIFIED
F072-SEC-001,F072,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F072-SEC-001;PVT-F072-SEC-001,IMPLEMENTED_UNVERIFIED
F072-SEC-002,F072,PROC-CAP-003,Procurement,SEC,P0,AFFECTS_UI_STATE,TST-F072-SEC-002;PVT-F072-SEC-002,IMPLEMENTED_UNVERIFIED
F072-AUTO-001,F072,PROC-CAP-003,Procurement,AUTO,P0,AFFECTS_UI_STATE,PVT-F072-AUTO-001,IMPLEMENTED_UNVERIFIED
F072-APP-001,F072,PROC-CAP-003,Procurement,APP,P0,DIRECT_UI,PVT-F072-APP-001,IMPLEMENTED_UNVERIFIED
F072-NOTIF-001,F072,PROC-CAP-003,Procurement,NOTIF,P0,AFFECTS_UI_STATE,PVT-F072-NOTIF-001,IMPLEMENTED_UNVERIFIED
F072-REP-001,F072,PROC-CAP-003,Procurement,REP,P0,DIRECT_UI,PVT-F072-REP-001,IMPLEMENTED_UNVERIFIED
F072-AI-001,F072,PROC-CAP-003,Procurement,AI,P0,AFFECTS_UI_STATE,PVT-F072-AI-001,IMPLEMENTED_UNVERIFIED
F072-INT-001,F072,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F072-INT-001;PVT-F072-INT-001,IMPLEMENTED_UNVERIFIED
F072-INT-002,F072,PROC-CAP-003,Procurement,INT,P0,NO_DIRECT_UI,TST-F072-INT-002;PVT-F072-INT-002,IMPLEMENTED_UNVERIFIED
F072-API-001,F072,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F072-API-001;PVT-F072-API-001,IMPLEMENTED_UNVERIFIED
F072-API-002,F072,PROC-CAP-003,Procurement,API,P0,NO_DIRECT_UI,TST-F072-API-002;PVT-F072-API-002,IMPLEMENTED_UNVERIFIED
F072-PERF-001,F072,PROC-CAP-003,Procurement,PERF,P0,AFFECTS_UI_STATE,TST-F072-PERF-001;PVT-F072-PERF-001,IMPLEMENTED_UNVERIFIED
F072-OBS-001,F072,PROC-CAP-003,Procurement,OBS,P0,NO_DIRECT_UI,TST-F072-OBS-001;PVT-F072-OBS-001,IMPLEMENTED_UNVERIFIED
F072-E2E-001,F072,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F072-E2E-001;PVT-F072-E2E-001,IMPLEMENTED_UNVERIFIED
F072-E2E-002,F072,PROC-CAP-003,Procurement,E2E,P0,NO_DIRECT_UI,TST-F072-E2E-002;PVT-F072-E2E-002,IMPLEMENTED_UNVERIFIED
F072-UAT-001,F072,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F072-UAT-001;PVT-F072-UAT-001,IMPLEMENTED_UNVERIFIED
F072-UAT-002,F072,PROC-CAP-003,Procurement,UAT,P0,NO_DIRECT_UI,TST-F072-UAT-002;PVT-F072-UAT-002,IMPLEMENTED_UNVERIFIED
F073-CAP-001,F073,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F073-CAP-001,IMPLEMENTED_UNVERIFIED
F073-CAP-002,F073,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F073-CAP-002,IMPLEMENTED_UNVERIFIED
F073-CAP-003,F073,PROC-CAP-003,Procurement,CAP,P0,DIRECT_UI,PVT-F073-CAP-003,IMPLEMENTED_UNVERIFIED
F073-FR-001,F073,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F073-FR-001;PVT-F073-FR-001,IMPLEMENTED_UNVERIFIED
F073-FR-002,F073,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F073-FR-002;PVT-F073-FR-002,IMPLEMENTED_UNVERIFIED
F073-FR-003,F073,PROC-CAP-003,Procurement,FR,P0,DIRECT_UI,TST-F073-FR-003;PVT-F073-FR-003,IMPLEMENTED_UNVERIFIED
F073-US-001,F073,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F073-US-001,IMPLEMENTED_UNVERIFIED
F073-US-002,F073,PROC-CAP-003,Procurement,US,P0,DIRECT_UI,PVT-F073-US-002,IMPLEMENTED_UNVERIFIED
F073-FLOW-001,F073,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F073-FLOW-001,IMPLEMENTED_UNVERIFIED
F073-FLOW-002,F073,PROC-CAP-003,Procurement,FLOW,P0,DIRECT_UI,PVT-F073-FLOW-002,IMPLEMENTED_UNVERIFIED
F073-BR-001,F073,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F073-BR-001;PVT-F073-BR-001,IMPLEMENTED_UNVERIFIED
F073-BR-002,F073,PROC-CAP-003,Procurement,BR,P0,AFFECTS_UI_STATE,TST-F073-BR-002;PVT-F073-BR-002,IMPLEMENTED_UNVERIFIED
F073-DATA-001,F073,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F073-DATA-001,IMPLEMENTED_UNVERIFIED
F073-DATA-002,F073,PROC-CAP-003,Procurement,DATA,P0,AFFECTS_UI_STATE,PVT-F073-DATA-002,IMPLEMENTED_UNVERIFIED
F073-VAL-001,F073,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F073-VAL-001;PVT-F073-VAL-001,IMPLEMENTED_UNVERIFIED
F073-VAL-002,F073,PROC-CAP-003,Procurement,VAL,P0,AFFECTS_UI_STATE,TST-F073-VAL-002;PVT-F073-VAL-002,IMPLEMENTED_UNVERIFIED
F073-CALC-001,F073,PROC-CAP-003,Procurement,CALC,P0,AFFECTS_UI_STATE,TST-F073-CALC-001;PVT-F073-CALC-001,IMPLEMENTED_UNVERIFIED
