feature_id,module,feature_name,capability_id,web_source_files,api_source_files,sample_web_file,e2e_mentions,unit_mentions,register_claims,status,notes
F080,Procurement,Goods receipt / GRN,PROC-CAP-005,1,0,apps/web/src/features/procurement/screens/OrderDetailScreen.tsx,,tests/integration/procurement-source-to-pay.test.mjs;tests/integration/procurement-source-to-receipt-journey.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F081,Procurement,Partial receipts,PROC-CAP-005,0,0,,,tests/integration/procurement-source-to-pay.test.mjs;tests/integration/procurement-source-to-receipt-journey.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F082,Procurement,Rejected receipts,PROC-CAP-005,2,0,apps/web/src/features/procurement/screens/OrderDetailScreen.tsx,,tests/integration/procurement-source-to-pay.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F083,Procurement,Purchase returns,PROC-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/procurement-source-to-pay.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F084,Procurement,Supplier invoices,PROC-CAP-006,1,1,apps/web/src/features/procurement/screens/InvoiceMatchScreen.tsx,,tests/integration/procurement-source-to-pay.test.mjs;tests/integration/procurement-source-to-receipt-journey.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F085,Procurement,2-way matching,PROC-CAP-006,0,1,,,tests/integration/procurement-source-to-pay.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F086,Procurement,3-way matching: PO – GRN – Invoice,PROC-CAP-006,2,1,apps/web/src/features/procurement/screens/InvoiceMatchScreen.tsx,,tests/integration/procurement-source-to-pay.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F087,Procurement,Landed costs,PROC-CAP-006,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F088,Procurement,Payment terms,PROC-CAP-006,0,0,,,tests/integration/procurement-source-to-pay.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F089,Procurement,Supplier performance,PROC-CAP-007,2,0,apps/web/src/features/procurement/screens/AnalyticsScreens.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F090,Procurement,Supplier rating,PROC-CAP-007,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F091,Procurement,Supplier lead times,PROC-CAP-007,3,0,apps/web/src/features/procurement/screens/AnalyticsScreens.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F092,Procurement,Spend analysis,PROC-CAP-007,1,0,apps/web/src/features/procurement/screens/AnalyticsScreens.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F093,Procurement,Purchase history,PROC-CAP-007,2,0,apps/web/src/features/procurement/screens/AnalyticsScreens.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F094,Procurement,Reorder-generated purchasing,PROC-CAP-008,2,2,apps/web/src/features/procurement/screens/AnalyticsScreens.tsx,,tests/integration/procurement-source-to-pay.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F095,Procurement,Subcontract purchasing,PROC-CAP-008,0,0,,,tests/integration/procurement-source-to-pay.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F096,Procurement,Procurement dashboard,PROC-CAP-007,2,0,apps/web/src/features/procurement/screens/AnalyticsScreens.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F097,Stock / Inventory,Item master,STOCK-CAP-001,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F098,Stock / Inventory,Item categories,STOCK-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F099,Stock / Inventory,SKUs,STOCK-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F100,Stock / Inventory,Variants,STOCK-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F101,Stock / Inventory,Multiple units of measure,STOCK-CAP-001,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F102,Stock / Inventory,UOM conversions,STOCK-CAP-001,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F103,Stock / Inventory,Warehouses,STOCK-CAP-002,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F104,Stock / Inventory,Warehouse locations and bins,STOCK-CAP-002,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F105,Stock / Inventory,Multi-warehouse inventory,STOCK-CAP-002,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F106,Stock / Inventory,Real-time stock balance,STOCK-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F107,Stock / Inventory,Stock ledger,STOCK-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F108,Stock / Inventory,Goods receipts,STOCK-CAP-003,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F109,Stock / Inventory,Goods issues,STOCK-CAP-003,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F110,Stock / Inventory,Internal transfers,STOCK-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F111,Stock / Inventory,Stock adjustments,STOCK-CAP-003,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F112,Stock / Inventory,Stock reservations,STOCK-CAP-003,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F113,Stock / Inventory,Available stock,STOCK-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F114,Stock / Inventory,Available-to-promise,STOCK-CAP-003,0,2,,,,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F115,Stock / Inventory,Batch tracking,STOCK-CAP-004,0,1,,,tests/integration/inventory-stock-foundation.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F116,Stock / Inventory,Lot tracking,STOCK-CAP-004,0,0,,,tests/integration/inventory-stock-foundation.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F117,Stock / Inventory,Serial-number tracking,STOCK-CAP-004,0,1,,,tests/integration/inventory-stock-foundation.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F118,Stock / Inventory,Expiry dates,STOCK-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-stock-foundation.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F119,Stock / Inventory,Barcode scanning,STOCK-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-stock-foundation.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F120,Stock / Inventory,Cycle counting,STOCK-CAP-005,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F121,Stock / Inventory,Physical inventory,STOCK-CAP-005,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F122,Stock / Inventory,Reorder point,STOCK-CAP-005,0,1,,,tests/integration/inventory-stock-foundation.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F123,Stock / Inventory,Minimum / maximum stock,STOCK-CAP-005,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F124,Stock / Inventory,Safety stock,STOCK-CAP-005,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F125,Stock / Inventory,Automatic replenishment,STOCK-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-stock-foundation.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F126,Stock / Inventory,Negative-stock control,STOCK-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-counts.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F127,Stock / Inventory,FIFO valuation,STOCK-CAP-006,0,0,,,tests/integration/inventory-counts.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F128,Stock / Inventory,Weighted / moving-average valuation,STOCK-CAP-006,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-counts.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F129,Stock / Inventory,Standard costing,STOCK-CAP-006,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-stock-foundation.test.mjs;tests/integration/inventory-valuation.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F130,Stock / Inventory,Inventory valuation,STOCK-CAP-006,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F131,Stock / Inventory,Landed cost allocation,STOCK-CAP-006,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F132,Stock / Inventory,Stock aging,STOCK-CAP-007,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F133,Stock / Inventory,Slow-moving inventory,STOCK-CAP-007,1,2,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-valuation.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F134,Stock / Inventory,Dead-stock reporting,STOCK-CAP-007,0,0,,,tests/integration/inventory-valuation.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F135,Stock / Inventory,Picking,STOCK-CAP-008,0,2,,,tests/integration/inventory-outbound.test.mjs;tests/integration/inventory-stock-foundation.test.mjs;tests/integration/inventory-valuation.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F136,Stock / Inventory,Packing,STOCK-CAP-008,0,1,,,tests/integration/inventory-outbound.test.mjs;tests/integration/inventory-valuation.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F137,Stock / Inventory,Shipping,STOCK-CAP-008,0,2,,,tests/integration/inventory-outbound.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F138,Stock / Inventory,Returns,STOCK-CAP-008,1,2,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-exceptions.test.mjs;tests/integration/inventory-valuation.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F139,Stock / Inventory,Damaged stock,STOCK-CAP-009,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/inventory-exceptions.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F140,Stock / Inventory,Quarantine and quality-held stock,STOCK-CAP-009,0,2,,,tests/integration/inventory-exceptions.test.mjs;tests/integration/inventory-valuation.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F141,Stock / Inventory,Batch / serial traceability,STOCK-CAP-009,1,1,apps/web/src/features/inventory/screens/TraceScreens.tsx,,tests/integration/inventory-exceptions.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F142,Stock / Inventory,Inventory movement history,STOCK-CAP-009,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F143,Stock / Inventory,Stock reports,STOCK-CAP-007,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F144,Stock / Inventory,Inventory dashboard,STOCK-CAP-007,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F145,Manufacturing,Bill of Materials (BOM),MFG-CAP-001,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-engineering.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F146,Manufacturing,Multi-level BOM,MFG-CAP-001,1,1,apps/web/src/features/manufacturing/screens/WhereUsedScreen.tsx,,tests/integration/manufacturing-engineering.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F147,Manufacturing,BOM versions,MFG-CAP-001,0,0,,,tests/integration/manufacturing-engineering.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F148,Manufacturing,BOM revisions,MFG-CAP-001,0,0,,,tests/integration/manufacturing-engineering.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F149,Manufacturing,Alternate BOM,MFG-CAP-001,0,1,,,tests/integration/manufacturing-engineering.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F150,Manufacturing,Routings,MFG-CAP-002,0,1,,,tests/integration/manufacturing-routing.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F151,Manufacturing,Operations,MFG-CAP-002,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-routing.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F152,Manufacturing,Work centres,MFG-CAP-002,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-routing.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F153,Manufacturing,Machine / work-centre capacity,MFG-CAP-002,1,1,apps/web/src/features/manufacturing/screens/RoutingScreens.tsx,,tests/integration/manufacturing-routing.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F154,Manufacturing,Shift calendars,MFG-CAP-002,0,1,,,tests/integration/manufacturing-routing.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F155,Manufacturing,Manufacturing orders,MFG-CAP-003,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F156,Manufacturing,Work orders,MFG-CAP-003,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F157,Manufacturing,Job cards,MFG-CAP-003,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F158,Manufacturing,Production planning,MFG-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F159,Manufacturing,MRP,MFG-CAP-004,0,0,,,tests/integration/manufacturing-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F160,Manufacturing,Material requirements,MFG-CAP-004,0,1,,,tests/integration/manufacturing-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F161,Manufacturing,Material availability,MFG-CAP-004,0,1,,,tests/integration/manufacturing-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F162,Manufacturing,Raw-material reservations,MFG-CAP-004,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F163,Manufacturing,Material issue,MFG-CAP-004,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F164,Manufacturing,Material consumption,MFG-CAP-004,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F165,Manufacturing,Backflushing,MFG-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F166,Manufacturing,Work in progress,MFG-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F167,Manufacturing,Finished-goods receipt,MFG-CAP-004,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F168,Manufacturing,Production scheduling,MFG-CAP-003,0,1,,,tests/integration/manufacturing-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F169,Manufacturing,Labor time,MFG-CAP-003,0,1,,,tests/integration/manufacturing-execution.test.mjs;tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F170,Manufacturing,Machine time,MFG-CAP-003,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F171,Manufacturing,Setup time,MFG-CAP-003,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-execution.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F172,Manufacturing,Scrap,MFG-CAP-005,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F173,Manufacturing,Waste,MFG-CAP-005,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F174,Manufacturing,By-products and co-products,MFG-CAP-005,0,2,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F175,Manufacturing,Rework,MFG-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F176,Manufacturing,Batch manufacturing,MFG-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F177,Manufacturing,Serial tracking,MFG-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F178,Manufacturing,Make-to-stock,MFG-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F179,Manufacturing,Make-to-order,MFG-CAP-005,0,1,,,tests/integration/manufacturing-shopfloor.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F180,Manufacturing,Subcontract manufacturing,MFG-CAP-005,0,1,,,tests/integration/manufacturing-execution.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F181,Manufacturing,Production quality inspections,MFG-CAP-006,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-execution.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F182,Manufacturing,Production hold,MFG-CAP-006,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-execution.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F183,Manufacturing,Production costing,MFG-CAP-007,0,1,,,tests/integration/manufacturing-costing.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F184,Manufacturing,Standard vs actual costing,MFG-CAP-007,0,1,,,tests/integration/manufacturing-costing.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F185,Manufacturing,Cost variance,MFG-CAP-007,0,1,,,tests/integration/manufacturing-costing.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F186,Manufacturing,Yield analysis,MFG-CAP-007,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-costing.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F187,Manufacturing,Production efficiency,MFG-CAP-007,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-costing.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F188,Manufacturing,Downtime,MFG-CAP-007,0,1,,,tests/integration/manufacturing-execution.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F189,Manufacturing,Maintenance integration,MFG-CAP-007,0,1,,,tests/integration/manufacturing-execution.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F190,Manufacturing,Engineering change and revision control,MFG-CAP-008,0,1,,,tests/integration/manufacturing-engineering.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F191,Manufacturing,Production reports,MFG-CAP-008,0,1,,,tests/integration/manufacturing-costing.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F192,Manufacturing,Production dashboard,MFG-CAP-008,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/manufacturing-costing.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F193,Projects,Projects,PRJ-CAP-001,2,1,apps/web/src/features/projects/configs.tsx,apps/web/e2e/projects-delivery.spec.ts,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F194,Projects,Customer projects,PRJ-CAP-001,0,0,,,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F195,Projects,Internal projects,PRJ-CAP-001,0,1,,apps/web/e2e/projects-delivery.spec.ts,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
